  -0.03701  -15.24552  -31.82910
  -0.03701  -16.09948  -31.35230
  -0.03701  -16.18055  -30.87540
  -0.03702  -16.20368  -30.99460
  -0.03702  -17.97430  -31.11390
  -0.03703  -17.26634  -31.35230
  -0.03703  -16.89543  -31.35230
  -0.03703  -17.45963  -31.35230
  -0.03704  -15.52134  -31.23310
  -0.03704  -16.19052  -29.80240
  -0.03704  -16.43165  -30.27930
  -0.03705  -17.32028  -30.27930
  -0.03705  -15.38261  -30.75620
  -0.03705  -16.60471  -31.47150
  -0.03706  -15.79664  -30.99460
  -0.03706  -15.97218  -30.75620
  -0.03706  -17.80522  -31.23310
  -0.03707  -16.15803  -31.11390
  -0.03707  -14.67795  -31.23310
  -0.03707  -16.02449  -30.99460
  -0.03708  -16.07044  -30.63700
  -0.03708  -16.26971  -30.16010
  -0.03708  -15.46886  -29.80240
  -0.03709  -14.31300  -29.92160
  -0.03709  -16.02610  -29.56400
  -0.03710  -15.88285  -29.44480
  -0.03710  -15.93472  -29.20640
  -0.03710  -14.36487  -29.20640
  -0.03710  -15.59279  -29.44480
  -0.03711  -14.50049  -29.56400
  -0.03711  -14.95402  -29.80240
  -0.03712  -16.85247  -29.68320
  -0.03712  -15.54362  -29.80240
  -0.03712  -16.84665  -29.92160
  -0.03713  -16.36888  -29.68320
  -0.03713  -15.39738  -29.08720
  -0.03713  -15.77580  -29.92160
  -0.03714  -15.74040  -30.27930
  -0.03714  -15.64456  -29.80240
  -0.03714  -14.98423  -29.08720
  -0.03715  -14.35106  -29.56400
  -0.03715  -15.99506  -29.56400
  -0.03715  -15.32104  -29.92160
  -0.03716  -16.52746  -28.96800
  -0.03716  -15.06002  -28.72960
  -0.03716  -15.23674  -28.01430
  -0.03717  -15.69249  -28.13350
  -0.03717  -16.71598  -28.01430
  -0.03717  -16.91948  -28.13350
  -0.03718  -16.42097  -28.61030
  -0.03718  -15.76962  -28.49110
  -0.03719  -16.23654  -28.37190
  -0.03719  -16.28473  -28.61030
  -0.03719  -16.19081  -28.49110
  -0.03720  -16.72546  -28.61030
  -0.03720  -16.15831  -28.61030
  -0.03720  -17.18756  -28.84880
  -0.03721  -17.01581  -29.32560
  -0.03721  -16.70114  -29.20640
  -0.03721  -15.86920  -29.44480
  -0.03722  -15.88714  -29.08720
  -0.03722  -16.89232  -29.32560
  -0.03722  -16.32644  -29.20640
  -0.03723  -15.72507  -29.56400
  -0.03723  -16.52202  -29.44480
  -0.03723  -15.32574  -28.49110
  -0.03724  -15.11222  -29.20640
  -0.03724  -14.65134  -29.80240
  -0.03724  -15.65475  -28.72960
  -0.03725  -16.17849  -29.44480
  -0.03725  -15.13532  -29.08720
  -0.03726  -16.69412  -28.84880
  -0.03726  -15.19998  -28.61030
  -0.03726  -15.26348  -28.61030
  -0.03726  -14.97334  -28.84880
  -0.03727  -14.56362  -28.37190
  -0.03727  -16.08717  -28.49110
  -0.03728  -15.51189  -28.49110
  -0.03728  -14.84576  -28.84880
  -0.03728  -16.59552  -29.44480
  -0.03729  -15.96309  -29.68320
  -0.03729  -14.95442  -29.80240
  -0.03729  -15.38015  -30.04090
  -0.03730  -13.89339  -29.56400
  -0.03730  -14.40957  -30.63700
  -0.03730  -14.95401  -30.63700
  -0.03731  -15.22317  -30.87540
  -0.03731  -15.54105  -30.16010
  -0.03731  -15.92681  -30.04090
  -0.03732  -14.24803  -29.80240
  -0.03732  -15.82530  -29.56400
  -0.03732  -15.54594  -29.56400
  -0.03733  -16.21665  -29.56400
  -0.03733  -15.86724  -29.56400
  -0.03733  -15.89356  -29.68320
  -0.03734  -14.55100  -29.56400
  -0.03734  -14.81341  -29.68320
  -0.03735  -14.42455  -29.80240
  -0.03735  -14.10468  -29.44480
  -0.03735  -14.72674  -29.80240
  -0.03735  -15.44700  -29.92160
  -0.03736  -14.71729  -29.68320
  -0.03736  -13.52626  -29.32560
  -0.03737  -15.06594  -29.56400
  -0.03737  -14.71675  -29.44480
  -0.03737  -14.34090  -30.39850
  -0.03738  -14.80555  -30.16010
  -0.03738  -15.41011  -29.92160
  -0.03738  -14.38971  -29.56400
  -0.03739  -14.67204  -29.68320
  -0.03739  -15.56420  -29.32560
  -0.03739  -15.13893  -30.16010
  -0.03740  -14.59937  -30.63700
  -0.03740  -16.25371  -30.63700
  -0.03740  -13.81247  -30.75620
  -0.03741  -14.43496  -30.99460
  -0.03741  -14.13892  -30.99460
  -0.03741  -14.41589  -30.39850
  -0.03742  -14.02657  -30.63700
  -0.03742  -14.09664  -30.51780
  -0.03742  -16.01647  -29.80240
  -0.03743  -14.74967  -29.80240
  -0.03743  -14.73968  -29.68320
  -0.03744  -13.99551  -29.08720
  -0.03744  -15.41753  -29.44480
  -0.03744  -15.25155  -30.27930
  -0.03744  -14.91315  -30.16010
  -0.03745  -14.24734  -30.27930
  -0.03745  -16.00761  -30.16010
  -0.03746  -15.21048  -29.80240
  -0.03746  -13.83984  -30.39850
  -0.03746  -15.04271  -30.39850
  -0.03747  -16.01625  -31.11390
  -0.03747  -15.15830  -30.27930
  -0.03747  -15.57645  -30.04090
  -0.03748  -14.46731  -30.16010
  -0.03748  -15.68015  -30.39850
  -0.03748  -15.20380  -30.75620
  -0.03749  -14.17649  -31.11390
  -0.03749  -15.62640  -31.23310
  -0.03749  -14.53103  -31.23310
  -0.03750  -14.72184  -31.47150
  -0.03750  -15.54459  -31.47150
  -0.03750  -15.75327  -31.11390
  -0.03751  -16.11561  -30.87540
  -0.03751  -15.27128  -31.23310
  -0.03751  -15.13090  -31.23310
  -0.03752  -16.25348  -31.11390
  -0.03752  -15.10316  -31.82910
  -0.03753  -14.42571  -31.70990
  -0.03753  -14.69575  -31.47150
  -0.03753  -14.92730  -31.70990
  -0.03754  -15.50733  -31.70990
  -0.03754  -15.95067  -31.94830
  -0.03754  -16.59907  -31.35230
  -0.03755  -15.49557  -30.75620
  -0.03755  -15.61136  -30.63700
  -0.03755  -15.70968  -30.63700
  -0.03756  -15.64180  -29.68320
  -0.03756  -15.08817  -30.16010
  -0.03756  -15.03176  -29.80240
  -0.03757  -14.44165  -30.63700
  -0.03757  -15.16799  -30.04090
  -0.03757  -15.52953  -30.16010
  -0.03758  -14.80384  -30.39850
  -0.03758  -15.39238  -29.92160
  -0.03758  -15.06916  -29.92160
  -0.03759  -14.70235  -30.16010
  -0.03759  -14.88152  -30.99460
  -0.03760  -15.37264  -30.87540
  -0.03760  -13.99099  -30.75620
  -0.03760  -13.60131  -29.80240
  -0.03760  -14.99390  -30.63700
  -0.03761  -13.88160  -30.63700
  -0.03761  -13.48087  -30.39850
  -0.03762  -14.10607  -29.68320
  -0.03762  -13.13265  -29.92160
  -0.03762  -15.08288  -30.16010
  -0.03763  -13.93296  -30.04090
  -0.03763  -14.60980  -31.11390
  -0.03763  -14.61753  -31.35230
  -0.03764  -14.21911  -31.11390
  -0.03764  -13.30489  -30.27930
  -0.03764  -13.14819  -29.92160
  -0.03765  -14.20113  -30.27930
  -0.03765  -13.82380  -30.63700
  -0.03765  -13.32808  -31.35230
  -0.03766  -13.91218  -31.11390
  -0.03766  -13.40555  -30.51780
  -0.03766  -12.73783  -30.04090
  -0.03767  -13.32048  -29.92160
  -0.03767  -13.70907  -30.39850
  -0.03767  -13.69215  -30.87540
  -0.03768  -14.10814  -30.39850
  -0.03768  -12.18303  -30.51780
  -0.03769  -13.11693  -30.27930
  -0.03769  -13.39006  -30.16010
  -0.03769  -13.11460  -30.39850
  -0.03769  -13.91211  -29.92160
  -0.03770  -13.12128  -30.16010
  -0.03770  -13.03768  -30.39850
  -0.03771  -12.65058  -30.39850
  -0.03771  -13.05096  -30.04090
  -0.03771  -13.77478  -30.04090
  -0.03772  -14.81304  -29.80240
  -0.03772  -13.62004  -30.39850
  -0.03772  -13.58554  -30.27930
  -0.03773  -14.11714  -30.04090
  -0.03773  -14.05361  -29.80240
  -0.03773  -14.30797  -29.92160
  -0.03774  -14.61691  -30.63700
  -0.03774  -14.08838  -30.27930
  -0.03774  -14.14342  -30.63700
  -0.03775  -13.75859  -30.99460
  -0.03775  -14.71743  -30.63700
  -0.03775  -14.74675  -30.27930
  -0.03776  -13.87172  -30.75620
  -0.03776  -13.41307  -30.75620
  -0.03776  -15.11654  -30.27930
  -0.03777  -14.99531  -30.16010
  -0.03777  -15.10278  -30.16010
  -0.03778  -13.82292  -30.63700
  -0.03778  -13.41831  -30.39850
  -0.03778  -13.57015  -30.27930
  -0.03778  -14.00089  -30.16010
  -0.03779  -14.41949  -30.87540
  -0.03779  -14.22729  -30.39850
  -0.03780  -14.52620  -30.04090
  -0.03780  -14.21138  -30.39850
  -0.03780  -14.05339  -30.63700
  -0.03781  -14.57678  -30.51780
  -0.03781  -16.44219  -30.63700
  -0.03781  -15.59448  -30.51780
  -0.03782  -15.40054  -30.39850
  -0.03782  -14.55029  -29.20640
  -0.03782  -13.66075  -29.44480
  -0.03783  -14.17418  -29.68320
  -0.03783  -13.07107  -30.04090
  -0.03783  -13.12377  -30.63700
  -0.03784  -14.05581  -30.75620
  -0.03784  -14.30624  -30.27930
  -0.03784  -13.22349  -29.92160
  -0.03785  -11.98456  -29.44480
  -0.03785  -12.51231  -30.39850
  -0.03785  -12.62909  -30.16010
  -0.03786  -13.11530  -30.51780
  -0.03786  -12.85355  -30.51780
  -0.03787  -12.44993  -30.16010
  -0.03787  -12.61860  -30.39850
  -0.03787  -14.97278  -30.27930
  -0.03788  -14.17206  -29.56400
  -0.03788  -13.73025  -28.96800
  -0.03788  -14.00088  -29.08720
  -0.03789  -13.84051  -29.44480
  -0.03789  -14.83718  -29.08720
  -0.03789  -13.89154  -28.13350
  -0.03790  -13.92420  -28.01430
  -0.03790  -15.07491  -28.37190
  -0.03790  -14.37797  -28.84880
  -0.03791  -12.87806  -29.20640
  -0.03791  -13.59330  -29.20640
  -0.03791  -13.64300  -29.20640
  -0.03792  -13.49133  -29.08720
  -0.03792  -13.17976  -28.37190
  -0.03792  -13.49123  -28.13350
  -0.03793  -12.95344  -28.01430
  -0.03793  -12.21917  -28.01430
  -0.03794  -12.46445  -28.61030
  -0.03794  -13.02834  -29.20640
  -0.03794  -12.29272  -30.63700
  -0.03794  -13.28748  -29.68320
  -0.03795  -13.31605  -28.84880
  -0.03795  -12.87516  -28.37190
  -0.03796  -12.82148  -28.72960
  -0.03796  -12.70807  -29.44480
  -0.03796  -12.42467  -29.68320
  -0.03797  -12.39908  -30.04090
  -0.03797  -12.32470  -29.20640
  -0.03797  -13.22384  -28.49110
  -0.03798  -12.77616  -27.77590
  -0.03798  -13.19417  -28.49110
  -0.03798  -13.13631  -28.01430
  -0.03799  -13.52602  -28.37190
  -0.03799  -13.65187  -29.08720
  -0.03799  -12.12834  -29.56400
  -0.03800  -13.08347  -29.20640
  -0.03800  -12.30868  -28.84880
  -0.03800  -11.97067  -28.84880
  -0.03801  -13.44083  -28.61030
  -0.03801  -13.08663  -28.49110
  -0.03801  -12.74032  -28.13350
  -0.03802  -13.29755  -28.13350
  -0.03802  -12.15395  -28.49110
  -0.03803  -12.69097  -28.49110
  -0.03803  -13.56249  -28.13350
  -0.03803  -12.64661  -27.77590
  -0.03803  -12.16415  -27.65670
  -0.03804  -12.59709  -28.13350
  -0.03804  -13.05707  -27.17980
  -0.03805  -13.56699  -26.82220
  -0.03805  -12.62694  -27.06060
  -0.03805  -12.63105  -27.17980
  -0.03806  -12.52782  -26.58380
  -0.03806  -12.12260  -26.94140
  -0.03806  -12.14886  -26.94140
  -0.03807  -12.90982  -26.58380
  -0.03807  -13.15802  -26.70300
  -0.03807  -12.64223  -26.46460
  -0.03808  -12.92367  -26.82220
  -0.03808  -13.48547  -26.82220
  -0.03808  -13.98668  -27.06060
  -0.03809  -12.24701  -27.89510
  -0.03809  -11.01950  -27.53750
  -0.03809  -12.23529  -28.01430
  -0.03810  -12.05619  -28.13350
  -0.03810  -12.41083  -28.61030
  -0.03810  -12.57162  -28.96800
  -0.03811  -12.90278  -28.37190
  -0.03811  -13.25503  -28.61030
  -0.03812  -12.76508  -28.84880
  -0.03812  -13.85680  -28.61030
  -0.03812  -11.62409  -28.49110
  -0.03813  -13.28303  -27.89510
  -0.03813  -12.49237  -27.77590
  -0.03813  -13.58449  -29.08720
  -0.03814  -11.82851  -28.49110
  -0.03814  -12.28901  -28.61030
  -0.03814  -14.04366  -28.13350
  -0.03815  -12.32684  -28.49110
  -0.03815  -11.87624  -29.08720
  -0.03815  -10.95663  -28.84880
  -0.03816  -12.45764  -28.72960
  -0.03816  -12.48121  -28.61030
  -0.03816  -12.87821  -28.61030
  -0.03817  -12.17211  -27.65670
  -0.03817  -11.38191  -27.41830
  -0.03817  -12.53097  -28.13350
  -0.03818  -12.41060  -27.77590
  -0.03818  -11.57346  -28.01430
  -0.03818  -10.79156  -29.08720
  -0.03819  -10.25446  -29.08720
  -0.03819  -12.54326  -28.61030
  -0.03819  -10.87093  -28.01430
  -0.03820  -12.43385  -27.77590
  -0.03820  -11.60574  -28.37190
  -0.03821  -10.68885  -28.13350
  -0.03821  -10.88115  -28.25270
  -0.03821  -13.06693  -28.37190
  -0.03822  -12.90078  -29.20640
  -0.03822  -11.59379  -28.84880
  -0.03822  -11.85171  -27.89510
  -0.03823  -12.20447  -27.65670
  -0.03823  -10.82561  -27.53750
  -0.03823  -13.02904  -27.41830
  -0.03824  -10.68377  -27.06060
  -0.03824  -10.09981  -26.94140
  -0.03824  -10.95883  -27.06060
  -0.03825  -11.78741  -26.82220
  -0.03825  -11.20338  -27.17980
  -0.03825  -10.71442  -27.41830
  -0.03826  -11.32132  -27.41830
  -0.03826  -10.06275  -27.41830
  -0.03826   -9.69363  -28.37190
  -0.03827  -10.09215  -28.13350
  -0.03827  -10.46347  -29.08720
  -0.03828  -10.68215  -29.08720
  -0.03828  -10.15420  -28.49110
  -0.03828  -10.71317  -28.37190
  -0.03828   -9.92862  -28.13350
  -0.03829   -9.37069  -27.65670
  -0.03829  -10.99614  -27.89510
  -0.03830  -11.05973  -27.29900
  -0.03830  -10.26146  -27.17980
  -0.03830  -12.42981  -27.29900
  -0.03831  -11.92712  -26.94140
  -0.03831  -12.23592  -27.06060
  -0.03831  -11.47346  -27.77590
  -0.03832  -10.35902  -27.41830
  -0.03832  -11.11814  -26.94140
  -0.03832  -11.77165  -27.29900
  -0.03833  -12.07545  -26.82220
  -0.03833  -11.72076  -26.82220
  -0.03833  -13.06407  -26.70300
  -0.03834  -12.38970  -26.58380
  -0.03834  -12.57333  -27.29900
  -0.03834  -11.26672  -26.94140
  -0.03835  -11.56441  -27.06060
  -0.03835  -10.87921  -26.70300
  -0.03836  -10.42106  -25.98770
  -0.03836  -10.50996  -26.46460
  -0.03836  -11.12822  -26.94140
  -0.03837  -11.15158  -27.17980
  -0.03837  -11.23720  -26.58380
  -0.03837  -10.92432  -26.70300
  -0.03837  -11.39195  -26.58380
  -0.03838  -11.01977  -27.06060
  -0.03838  -11.70981  -26.82220
  -0.03839  -10.84533  -26.58380
  -0.03839  -11.09957  -27.17980
  -0.03839  -10.18479  -27.17980
  -0.03840  -10.96814  -27.17980
  -0.03840  -11.66683  -27.29900
  -0.03840  -12.26436  -27.41830
  -0.03841  -11.47648  -27.29900
  -0.03841  -13.00510  -27.17980
  -0.03841  -13.06524  -26.82220
  -0.03842  -10.89185  -27.29900
  -0.03842  -11.30300  -27.77590
  -0.03842  -12.08951  -27.53750
  -0.03843  -12.21064  -28.01430
  -0.03843  -12.04691  -28.13350
  -0.03843  -12.80378  -28.37190
  -0.03844  -11.90096  -28.25270
  -0.03844  -12.38592  -27.89510
  -0.03845  -11.72697  -27.29900
  -0.03845  -10.99649  -27.89510
  -0.03845  -12.24702  -27.17980
  -0.03846  -12.43234  -27.29900
  -0.03846  -12.66931  -27.89510
  -0.03846  -11.63153  -27.89510
  -0.03847  -11.62954  -27.53750
  -0.03847  -12.27866  -27.53750
  -0.03847  -12.02011  -27.17980
  -0.03848  -11.66931  -27.29900
  -0.03848  -11.75482  -27.53750
  -0.03848  -10.83861  -28.25270
  -0.03849  -11.16489  -28.13350
  -0.03849  -11.41166  -27.89510
  -0.03849   -9.92442  -27.53750
  -0.03850  -10.72952  -27.41830
  -0.03850  -12.47358  -27.89510
  -0.03850  -11.80013  -27.65670
  -0.03851  -10.65844  -27.53750
  -0.03851  -11.30361  -27.41830
  -0.03851  -10.73909  -27.89510
  -0.03852   -9.36530  -28.25270
  -0.03852   -9.67880  -29.20640
  -0.03852   -9.42595  -28.49110
  -0.03853  -10.78696  -28.61030
  -0.03853  -11.79846  -28.37190
  -0.03853  -11.04977  -28.37190
  -0.03854  -10.88477  -29.08720
  -0.03854  -10.57455  -29.44480
  -0.03855  -11.07659  -29.68320
  -0.03855  -10.49901  -29.68320
  -0.03855  -11.23061  -29.80240
  -0.03856  -10.26237  -29.32560
  -0.03856  -10.49813  -30.04090
  -0.03856  -10.13920  -30.27930
  -0.03857   -9.31205  -30.04090
  -0.03857  -10.32275  -30.16010
  -0.03857  -10.56737  -29.92160
  -0.03858   -9.28637  -29.68320
  -0.03858  -10.99511  -30.16010
  -0.03858   -9.23719  -29.68320
  -0.03859   -9.96003  -29.08720
  -0.03859   -9.67933  -28.72960
  -0.03859  -10.52820  -28.61030
  -0.03860   -9.85005  -28.84880
  -0.03860  -11.15219  -28.72960
  -0.03860  -11.22006  -28.61030
  -0.03861  -10.32466  -28.01430
  -0.03861  -11.07815  -28.37190
  -0.03861  -10.12779  -28.84880
  -0.03862  -10.87434  -28.96800
  -0.03862  -10.97934  -28.84880
  -0.03862  -10.48448  -27.53750
  -0.03863  -11.17654  -26.70300
  -0.03863  -10.68202  -26.58380
  -0.03864  -10.16907  -26.70300
  -0.03864  -10.35568  -27.89510
  -0.03864  -11.64319  -27.89510
  -0.03865  -11.89112  -28.01430
  -0.03865  -11.32796  -28.13350
  -0.03865   -9.90017  -27.77590
  -0.03866   -8.63085  -28.01430
  -0.03866   -9.83747  -28.01430
  -0.03866   -9.40992  -27.89510
  -0.03867   -8.10695  -27.89510
  -0.03867   -8.73929  -28.37190
  -0.03867  -10.09564  -27.65670
  -0.03868   -9.90317  -27.77590
  -0.03868   -8.92836  -27.89510
  -0.03868   -9.52412  -26.94140
  -0.03869   -8.72604  -27.17980
  -0.03869   -8.77375  -26.94140
  -0.03870  -10.16070  -26.82220
  -0.03870   -9.66217  -27.17980
  -0.03870   -9.47171  -26.70300
  -0.03871  -10.79836  -26.34540
  -0.03871   -9.55624  -27.06060
  -0.03871   -9.50083  -26.82220
  -0.03871  -10.00949  -26.94140
  -0.03872  -10.15080  -26.94140
  -0.03872  -10.17336  -27.53750
  -0.03873  -10.48450  -27.41830
  -0.03873  -10.68397  -26.70300
  -0.03873  -10.00757  -26.46460
  -0.03874  -10.27232  -26.94140
  -0.03874   -8.60186  -27.29900
  -0.03874  -10.35308  -27.53750
  -0.03875   -9.92396  -27.77590
  -0.03875  -10.07433  -27.65670
  -0.03875  -10.11336  -27.17980
  -0.03876  -10.30737  -26.70300
  -0.03876  -11.26909  -26.58380
  -0.03876   -9.66542  -26.58380
  -0.03877  -10.27837  -26.70300
  -0.03877   -9.40329  -26.70300
  -0.03877  -10.53263  -27.17980
  -0.03878  -10.08664  -27.41830
  -0.03878  -10.74925  -26.94140
  -0.03879  -10.76526  -26.70300
  -0.03879   -9.28482  -26.58380
  -0.03879  -10.29936  -26.70300
  -0.03880  -10.48812  -27.29900
  -0.03880   -9.81291  -26.34540
  -0.03880   -9.29244  -26.46460
  -0.03881  -10.18925  -26.70300
  -0.03881   -9.96313  -26.58380
  -0.03881   -9.31404  -26.82220
  -0.03882  -10.84569  -26.94140
  -0.03882   -9.30013  -26.22620
  -0.03882   -9.14530  -26.58380
  -0.03883  -10.51911  -25.86850
  -0.03883  -10.28241  -25.63010
  -0.03883   -9.41904  -24.55720
  -0.03884   -9.08311  -24.79560
  -0.03884   -8.69635  -25.27250
  -0.03884   -9.70114  -25.15330
  -0.03885   -9.69235  -24.43800
  -0.03885   -9.69280  -24.67640
  -0.03885  -10.09394  -24.91490
  -0.03886  -10.96839  -25.27250
  -0.03886   -8.98604  -25.15330
  -0.03886   -9.22112  -24.55720
  -0.03887   -9.93316  -24.79560
  -0.03887   -9.47965  -24.67640
  -0.03887  -10.92553  -25.39170
  -0.03888   -9.12754  -24.55720
  -0.03888   -9.82804  -24.31880
  -0.03889   -8.89953  -24.55720
  -0.03889  -10.01316  -24.43800
  -0.03889   -9.24652  -23.84200
  -0.03890   -8.64927  -23.36510
  -0.03890   -9.34139  -23.00750
  -0.03890  -10.68096  -23.24590
  -0.03891   -9.74912  -22.17300
  -0.03891  -10.00257  -22.88830
  -0.03891   -8.63588  -23.36510
  -0.03892   -9.20646  -22.64990
  -0.03892  -10.20325  -22.64990
  -0.03892  -10.01336  -22.76910
  -0.03893   -8.93700  -22.17300
  -0.03893   -9.54175  -22.88830
  -0.03893  -10.15631  -22.41150
  -0.03894   -9.78342  -22.53070
  -0.03894   -8.92388  -22.41150
  -0.03894   -9.36868  -22.41150
  -0.03895   -9.51432  -22.53070
  -0.03895   -9.50168  -22.53070
  -0.03895  -10.59010  -22.88830
  -0.03896   -9.93107  -23.00750
  -0.03896   -8.55875  -23.84200
  -0.03896   -9.46424  -23.36510
  -0.03897   -8.95633  -23.72280
  -0.03897   -8.49792  -23.48430
  -0.03898   -8.89012  -23.84200
  -0.03898   -8.80430  -23.84200
  -0.03898   -9.62381  -23.00750
  -0.03899   -9.51763  -22.64990
  -0.03899   -8.26679  -22.88830
  -0.03899   -9.08073  -23.24590
  -0.03900   -8.72865  -23.00750
  -0.03900   -8.94862  -22.64990
  -0.03900   -7.94723  -22.41150
  -0.03901   -8.65340  -22.88830
  -0.03901  -10.07836  -23.60360
  -0.03901   -9.72097  -23.24590
  -0.03902   -8.91692  -22.76910
  -0.03902   -7.42086  -23.48430
  -0.03902   -8.33425  -24.19960
  -0.03903   -8.74872  -23.00750
  -0.03903   -9.03835  -23.48430
  -0.03904   -8.25458  -23.96120
  -0.03904   -8.36776  -24.43800
  -0.03904   -7.14926  -24.55720
  -0.03905   -8.31318  -24.19960
  -0.03905   -9.12504  -23.48430
  -0.03905   -7.63701  -23.84200
  -0.03906   -7.97227  -24.08040
  -0.03906   -8.15798  -24.31880
  -0.03906   -8.63597  -24.08040
  -0.03907   -9.97181  -24.43800
  -0.03907   -9.53633  -24.31880
  -0.03907   -8.49440  -23.72280
  -0.03908   -9.23007  -23.48430
  -0.03908   -7.68876  -23.48430
  -0.03908   -7.89957  -23.84200
  -0.03909   -7.58711  -23.24590
  -0.03909   -8.87260  -23.36510
  -0.03909   -7.57832  -23.36510
  -0.03910   -8.00022  -23.60360
  -0.03910   -9.33895  -24.19960
  -0.03910   -8.82325  -23.96120
  -0.03911   -8.22858  -24.43800
  -0.03911   -6.95777  -24.31880
  -0.03911   -8.37243  -24.31880
  -0.03912   -7.82075  -24.19960
  -0.03912   -8.14564  -24.43800
  -0.03913   -6.64016  -23.96120
  -0.03913   -6.06114  -23.24590
  -0.03913   -6.94706  -23.36510
  -0.03914   -6.55248  -23.60360
  -0.03914   -7.62298  -23.72280
  -0.03914   -6.33760  -23.60360
  -0.03915   -6.52864  -24.19960
  -0.03915   -9.09619  -24.31880
  -0.03915   -6.45445  -25.03410
  -0.03916   -7.93603  -24.67640
  -0.03916   -7.43842  -24.43800
  -0.03916   -7.80272  -24.08040
  -0.03917   -9.60239  -24.08040
  -0.03917   -7.98045  -23.84200
  -0.03917   -7.78645  -23.72280
  -0.03918   -9.04114  -24.19960
  -0.03918   -6.31252  -23.60360
  -0.03918   -8.36533  -23.72280
  -0.03919   -7.30957  -23.96120
  -0.03919   -6.97505  -23.60360
  -0.03919   -6.65344  -23.48430
  -0.03920   -7.70917  -23.36510
  -0.03920   -6.83051  -23.00750
  -0.03920   -7.76204  -23.24590
  -0.03921   -8.68043  -23.00750
  -0.03921   -7.71436  -23.36510
  -0.03921   -7.66026  -24.19960
  -0.03922   -7.57049  -24.19960
  -0.03922   -7.15746  -23.00750
  -0.03923   -8.14939  -22.88830
  -0.03923   -8.57330  -22.17300
  -0.03923   -7.49119  -22.64990
  -0.03924   -7.89742  -22.41150
  -0.03924   -8.29464  -23.12670
  -0.03924   -8.95376  -22.88830
  -0.03925   -8.61231  -21.93460
  -0.03925   -8.42565  -21.81540
  -0.03925   -8.38101  -21.93460
  -0.03926   -8.41137  -22.41150
