DIFF1,DIFF2,DIFF3,DIFF4,DIFF5,DIFF6,DIFF7,DIFF8,DIFF9,DIFF10,DIFF11,DIFF12,DIFF13,DIFF14,DIFF15,DIFF16,DIFF17,DIFF18,DIFF19,DIFF20,DIFF21,DIFF22,DIFF23,DIFF24,DIFF25,DIFF26,DIFF27,DIFF28,DIFF29,DIFF30,DIFF31,DIFF32,DIFF33,DIFF34,DIFF35,DIFF36,DIFF37,DIFF38,DIFF39,DIFF40,DIFF41,DIFF42,DIFF43,DIFF44,DIFF45,DIFF46,DIFF47,DIFF48,DIFF49,DIFF50
12,12,12,12,12,8,8,5,5,5,5,15,31,80,18,15,7,66,16,44,3,72,21,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,7,7,7,14,14,3,3,4,4,15,3,110,36,14,18,113,3,9,34,21,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,3,3,3,34,34,21,21,3,3,35,14,50,52,14,14,80,2,14,30,55,130,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,7,7,7,8,8,25,25,21,21,20,29,112,74,71,68,33,52,44,50,4,8,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,10,10,10,2,2,35,35,69,69,17,76,4,38,17,23,160,26,20,144,19,76,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,71,71,71,12,12,22,22,14,14,30,28,33,19,12,55,56,3,54,43,98,30,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,7,7,7,29,29,12,12,70,70,5,57,8,75,13,77,36,23,10,53,81,56,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,18,18,18,10,10,122,122,8,8,11,2,13,19,13,33,52,9,71,3,93,81,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,29,29,29,23,23,3,3,73,73,125,5,30,59,17,204,65,55,104,21,93,17,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,12,12,12,2,2,2,2,48,48,40,7,3,21,2,52,124,2,12,54,10,201,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19,4,4,4,4,4,25,25,13,13,6,49,12,12,14,32,63,58,46,21,18,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,6,6,6,31,31,14,14,76,76,53,3,17,12,23,38,6,31,4,31,9,33,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,56,5,5,5,8,8,11,11,15,15,12,11,44,12,34,54,60,10,36,42,16,134,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,7,7,7,28,28,21,21,32,32,40,6,68,84,64,9,8,16,66,2,25,71,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,43,16,16,16,20,20,36,36,32,32,19,32,17,158,22,2,44,14,10,66,29,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,13,13,13,19,19,10,10,28,28,43,39,14,26,14,10,3,127,14,39,108,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,7,7,7,6,6,9,9,20,20,44,20,8,10,9,8,17,69,8,15,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,10,10,10,28,28,61,61,4,4,28,9,9,69,94,93,20,41,19,9,111,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,101,11,11,11,2,2,9,9,43,43,38,32,29,17,97,2,27,36,7,53,46,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,263,13,13,13,14,14,16,16,21,21,98,55,32,26,6,29,33,27,47,24,257,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19,14,14,14,38,38,20,20,5,5,60,9,70,31,17,8,17,8,75,25,96,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,42,18,18,18,14,14,23,23,17,17,2,35,17,21,31,19,66,28,11,26,8,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,31,31,31,37,37,11,11,14,14,53,17,8,23,86,54,80,34,76,107,19,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,12,12,12,2,2,6,6,27,27,25,70,60,55,27,31,10,44,112,53,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,85,85,85,13,13,9,9,27,27,63,33,19,5,37,26,11,32,48,13,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,23,23,23,16,16,29,29,21,21,14,22,156,50,31,11,49,67,50,27,6,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,41,6,6,6,65,65,3,3,15,15,29,141,7,44,97,131,113,29,5,20,46,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,3,3,3,9,9,8,8,5,5,9,91,32,22,10,18,13,5,66,70,40,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,35,35,35,12,12,25,25,73,73,7,38,38,4,42,49,61,4,30,10,14,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,30,2,2,2,36,36,6,6,3,3,62,61,16,66,62,9,23,83,5,51,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,37,37,37,17,17,19,19,3,3,15,6,2,8,11,33,13,9,39,3,82,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,43,43,43,66,66,12,12,21,21,51,64,50,11,12,6,41,43,27,5,84,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,99,99,99,4,4,2,2,8,8,10,43,25,76,2,25,49,67,29,4,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,168,168,168,80,80,6,6,7,7,46,27,21,154,43,28,24,15,121,77,135,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,40,40,40,7,7,3,3,11,11,10,32,8,39,6,18,23,82,62,61,14,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,11,11,11,13,13,3,3,44,44,79,17,26,57,2,39,9,7,98,11,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,18,18,18,28,28,35,35,13,13,28,11,13,95,62,75,4,92,36,26,97,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,15,15,15,64,64,23,23,123,123,14,20,94,80,53,6,17,38,37,42,30,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,26,26,26,27,27,47,47,3,3,127,26,35,25,31,8,57,22,122,19,76,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,60,60,60,13,13,52,52,57,57,28,9,3,32,35,54,6,47,165,60,124,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,41,41,41,3,3,58,58,100,100,80,74,3,33,30,34,19,10,26,130,90,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,4,4,4,3,3,62,62,91,91,78,34,20,32,9,14,35,55,79,147,73,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,11,11,11,5,5,13,13,24,24,65,41,45,10,11,55,30,50,38,11,37,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,14,14,14,43,43,27,27,36,36,80,10,45,9,8,35,56,13,82,47,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,29,29,29,5,5,13,13,21,21,18,58,112,2,62,9,98,5,9,29,13,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,14,14,14,13,13,40,40,13,13,27,129,19,31,16,26,36,32,45,13,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,3,3,3,61,61,13,13,76,76,33,97,9,2,89,38,16,112,3,60,58,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,22,22,22,7,7,37,37,61,61,34,13,2,2,146,34,13,57,15,56,30,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,16,16,16,58,58,21,21,8,8,9,8,73,45,65,57,122,53,6,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,12,12,12,2,2,12,12,2,2,30,29,24,35,57,54,6,22,29,31,23,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,17,17,17,18,18,34,34,56,56,32,32,159,25,41,4,45,46,5,17,59,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,9,9,9,2,2,16,16,13,13,4,11,29,29,8,21,23,9,81,53,66,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,8,8,8,19,19,34,34,6,6,38,3,42,14,6,6,22,11,3,26,53,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,17,17,17,9,9,45,45,53,53,8,25,8,115,28,90,13,17,56,119,77,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,7,7,7,16,16,37,37,8,8,18,14,3,26,8,10,22,7,277,201,70,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,23,23,23,3,3,12,12,78,78,14,15,27,22,2,33,3,48,44,61,183,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,50,50,50,50,50,29,29,8,8,57,51,57,2,10,14,19,10,38,12,143,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,29,29,29,2,2,16,16,18,18,25,6,10,17,21,11,14,18,25,6,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,12,12,12,19,19,3,3,18,18,6,21,20,9,52,60,84,5,59,62,58,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,16,16,16,57,57,11,11,12,12,8,14,11,52,29,22,13,8,83,65,36,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,4,4,4,33,33,2,2,22,22,71,30,27,67,7,23,41,55,46,2,13,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,30,9,9,9,79,79,14,14,21,21,13,5,22,2,25,21,52,31,40,35,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,5,5,2,2,21,21,7,7,14,25,8,4,33,9,73,8,36,40,93,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,5,5,5,20,20,13,13,22,22,68,37,36,149,2,24,2,146,55,16,44,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,11,11,11,16,16,13,13,6,6,26,86,15,12,109,3,46,17,95,115,16,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,71,71,71,15,15,44,44,120,120,51,3,53,9,8,12,17,113,50,18,96,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,14,14,14,51,51,23,23,8,8,23,7,11,32,3,98,40,5,47,74,34,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,14,14,14,72,72,52,52,27,27,95,60,38,7,54,4,39,54,185,69,10,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,36,36,36,251,251,35,35,81,81,83,10,4,32,54,20,103,3,50,96,189,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19,171,171,171,89,89,47,47,68,68,29,3,10,30,231,75,62,28,58,42,6,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,18,18,18,9,9,26,26,20,20,39,3,19,49,47,22,26,41,29,18,72,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,8,8,8,8,8,14,14,34,34,25,9,13,17,24,7,35,30,72,99,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,10,10,10,110,110,33,33,2,2,13,99,40,6,6,59,2,13,102,25,36,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,58,58,58,14,14,41,41,25,25,25,78,42,20,89,38,8,16,27,28,37,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,78,78,78,9,9,13,13,14,14,11,92,20,12,3,32,13,38,47,7,30,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,12,12,12,13,13,23,23,30,30,46,104,78,26,6,92,45,48,81,74,76,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,13,13,13,34,34,26,26,43,43,35,29,45,14,49,27,23,6,13,130,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,66,66,66,9,9,35,35,18,18,3,35,68,37,25,37,52,34,41,119,23,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,27,44,44,44,46,46,175,175,2,2,25,17,54,21,16,6,41,8,39,14,33,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,27,3,3,3,10,10,85,85,41,41,22,3,20,10,7,54,16,28,31,32,111,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,24,24,24,14,14,22,22,20,20,88,27,12,12,11,12,44,71,39,99,65,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,29,29,29,19,19,21,21,10,10,30,46,18,98,20,19,20,66,21,89,111,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,8,8,8,19,19,10,10,14,14,2,3,36,12,26,7,56,37,95,24,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,24,24,24,9,9,85,85,18,18,69,35,52,11,47,2,80,189,15,76,83,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,24,24,24,4,4,2,2,43,43,36,14,74,45,9,62,50,82,11,9,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,15,15,15,2,2,3,3,67,67,71,73,38,68,24,2,214,6,59,18,2,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,4,4,4,5,5,10,10,31,31,10,2,19,40,66,27,54,65,20,25,29,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,3,3,3,54,54,32,32,29,29,67,29,75,73,7,6,53,10,81,40,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,52,52,52,56,56,8,8,38,38,136,14,19,14,18,6,49,3,7,28,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,3,3,3,22,22,2,2,11,11,257,8,59,121,14,37,22,8,11,10,27,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,19,19,19,3,3,18,18,27,27,14,20,21,37,68,33,8,80,43,26,34,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,17,17,17,23,23,2,2,16,16,26,7,12,32,23,170,33,44,4,42,35,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,6,6,6,8,8,24,24,41,41,3,15,12,21,55,15,39,6,76,41,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,9,9,9,10,10,44,44,26,26,25,17,12,43,77,63,21,31,35,59,10,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,61,61,61,15,15,17,17,22,22,29,45,84,3,33,112,2,6,40,202,94,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18,29,29,29,34,34,7,7,4,4,27,40,158,4,204,120,19,2,60,28,55,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,47,47,47,11,11,13,13,162,162,28,39,26,22,52,7,40,147,93,66,208,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,25,25,25,30,30,41,41,51,51,7,38,10,78,32,15,21,25,98,89,55,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,11,11,11,13,13,20,20,47,47,51,45,69,7,38,52,82,36,67,3,67,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,16,16,16,108,108,12,12,27,27,7,80,17,14,54,26,13,37,37,2,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,2,2,2,54,54,5,5,15,15,14,110,26,27,9,30,154,141,3,61,8,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,14,14,14,13,13,8,8,15,15,49,50,31,3,2,14,27,67,56,9,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,53,64,64,64,18,18,17,17,35,35,9,52,21,35,10,9,147,37,19,50,22,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,128,9,9,9,131,131,23,23,20,20,4,59,23,62,8,18,26,48,9,18,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,96,13,13,13,19,19,71,71,17,17,41,4,55,6,93,2,79,22,16,13,59,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,23,23,23,29,29,6,6,30,30,27,33,5,10,2,43,38,57,8,6,23,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,23,23,23,3,3,37,37,5,5,13,8,50,13,29,25,9,3,43,57,133,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,32,24,24,24,37,37,42,42,11,11,36,13,44,45,8,65,12,3,7,52,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,67,40,40,40,13,13,44,44,103,103,6,30,22,60,19,13,29,16,21,3,116,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19,39,39,39,19,19,34,34,21,21,4,3,4,54,54,11,8,50,225,54,87,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,21,21,21,24,24,2,2,40,40,12,12,66,40,31,8,15,101,29,31,48,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,2,2,2,8,8,37,37,6,6,32,17,8,114,26,30,9,5,20,13,5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,18,4,4,4,25,25,5,5,53,53,16,44,11,134,11,29,71,34,15,54,52,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,26,26,26,6,6,60,60,12,12,59,68,76,49,131,3,20,40,161,42,4,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,15,15,15,3,3,6,6,40,40,63,17,154,18,18,36,21,21,57,11,67,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,12,12,12,19,19,7,7,19,19,9,14,39,48,49,7,39,8,3,7,38,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,23,23,23,68,68,52,52,43,43,31,8,57,32,9,66,3,40,12,14,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,4,4,4,11,11,110,110,44,44,3,9,95,7,33,65,6,27,72,21,12,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,23,23,23,23,23,25,25,28,28,14,29,17,43,6,138,21,97,125,51,37,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,17,17,17,14,14,18,18,38,38,29,32,61,5,25,6,41,90,2,46,33,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6,6,6,6,6,5,5,98,98,76,27,25,21,28,28,16,25,40,9,6,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,21,21,21,57,57,10,10,60,60,28,41,32,5,18,39,7,23,145,87,76,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,7,7,7,26,26,5,5,2,2,57,17,33,6,39,18,156,86,43,24,108,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,4,4,4,6,6,41,41,53,53,2,8,32,31,75,26,24,12,179,12,45,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,38,38,38,21,21,3,3,25,25,5,60,10,23,6,4,183,77,27,126,76,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,5,5,5,46,46,15,15,63,63,7,19,9,46,8,74,25,3,63,44,6,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19,14,14,14,20,20,11,11,14,14,49,156,2,16,54,14,92,37,65,57,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,5,5,5,12,12,43,43,29,29,3,7,31,18,34,30,23,54,106,42,7,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,51,51,51,48,48,12,12,9,9,11,32,2,87,14,43,11,40,5,9,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,15,15,15,21,21,9,9,7,7,6,38,2,5,55,2,69,76,8,20,94,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,23,23,23,13,13,3,3,62,62,32,16,45,43,35,9,5,28,6,16,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,13,13,13,21,21,22,22,15,15,39,2,35,9,9,26,4,14,21,20,40,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,25,25,25,25,25,15,15,51,51,20,50,25,5,26,22,13,81,13,117,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,20,20,20,64,64,34,34,10,10,9,25,29,6,38,27,20,13,27,40,68,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,43,43,43,52,52,38,38,46,46,32,21,14,24,34,4,19,13,115,3,215,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,12,12,12,9,9,10,10,10,10,8,8,115,13,57,127,52,62,4,86,23,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,6,6,6,153,153,13,13,79,79,15,26,26,43,54,32,13,98,62,92,4,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
