ti,tf,T,S,Archivo
725,725,1,-1.1149640000000005,12
728,728,1,-1.3390169999999983,12
762,762,1,-6.542437,12
775,775,1,-2.7206079999999986,12
789,789,1,-2.6890869999999936,12
814,814,1,-2.3722449999999995,12
816,816,1,-2.1303800000000024,12
845,845,1,-1.9559470000000019,12
853,853,1,-3.262004999999988,12
884,884,1,-3.032568999999995,12
909,910,2,-12.326267000000001,12
913,913,1,-6.881011000000001,12
917,917,1,-7.245047,12
968,968,1,-3.421593999999999,12
1016,1016,1,-1.350324999999998,12
1021,1021,1,-1.4895599999999973,12
1026,1026,1,-1.4721139999999906,12
1070,1070,1,-4.799014999999997,12
1101,1102,2,-4.266675000000021,12
1135,1135,1,-1.9390490000000113,12
1155,1156,2,-7.268484999999998,12
1171,1171,1,-8.150586000000004,12
1184,1185,2,-4.636596999999995,12
1202,1202,1,-1.9289919999999938,12
1217,1217,1,-1.923956000000004,12
1226,1226,1,-3.135086000000001,12
1239,1239,1,-2.5546400000000062,12
1256,1256,1,-3.2842530000000068,12
1354,1354,1,-2.890529000000015,12
1383,1383,1,-1.4982409999999788,12
1394,1394,1,-1.4776860000000056,12
1453,1453,1,-2.004047000000014,12
25,25,1,-1.5968790000000004,13
28,28,1,-1.932251,13
33,33,1,-2.7846579999999994,13
35,35,1,-1.351528,13
37,38,2,-4.895144,13
76,76,1,-2.2939310000000006,13
165,165,1,-1.645146999999998,13
316,316,1,-2.2653180000000006,13
361,361,1,-2.4550969999999985,13
472,472,1,-2.280328000000001,13
496,496,1,-1.861618,13
551,551,1,-1.4321319999999993,13
560,560,1,-1.8728170000000013,13
566,566,1,-2.280235000000001,13
638,638,1,-1.506381000000001,13
646,646,1,-2.2657489999999996,13
688,689,2,-11.669452,13
716,716,1,-3.6853929999999977,13
748,748,1,-3.6848440000000053,13
761,761,1,-3.2171459999999996,13
768,769,2,-9.249814999999998,13
831,832,2,-7.153127999999995,13
853,854,2,-10.898127000000002,13
885,885,1,-3.2158079999999956,13
894,894,1,-2.0443539999999985,13
942,943,2,-6.072830999999994,13
1003,1003,1,-3.456639999999993,13
1035,1035,1,-7.425913999999992,13
1063,1063,1,-3.415136999999987,13
1074,1074,1,-3.2422960000000103,13
1133,1134,2,-4.97251399999999,13
1140,1140,1,-4.832540999999992,13
1185,1185,1,-2.266130000000004,13
1245,1245,1,-2.1125229999999817,13
1264,1264,1,-1.7824449999999956,13
1282,1282,1,-1.6805210000000272,13
1312,1312,1,-2.4012600000000077,13
1358,1358,1,-5.820838000000009,13
1383,1383,1,-1.6330130000000054,13
1432,1432,1,-1.688683000000026,13
34,34,1,-1.9742709999999999,14
37,38,2,-4.262115000000001,14
178,178,1,-1.4884410000000017,14
361,361,1,-1.6803360000000005,14
390,390,1,-2.031167,14
561,561,1,-2.8829390000000004,14
600,600,1,-1.2071760000000005,14
673,673,1,-3.8931520000000006,14
696,696,1,-3.7194840000000013,14
705,706,2,-9.713381000000005,14
782,782,1,-2.4366739999999965,14
815,815,1,-2.4703370000000007,14
827,827,1,-7.947858999999994,14
854,855,2,-8.812945,14
867,867,1,-3.0529180000000053,14
899,899,1,-1.8817980000000034,14
922,923,2,-9.439295000000001,14
944,944,1,-6.740735000000001,14
950,950,1,-3.777041000000011,14
992,993,2,-8.94134799999999,14
1042,1042,1,-1.2450640000000135,14
1074,1074,1,-5.983530999999999,14
1104,1105,2,-6.748577999999981,14
1141,1141,1,-2.545694999999995,14
1210,1210,1,-1.5086119999999994,14
1219,1219,1,-1.9869879999999966,14
1243,1243,1,-3.9869529999999997,14
1249,1250,2,-6.961909999999989,14
1321,1321,1,-1.637373000000025,14
1328,1328,1,-2.3748449999999934,14
1353,1353,1,-2.6506919999999923,14
1419,1419,1,-1.597410999999994,14
1474,1474,1,-2.2131800000000226,14
1529,1529,1,-2.460199999999986,14
36,38,3,-6.237996000000001,15
90,90,1,-2.009278000000002,15
152,152,1,-1.4192140000000002,15
160,160,1,-1.9091179999999994,15
325,325,1,-1.601267,15
351,351,1,-2.1269659999999995,15
380,380,1,-1.3883190000000027,15
408,408,1,-1.4535920000000004,15
536,536,1,-2.6267700000000005,15
579,579,1,-2.5077539999999985,15
656,656,1,-1.6973489999999956,15
706,706,1,-1.4848019999999948,15
743,743,1,-2.4145210000000006,15
747,747,1,-12.578198,15
771,771,1,-2.090710999999999,15
779,780,2,-6.009790000000002,15
808,809,2,-4.971521999999993,15
817,817,1,-2.456288999999998,15
852,853,2,-8.629284999999996,15
879,880,2,-8.380839000000009,15
914,914,1,-1.4873249999999985,15
950,950,1,-2.219645,15
959,960,2,-7.962429,15
979,980,2,-6.691127000000009,15
988,988,1,-2.8161620000000056,15
1009,1010,2,-12.416621000000006,15
1067,1067,1,-1.2665489999999977,15
1074,1075,2,-9.835934000000009,15
1116,1116,1,-5.999697999999995,15
1121,1121,1,-3.0524320000000102,15
1167,1167,1,-2.5566340000000025,15
1182,1182,1,-5.4240660000000105,15
1203,1203,1,-1.9369529999999884,15
1264,1264,1,-1.536231000000015,15
1268,1268,1,-4.570443999999981,15
1318,1318,1,-2.5815880000000107,15
1336,1336,1,-2.4930359999999894,15
36,38,3,-7.002738999999998,16
109,109,1,-1.6186620000000005,16
207,207,1,-1.6916609999999999,16
404,404,1,-2.013212000000003,16
453,453,1,-2.1509269999999994,16
550,550,1,-2.3232549999999996,16
615,615,1,-2.4923210000000005,16
694,694,1,-2.288996999999995,16
700,700,1,-5.080103999999999,16
789,790,2,-5.263363000000005,16
856,856,1,-1.7560140000000004,16
863,864,2,-13.483085000000003,16
889,889,1,-2.0901190000000014,16
900,901,2,-12.959677999999997,16
919,919,1,-3.6889790000000033,16
937,937,1,-6.056521000000004,16
939,939,1,-4.091476,16
954,954,1,-2.9283530000000013,16
969,969,1,-2.046586999999988,16
1001,1001,1,-1.9081960000000038,16
1004,1005,2,-9.525033000000008,16
1009,1009,1,-4.085172,16
1049,1050,2,-7.398488000000015,16
1099,1099,1,-2.4204500000000166,16
1127,1128,2,-5.713506999999993,16
1137,1137,1,-5.460140999999993,16
1153,1153,1,-2.8101249999999993,16
1233,1233,1,-3.9913880000000006,16
1292,1292,1,-2.22535000000002,16
1365,1365,1,-1.836593000000022,16
1386,1386,1,-1.726741000000004,16
1395,1395,1,-1.8815440000000194,16
30,30,1,-1.3027740000000003,17
33,33,1,-1.6038109999999994,17
35,36,2,-4.548297000000002,17
38,38,1,-2.3959170000000007,17
65,65,1,-1.8508829999999996,17
123,123,1,-2.0504749999999987,17
242,242,1,-1.8181930000000008,17
268,268,1,-1.3200310000000002,17
398,398,1,-1.2786180000000016,17
684,684,1,-3.6676509999999993,17
698,698,1,-2.1087419999999995,17
733,733,1,-2.1967580000000027,17
740,740,1,-2.003872000000001,17
760,760,1,-1.7928429999999977,17
765,765,1,-1.9521289999999993,17
772,772,1,-2.3577410000000043,17
822,822,1,-2.8771869999999993,17
827,828,2,-6.229789999999994,17
858,858,1,-1.2829940000000022,17
882,882,1,-3.983033000000006,17
886,886,1,-1.7558700000000016,17
889,889,1,-3.0050530000000037,17
891,892,2,-11.309778000000009,17
926,926,1,-2.898694000000006,17
928,929,2,-9.247158999999996,17
961,961,1,-3.4675550000000044,17
989,989,1,-2.0586739999999963,17
1104,1104,1,-2.487041000000005,17
1141,1141,1,-5.817478000000023,17
1171,1172,2,-13.971267000000012,17
1200,1200,1,-2.352603000000016,17
1230,1231,2,-6.623642999999987,17
1259,1259,1,-2.28558799999999,17
1325,1325,1,-2.791700999999989,17
1329,1329,1,-2.746116999999998,17
1339,1339,1,-3.4532310000000166,17
1382,1382,1,-1.769190000000009,17
1439,1439,1,-1.7834210000000041,17
1507,1507,1,-1.7614910000000066,17
25,25,1,-1.9268690000000004,18
27,27,1,-1.605502,18
34,34,1,-2.443949,18
37,38,2,-6.098460999999999,18
175,175,1,-1.520265000000002,18
338,338,1,-1.5243579999999994,18
441,441,1,-1.9107839999999996,18
465,465,1,-2.397404999999999,18
526,526,1,-1.5908980000000028,18
561,561,1,-1.303927999999999,18
736,736,1,-4.303901999999994,18
761,762,2,-9.234285,18
788,788,1,-1.7335899999999995,18
791,792,2,-8.740101000000003,18
818,819,2,-4.337910999999998,18
869,869,1,-2.665790000000001,18
892,892,1,-2.4203039999999874,18
896,896,1,-2.6128949999999946,18
930,930,1,-3.9964020000000033,18
943,944,2,-6.731854000000013,18
1002,1002,1,-12.666045999999994,18
1030,1030,1,-1.8777290000000022,18
1055,1055,1,-2.009945000000002,18
1063,1063,1,-1.7032419999999888,18
1069,1069,1,-6.327503000000007,18
1089,1089,1,-3.962730999999991,18
1113,1113,1,-5.856479000000007,18
1143,1143,1,-9.078305,18
1204,1204,1,-3.734435999999988,18
1225,1225,1,-7.3582700000000045,18
1248,1248,1,-3.2370559999999955,18
1309,1309,1,-2.1479500000000087,18
1376,1376,1,-3.9851600000000076,18
1411,1411,1,-1.8506439999999884,18
1502,1502,1,-1.5826889999999878,18
31,31,1,-1.7299219999999993,19
33,33,1,-1.3806079999999987,19
35,35,1,-2.2171380000000003,19
37,38,2,-5.055709,19
64,64,1,-1.685365000000001,19
115,115,1,-1.7166350000000001,19
234,234,1,-2.698478999999999,19
314,314,1,-1.0464660000000023,19
331,331,1,-1.5897749999999995,19
423,423,1,-2.264226999999998,19
468,468,1,-1.6657340000000005,19
495,495,1,-1.6490250000000017,19
593,593,1,-1.7537079999999996,19
662,662,1,-2.170862999999997,19
667,667,1,-3.5992730000000037,19
699,699,1,-1.6373369999999952,19
704,704,1,-3.987294999999996,19
752,752,1,-3.495859000000003,19
761,762,2,-8.680078000000002,19
821,822,2,-6.270240000000001,19
846,847,2,-4.260537999999997,19
856,856,1,-4.427443000000011,19
900,901,2,-7.932297999999989,19
909,910,2,-13.044750000000008,19
946,946,1,-1.7623820000000023,19
985,986,2,-9.222821999999994,19
1003,1003,1,-3.067935999999989,19
1018,1018,1,-1.8661400000000015,19
1024,1024,1,-4.349713999999992,19
1063,1063,1,-2.251697000000007,19
1082,1083,2,-5.254627999999997,19
1129,1129,1,-2.080711000000008,19
1131,1131,1,-4.138932000000011,19
1163,1163,1,-3.26356100000001,19
1176,1176,1,-2.7245149999999967,19
1211,1211,1,-4.2335860000000025,19
1324,1324,1,-2.4689869999999985,19
1351,1351,1,-2.1204830000000072,19
1372,1372,1,-1.8400239999999997,19
1437,1438,2,-5.757298999999989,19
1447,1447,1,-1.7987500000000125,19
1481,1481,1,-1.964033999999998,19
1491,1491,1,-1.4006730000000118,19
31,31,1,-2.2268100000000004,20
33,33,1,-3.2617889999999985,20
38,38,1,-2.316120999999999,20
118,118,1,-1.8708609999999979,20
258,258,1,-1.501450000000002,20
458,458,1,-1.6580629999999985,20
488,488,1,-1.9789719999999988,20
513,513,1,-1.817535999999997,20
520,520,1,-2.245512999999999,20
574,574,1,-2.060808999999999,20
629,629,1,-1.2415860000000052,20
642,642,1,-1.0634690000000049,20
646,646,1,-1.738152999999997,20
713,713,1,-1.4518549999999948,20
722,722,1,-2.3939049999999966,20
745,745,1,-3.1427170000000046,20
765,765,1,-4.026966999999999,20
813,813,1,-1.313479000000001,20
817,818,2,-3.9011819999999915,20
855,855,1,-2.450061000000005,20
869,869,1,-4.638000000000005,20
892,892,1,-3.587931999999995,20
899,899,1,-3.5874200000000087,20
909,910,2,-9.717505000000003,20
937,937,1,-2.547067999999996,20
946,946,1,-4.8463979999999935,20
1038,1038,1,-4.5005450000000025,20
1054,1054,1,-5.910910999999999,20
1071,1071,1,-5.399470000000008,20
1120,1120,1,-8.039552999999984,20
1125,1125,1,-2.324216999999976,20
1148,1148,1,-3.6040570000000116,20
1203,1203,1,-2.6304059999999936,20
1229,1229,1,-1.3890289999999936,20
1256,1256,1,-1.6376300000000015,20
