ti,tf,T,S,Archivo
1063,1063,1,-1.9595120000000037,42
1085,1085,1,-2.206651999999991,42
1117,1117,1,-5.034402,42
1177,1177,1,-1.4404069999999933,42
1179,1179,1,-1.1661570000000268,42
1191,1192,2,-5.878394999999983,42
1243,1243,1,-2.0128270000000157,42
1273,1273,1,-1.503325999999987,42
1309,1309,1,-2.5773770000000127,42
1380,1381,2,-9.244495,42
1405,1405,1,-1.714271999999994,42
1460,1460,1,-1.7071269999999856,42
27,27,1,-1.8055179999999993,43
31,31,1,-1.3887150000000004,43
34,34,1,-1.5122730000000004,43
36,38,3,-8.040458999999998,43
169,169,1,-1.424304000000003,43
371,371,1,-1.4154480000000014,43
447,447,1,-1.6340310000000002,43
460,460,1,-2.1276009999999985,43
485,485,1,-1.2371760000000016,43
528,528,1,-1.8995009999999972,43
559,559,1,-1.8428230000000028,43
563,563,1,-2.3643649999999994,43
617,617,1,-2.3664530000000035,43
658,658,1,-2.1512540000000016,43
693,693,1,-1.8839450000000042,43
710,710,1,-6.920576999999994,43
735,735,1,-2.4760939999999962,43
752,753,2,-7.650687000000005,43
785,785,1,-2.8633979999999966,43
837,838,2,-8.195143000000002,43
845,845,1,-8.466903000000002,43
862,862,1,-4.619219000000001,43
868,869,2,-10.991898000000006,43
922,922,1,-7.784461000000007,43
926,926,1,-2.3919680000000056,43
967,967,1,-5.245289,43
983,983,1,-4.024394999999998,43
1032,1032,1,-1.9176530000000014,43
1091,1091,1,-1.4591509999999914,43
1193,1193,1,-1.5276599999999974,43
1216,1217,2,-5.058520999999985,43
1307,1307,1,-1.8251700000000142,43
1326,1326,1,-4.693794999999994,43
1503,1503,1,-1.4026059999999916,43
1513,1513,1,-1.5970660000000123,43
28,28,1,-1.3826489999999998,44
31,31,1,-2.3122819999999997,44
36,37,2,-4.492418000000001,44
271,271,1,-1.0649960000000007,44
274,274,1,-1.0941170000000007,44
304,304,1,-1.9169899999999984,44
350,350,1,-1.867521,44
358,358,1,-1.7753890000000006,44
396,396,1,-2.095132999999997,44
410,410,1,-1.7842909999999996,44
436,436,1,-1.9555730000000011,44
465,465,1,-1.4086859999999994,44
538,538,1,-1.626218999999999,44
546,546,1,-2.1961720000000007,44
637,637,1,-2.4410099999999986,44
661,661,1,-2.504726999999999,44
664,664,1,-3.5512980000000027,44
691,691,1,-3.109762999999994,44
721,721,1,-2.277760999999998,44
736,736,1,-2.6017539999999997,44
780,780,1,-4.084927,44
784,784,1,-3.8347049999999996,44
798,798,1,-3.195020999999997,44
826,826,1,-1.8500769999999989,44
829,829,1,-2.100775000000006,44
868,868,1,-4.222585999999993,44
873,873,1,-3.663145,44
880,881,2,-19.359030000000004,44
914,915,2,-7.829004999999995,44
952,952,1,-1.2399119999999897,44
954,954,1,-2.2893800000000084,44
997,997,1,-1.5906000000000091,44
1009,1009,1,-2.041540000000012,44
1012,1012,1,-1.6840779999999995,44
1037,1037,1,-2.2136890000000022,44
1039,1039,1,-2.3783130000000057,44
1044,1044,1,-4.435096999999999,44
1100,1100,1,-2.5950679999999977,44
1110,1110,1,-1.9586020000000133,44
1116,1116,1,-4.59719800000002,44
1159,1159,1,-3.9479359999999986,44
1173,1173,1,-8.371035000000006,44
1190,1191,2,-3.679058999999995,44
1206,1206,1,-1.8797970000000248,44
1271,1271,1,-2.837485999999984,44
1282,1282,1,-1.694704999999999,44
1284,1284,1,-8.170219000000003,44
1340,1340,1,-2.5550429999999835,44
1442,1442,1,-1.6260310000000118,44
33,34,2,-4.026009999999999,45
37,38,2,-5.474240000000002,45
160,160,1,-1.5394460000000016,45
233,233,1,-1.924195000000001,45
295,295,1,-1.8582409999999996,45
359,359,1,-1.6390659999999997,45
396,396,1,-1.8898620000000008,45
408,408,1,-1.8791920000000033,45
452,452,1,-1.8425290000000025,45
498,498,1,-2.5817359999999994,45
576,576,1,-1.5892969999999949,45
614,614,1,-3.762015000000005,45
739,739,1,-2.4944329999999937,45
752,752,1,-3.763975000000002,45
760,761,2,-7.466200000000001,45
771,771,1,-4.795382000000004,45
819,819,1,-2.1646949999999947,45
826,826,1,-2.196506999999997,45
835,835,1,-2.301577000000009,45
842,842,1,-3.965151999999989,45
914,915,2,-8.220039,45
917,917,1,-9.013130000000004,45
979,979,1,-2.218724999999992,45
1005,1007,3,-20.750866000000002,45
1046,1046,1,-2.2618400000000065,45
1061,1061,1,-6.983850999999987,45
1117,1117,1,-6.934642999999994,45
1137,1138,2,-6.375305999999995,45
1335,1335,1,-1.7795739999999967,45
1353,1353,1,-3.024760999999984,45
1360,1360,1,-1.665976999999998,45
1370,1370,1,-3.156255999999985,45
1423,1423,1,-3.6938260000000014,45
1472,1472,1,-1.3910909999999888,45
30,30,1,-1.2420910000000003,46
33,34,2,-3.6023500000000004,46
36,38,3,-6.8447960000000005,46
202,202,1,-1.2906380000000013,46
217,217,1,-1.8711389999999994,46
377,377,1,-1.853112999999997,46
461,461,1,-2.305729000000003,46
490,490,1,-1.799706999999998,46
529,529,1,-1.558529,46
634,634,1,-2.189512999999998,46
709,709,1,-2.978557000000002,46
717,717,1,-2.233232000000001,46
757,757,1,-4.951597,46
769,770,2,-9.711052000000002,46
775,775,1,-3.043956999999999,46
807,807,1,-1.2395000000000067,46
825,825,1,-4.263041999999999,46
835,835,1,-2.0247830000000135,46
837,837,1,-4.806203999999994,46
854,854,1,-7.052942999999999,46
896,896,1,-2.2732189999999974,46
910,910,1,-6.299898999999996,46
920,920,1,-14.540022000000008,46
984,984,1,-6.1894690000000026,46
989,989,1,-2.1769940000000076,46
1043,1044,2,-3.949754000000013,46
1105,1106,2,-3.921722000000017,46
1126,1126,1,-2.301862,46
1171,1172,2,-6.890899999999988,46
1185,1185,1,-3.92896300000001,46
1217,1217,1,-6.104331000000002,46
1333,1333,1,-1.7597409999999911,46
1397,1397,1,-2.5247610000000122,46
1478,1478,1,-2.17250199999998,46
1533,1533,1,-1.5739949999999965,46
25,25,1,-1.8207839999999997,47
35,35,1,-2.507879000000001,47
38,38,1,-4.744687000000001,47
154,154,1,-1.6382900000000014,47
192,192,1,-1.2601719999999972,47
299,299,1,-2.0935050000000004,47
429,429,1,-1.6931740000000026,47
487,487,1,-2.573103999999997,47
521,521,1,-1.8203710000000015,47
589,589,1,-1.8004029999999993,47
615,615,1,-1.826544000000002,47
675,675,1,-1.7654129999999952,47
685,685,1,-1.7644960000000012,47
713,713,1,-4.688943999999999,47
752,752,1,-1.8178509999999974,47
773,773,1,-3.900827999999997,47
806,806,1,-1.428450000000005,47
817,819,3,-17.085682999999996,47
825,826,2,-6.890946999999997,47
847,847,1,-2.701976000000002,47
918,918,1,-5.845770000000002,47
931,931,1,-2.0348050000000057,47
957,958,2,-13.286969,47
976,976,1,-5.294975000000008,47
1033,1033,1,-1.9504709999999932,47
1047,1048,2,-13.149690000000007,47
1080,1080,1,-1.5403850000000148,47
1084,1085,2,-9.575028000000003,47
1118,1118,1,-1.736426999999992,47
1175,1176,2,-5.718079000000017,47
1216,1216,1,-2.4863379999999893,47
1239,1239,1,-3.142031000000003,47
1277,1277,1,-4.317164999999989,47
1300,1300,1,-2.0510209999999915,47
32,32,1,-1.8851300000000002,48
37,38,2,-5.260073,48
101,101,1,-1.8027450000000016,48
308,308,1,-1.5292619999999992,48
350,350,1,-2.0414119999999976,48
443,443,1,-1.9304260000000006,48
461,461,1,-1.6237759999999994,48
532,532,1,-2.678600000000003,48
596,596,1,-1.2712269999999997,48
645,645,1,-2.951744000000005,48
659,659,1,-1.746768000000003,48
692,692,1,-1.778379000000001,48
706,707,2,-6.054068000000001,48
721,721,1,-3.975093000000001,48
750,750,1,-1.9116770000000045,48
761,761,1,-3.0994109999999964,48
777,777,1,-5.014429,48
788,788,1,-3.3049919999999986,48
865,865,1,-1.613572000000005,48
869,869,1,-2.8377109999999988,48
888,888,1,-8.553697999999997,48
891,891,1,-2.8522900000000107,48
958,958,1,-3.167510000000007,48
968,968,1,-7.734135000000009,48
991,991,1,-2.5670689999999894,48
1031,1031,1,-1.6974280000000022,48
1035,1035,1,-1.8885839999999945,48
1043,1043,1,-14.547885999999991,48
1083,1083,1,-3.081536,48
1110,1110,1,-2.5449070000000233,48
1128,1128,1,-2.3049699999999973,48
1157,1157,1,-2.9479010000000017,48
1160,1160,1,-5.0039429999999925,48
1172,1172,1,-5.245467999999988,48
1199,1199,1,-4.53152799999998,48
1213,1213,1,-1.4986210000000142,48
1231,1231,1,-2.564591000000007,48
1252,1252,1,-2.4260730000000024,48
1254,1254,1,-2.671492999999998,48
1268,1268,1,-2.6947079999999914,48
1317,1317,1,-1.440854999999999,48
1344,1344,1,-1.172772000000009,48
1395,1395,1,-1.9021459999999877,48
1402,1402,1,-2.012056000000001,48
1498,1498,1,-1.3976020000000062,48
25,25,1,-1.1151170000000001,49
35,38,4,-7.513588,49
176,176,1,-2.1000229999999966,49
214,214,1,-1.3107019999999991,49
225,225,1,-1.626139000000002,49
445,445,1,-2.5367250000000006,49
573,573,1,-1.773805000000003,49
611,611,1,-4.859206000000004,49
737,737,1,-3.549281999999998,49
749,749,1,-3.5817540000000037,49
779,779,1,-1.6112429999999947,49
795,796,2,-12.074966999999994,49
817,817,1,-5.758938000000001,49
841,841,1,-6.768164999999996,49
901,901,1,-4.631608999999997,49
918,918,1,-1.8692099999999954,49
965,965,1,-1.897509999999997,49
980,980,1,-1.6345019999999977,49
992,992,1,-3.97861300000001,49
1005,1005,1,-2.583635000000001,49
1038,1038,1,-2.889212999999998,49
1090,1090,1,-1.536945000000003,49
1100,1101,2,-6.165032000000011,49
1143,1143,1,-6.695569000000006,49
1174,1174,1,-3.4507350000000088,49
1194,1194,1,-7.861923999999988,49
1249,1249,1,-2.268270000000001,49
1274,1274,1,-5.0702710000000195,49
1302,1302,1,-1.7036799999999914,49
1359,1359,1,-2.543689999999998,49
1376,1376,1,-1.8079230000000166,49
37,38,2,-5.131446,50
114,114,1,-1.9179439999999985,50
263,263,1,-1.5955189999999995,50
299,299,1,-1.5553610000000013,50
343,343,1,-1.8518940000000015,50
361,361,1,-1.818766,50
378,378,1,-1.6694600000000008,50
419,419,1,-1.6652480000000018,50
433,433,1,-1.9094860000000011,50
498,498,1,-2.2117819999999995,50
533,533,1,-1.414631,50
576,576,1,-1.7099329999999995,50
618,618,1,-1.7741060000000033,50
672,673,2,-8.451203999999997,50
696,696,1,-3.0205860000000015,50
726,726,1,-1.3442410000000038,50
762,762,1,-3.2963609999999974,50
798,799,2,-6.394221000000002,50
811,811,1,-1.913415999999998,50
846,847,2,-13.914203,50
875,875,1,-1.9843559999999911,50
887,887,1,-4.074417999999994,50
953,954,2,-9.465372000000002,50
974,974,1,-6.304924999999997,50
991,992,2,-10.106043,50
1015,1016,2,-8.27166600000001,50
1044,1044,1,-2.158678000000009,50
1046,1046,1,-2.6640789999999868,50
1090,1090,1,-3.3511700000000246,50
1170,1170,1,-3.9453320000000076,50
1190,1190,1,-2.62179900000001,50
1206,1206,1,-3.1761700000000133,50
1236,1236,1,-1.3388209999999958,50
1256,1256,1,-4.350498000000016,50
1286,1286,1,-2.6418549999999925,50
1302,1303,2,-7.348883000000001,50
1331,1331,1,-2.3781079999999974,50
1415,1415,1,-2.2860349999999983,50
1449,1449,1,-1.936739000000017,50
35,35,1,-1.4564979999999998,51
37,38,2,-6.924090999999999,51
68,68,1,-1.9207830000000001,51
103,103,1,-2.220212,51
182,182,1,-1.524951999999999,51
244,244,1,-2.1132370000000016,51
308,308,1,-1.9585840000000019,51
359,359,1,-1.303203,51
419,419,1,-1.8338430000000017,51
464,464,1,-1.4753879999999988,51
478,478,1,-1.5339990000000014,51
561,561,1,-1.259166999999998,51
566,566,1,-1.6682120000000005,51
662,662,1,-4.8185610000000025,51
666,666,1,-1.9572319999999976,51
720,720,1,-2.080600000000004,51
749,749,1,-8.181077000000002,51
753,754,2,-11.767482999999999,51
771,771,1,-6.614592999999999,51
805,805,1,-3.3135070000000013,51
816,816,1,-5.168039999999991,51
839,839,1,-2.507412000000002,51
844,844,1,-3.4143240000000077,51
881,881,1,-3.0422590000000014,51
916,917,2,-5.853876999999997,51
935,935,1,-2.6608930000000015,51
942,942,1,-1.623861000000005,51
944,944,1,-1.6091869999999915,51
959,960,2,-6.852902999999998,51
993,993,1,-1.5525209999999987,51
1039,1039,1,-2.1173840000000013,51
1044,1044,1,-2.075995000000006,51
1047,1047,1,-2.5705910000000074,51
1057,1057,1,-3.563562999999988,51
1144,1144,1,-1.173591999999985,51
1147,1147,1,-1.7758829999999932,51
1228,1228,1,-2.1564380000000085,51
1262,1262,1,-5.677312999999998,51
1264,1264,1,-3.7836519999999894,51
1314,1315,2,-10.374194999999986,51
1351,1351,1,-2.971940999999987,51
1353,1353,1,-1.877872999999994,51
30,30,1,-2.375761,52
34,34,1,-1.7926350000000006,52
38,38,1,-4.694625999999998,52
106,106,1,-1.7940609999999992,52
291,291,1,-1.6313090000000017,52
496,496,1,-1.860481,52
551,551,1,-3.1755960000000023,52
662,662,1,-1.9284979999999976,52
716,716,1,-2.122878,52
728,728,1,-2.6116330000000048,52
736,736,1,-2.3801640000000006,52
779,779,1,-4.292560999999999,52
784,785,2,-10.398078000000005,52
787,787,1,-6.100145999999995,52
816,817,2,-4.77261399999999,52
861,861,1,-3.1225020000000114,52
864,864,1,-2.5776639999999986,52
888,888,1,-7.94442500000001,52
963,963,1,-1.9514139999999998,52
969,969,1,-10.059398999999999,52
1009,1010,2,-4.473334000000008,52
1021,1021,1,-3.374561,52
1037,1037,1,-2.239422999999988,52
1075,1076,2,-3.837980999999985,52
1096,1096,1,-2.9316479999999956,52
1135,1135,1,-1.4933070000000157,52
1185,1185,1,-2.66260299999999,52
1192,1193,2,-10.155328999999995,52
1231,1231,1,-2.9309340000000077,52
1303,1303,1,-4.453556999999989,52
1338,1338,1,-1.5482959999999935,52
1365,1365,1,-3.1474450000000047,52
1425,1425,1,-1.4430140000000051,52
1470,1470,1,-1.7963349999999991,52
35,35,1,-2.479887999999999,53
37,38,2,-6.029893000000001,53
152,152,1,-2.1727230000000013,53
287,287,1,-1.5108769999999971,53
329,329,1,-1.2269589999999972,53
403,403,1,-2.2505109999999995,53
521,521,1,-1.9736380000000011,53
726,727,2,-4.113279999999996,53
761,762,2,-6.980544000000002,53
812,812,1,-1.5294489999999996,53
818,820,3,-20.643393999999994,53
867,867,1,-4.313055000000006,53
890,890,1,-6.480417000000003,53
932,933,2,-10.672127000000003,53
962,963,2,-13.223544000000004,53
992,993,2,-11.177930000000003,53
1026,1026,1,-1.8241820000000075,53
1112,1112,1,-2.5081909999999823,53
1121,1121,1,-2.692161999999996,53
1144,1144,1,-1.2229399999999941,53
1147,1147,1,-1.6763580000000218,53
1154,1154,1,-2.117623999999978,53
1164,1164,1,-4.423018000000013,53
1176,1176,1,-2.5838990000000024,53
1237,1237,1,-3.001090000000005,53
1279,1279,1,-0.9713090000000193,53
1281,1281,1,-1.3882710000000031,53
1398,1398,1,-1.7259900000000243,53
1425,1426,2,-5.036439999999999,53
1481,1481,1,-1.3104739999999993,53
36,38,3,-6.105899000000001,54
242,242,1,-1.9258609999999976,54
474,474,1,-1.6323180000000015,54
508,508,1,-2.0415010000000002,54
576,576,1,-1.1667260000000041,54
596,596,1,-3.5097859999999983,54
670,670,1,-1.987212999999997,54
689,689,1,-3.1072539999999975,54
706,706,1,-2.271749000000007,54
752,752,1,-2.886189999999999,54
764,765,2,-6.637715,54
768,768,1,-4.021557999999999,54
773,773,1,-6.915354999999998,54
832,832,1,-2.8925290000000103,54
847,847,1,-5.135064,54
873,873,1,-1.276553000000007,54
898,898,1,-2.0807920000000024,54
910,910,1,-5.983326000000005,54
920,921,2,-7.460288000000006,54
1013,1013,1,-4.616583999999989,54
1053,1053,1,-2.532159000000007,54
1067,1067,1,-4.388275000000007,54
1069,1070,2,-6.585896000000005,54
1096,1096,1,-4.3177829999999915,54
1127,1128,2,-5.728911000000011,54
1153,1153,1,-2.567903000000001,54
1160,1161,2,-8.053810999999996,54
1318,1318,1,-2.1286949999999933,54
1321,1322,2,-6.922382999999996,54
1466,1466,1,-1.7275740000000042,54
1477,1477,1,-2.0124509999999987,54
29,29,1,-1.7991959999999994,55
32,32,1,-1.949147,55
37,38,2,-5.434890999999999,55
81,81,1,-1.6357140000000001,55
170,170,1,-1.5204909999999998,55
186,186,1,-2.027224999999998,55
348,348,1,-1.626881000000001,55
389,389,1,-1.4823379999999986,55
535,535,1,-1.3317769999999989,55
543,543,1,-1.3150569999999995,55
545,545,1,-1.3467149999999997,55
548,548,1,-1.9039730000000006,55
615,615,1,-1.9556470000000026,55
663,663,1,-2.8972049999999996,55
694,694,1,-2.0835369999999998,55
732,732,1,-4.857422,55
748,748,1,-3.5699930000000037,55
782,783,2,-8.957490999999997,55
812,812,1,-2.1260889999999932,55
827,828,2,-6.713113000000007,55
853,853,1,-5.927633999999998,55
920,921,2,-3.6067589999999967,55
932,933,2,-9.281809999999993,55
949,949,1,-6.623046000000002,55
1015,1016,2,-24.295299999999997,55
1050,1050,1,-1.781316000000004,55
1119,1119,1,-2.8270410000000084,55
1133,1133,1,-1.891397000000012,55
1179,1179,1,-1.4701310000000092,55
1190,1191,2,-10.164205999999979,55
1205,1206,2,-5.891866999999991,55
1234,1234,1,-2.2661689999999908,55
1284,1284,1,-1.366062999999997,55
1343,1343,1,-1.323791,55
32,32,1,-1.4970600000000003,56
34,34,1,-2.1119779999999997,56
37,38,2,-5.097946,56
131,131,1,-2.1934129999999996,56
331,331,1,-1.7788559999999976,56
376,376,1,-1.6895579999999981,56
436,436,1,-1.2644529999999996,56
446,446,1,-1.4715370000000014,56
448,448,1,-2.161090999999999,56
500,500,1,-1.594070000000002,56
567,567,1,-1.8642600000000016,56
642,642,1,-1.1824550000000045,56
696,696,1,-5.404420999999999,56
709,709,1,-1.8257830000000013,56
737,737,1,-2.1681190000000043,56
749,749,1,-2.9869739999999965,56
778,779,2,-7.9778320000000065,56
815,815,1,-1.9269719999999921,56
852,853,2,-13.352808999999993,56
876,876,1,-3.8961129999999997,56
881,881,1,-2.2537229999999937,56
899,900,2,-8.044696000000002,56
940,940,1,-3.615859999999998,56
954,954,1,-12.940949000000003,56
958,958,1,-2.2128940000000057,56
1053,1053,1,-1.9978900000000124,56
1085,1085,1,-1.9463010000000054,56
1125,1125,1,-1.9072769999999934,56
1127,1127,1,-1.6379429999999786,56
1136,1136,1,-1.6448910000000012,56
1189,1189,1,-1.392167999999998,56
1203,1203,1,-2.1960680000000252,56
1244,1245,2,-7.369244000000009,56
1266,1266,1,-2.6412949999999853,56
1311,1311,1,-5.145217000000002,56
1330,1330,1,-1.8989100000000008,56
1387,1387,1,-5.686041000000017,56
1428,1428,1,-2.1597360000000094,56
1530,1530,1,-1.75344800000002,56
30,30,1,-1.3705049999999996,57
33,33,1,-2.145995,57
35,38,4,-8.28339,57
71,71,1,-1.7966619999999978,57
264,264,1,-1.824221999999999,57
397,397,1,-1.652556999999998,57
456,456,1,-1.7737969999999983,57
539,539,1,-2.3975299999999997,57
569,569,1,-1.6418909999999975,57
632,632,1,-2.0190480000000015,57
645,645,1,-1.9418420000000012,57
679,679,1,-2.146851000000005,57
720,720,1,-3.904479000000002,57
722,722,1,-4.3230509999999995,57
787,789,3,-15.406056,57
824,824,1,-1.814515,57
838,838,1,-2.518466999999987,57
854,854,1,-2.1960890000000006,57
863,864,2,-12.773921999999999,57
922,922,1,-1.9282730000000043,57
930,930,1,-3.971293000000003,57
1003,1004,2,-9.867906000000005,57
1016,1017,2,-9.231134999999995,57
1021,1021,1,-5.999074000000007,57
1069,1069,1,-4.504228000000012,57
1082,1082,1,-9.781553000000002,57
1111,1111,1,-1.8807549999999935,57
1195,1195,1,-4.9837730000000136,57
1241,1241,1,-1.5598439999999982,57
1244,1244,1,-1.7755870000000016,57
1248,1248,1,-1.793802999999997,57
1322,1322,1,-1.8953160000000082,57
1342,1342,1,-1.690263999999985,57
1371,1371,1,-2.8569070000000067,57
1374,1374,1,-2.6452170000000024,57
1456,1456,1,-1.7447389999999814,57
26,26,1,-2.0692600000000003,58
31,31,1,-2.078218999999999,58
37,38,2,-5.237231999999999,58
363,363,1,-1.5331030000000005,58
404,404,1,-1.5059670000000018,58
442,442,1,-1.5662139999999987,58
455,455,1,-2.3713760000000015,58
637,637,1,-1.8245369999999994,58
647,648,2,-3.6157090000000025,58
652,652,1,-2.721772999999999,58
702,702,1,-1.526851999999998,58
736,736,1,-3.6695379999999957,58
773,773,1,-3.6380340000000047,58
816,817,2,-13.247078000000002,58
841,841,1,-1.823592000000005,58
851,851,1,-4.105001999999999,58
857,857,1,-3.8628279999999933,58
897,897,1,-2.201627000000002,58
910,911,2,-5.913876000000002,58
930,930,1,-14.136325999999997,58
994,994,1,-1.4878069999999894,58
999,999,1,-1.6018950000000132,58
1004,1005,2,-13.824320999999998,58
1031,1031,1,-2.0762380000000036,58
1033,1033,1,-3.2387779999999964,58
1042,1042,1,-4.175861000000026,58
1052,1053,2,-16.689671000000004,58
1061,1061,1,-3.725448,58
1127,1127,1,-2.877758,58
1142,1142,1,-1.951613000000009,58
1157,1157,1,-2.5681040000000053,58
1227,1227,1,-2.986034999999987,58
1257,1257,1,-2.725920000000002,58
1300,1300,1,-2.971740000000011,58
1359,1359,1,-1.7255960000000243,58
1385,1385,1,-1.941240999999991,58
1451,1451,1,-1.2774269999999888,58
1485,1485,1,-1.4307000000000016,58
31,31,1,-1.489395,59
34,35,2,-3.945868000000001,59
38,38,1,-2.611741999999998,59
109,109,1,-1.8663520000000027,59
137,137,1,-1.4397249999999993,59
178,178,1,-1.9642170000000014,59
190,190,1,-2.055598,59
460,460,1,-1.9248720000000006,59
500,500,1,-1.4892080000000014,59
606,606,1,-2.2858790000000013,59
633,633,1,-1.808253999999998,59
657,657,1,-2.8838009999999983,59
665,665,1,-1.6712360000000004,59
712,712,1,-1.8208130000000011,59
756,757,2,-10.356418999999995,59
762,762,1,-3.689951999999998,59
805,805,1,-3.6641620000000046,59
902,902,1,-1.911272000000011,59
904,905,2,-16.91316400000001,59
911,912,2,-11.742306000000013,59
942,942,1,-12.437137000000007,59
966,967,2,-9.938744000000014,59
1022,1022,1,-1.2776999999999816,59
1057,1057,1,-1.8623099999999795,59
1095,1095,1,-4.555729999999983,59
1131,1131,1,-1.853806999999989,59
1204,1204,1,-2.1506459999999947,59
1277,1278,2,-6.217195000000004,59
1290,1290,1,-4.5356160000000045,59
1358,1358,1,-3.5068100000000015,59
1394,1394,1,-1.4824959999999976,59
1438,1438,1,-1.9749870000000271,59
1469,1469,1,-1.520797999999985,59
35,35,1,-2.1163000000000007,60
37,38,2,-5.813709999999999,60
81,81,1,-1.9537799999999983,60
408,408,1,-2.3396009999999983,60
588,588,1,-3.3991989999999994,60
626,626,1,-1.4596739999999997,60
628,628,1,-2.0643089999999944,60
664,664,1,-3.9244739999999965,60
694,694,1,-2.2821089999999984,60
724,725,2,-7.369555999999996,60
750,750,1,-1.6928960000000046,60
779,779,1,-1.294243999999999,60
782,782,1,-1.7487970000000033,60
815,815,1,-1.7011370000000028,60
826,826,1,-2.977478000000005,60
842,843,2,-10.538718000000003,60
895,895,1,-7.433505999999994,60
906,907,2,-16.753983000000005,60
958,958,1,-2.10350600000001,60
988,988,1,-2.583847000000006,60
1005,1006,2,-11.325512000000003,60
1008,1008,1,-3.3781170000000174,60
1045,1045,1,-2.331105000000008,60
1061,1061,1,-3.9854469999999935,60
1074,1074,1,-6.933798999999993,60
1110,1110,1,-2.8386329999999873,60
1149,1149,1,-2.047130999999979,60
1187,1187,1,-2.459214000000003,60
1204,1204,1,-1.5563940000000116,60
1252,1252,1,-2.430474000000004,60
1266,1266,1,-2.26720499999999,60
1304,1305,2,-5.113912999999997,60
1333,1333,1,-1.5504109999999969,60
1338,1338,1,-1.380849999999981,60
1373,1373,1,-1.888578999999993,60
1441,1441,1,-1.885518999999988,60
1506,1506,1,-1.2770940000000053,60
32,32,1,-2.0240290000000005,61
35,38,4,-8.850769999999999,61
204,204,1,-2.3880419999999987,61
268,268,1,-1.4306740000000002,61
311,311,1,-1.8782739999999993,61
359,359,1,-2.598764,61
521,522,2,-14.282248999999998,61
574,574,1,-1.9170440000000006,61
578,578,1,-2.5814459999999997,61
608,608,1,-1.3224440000000008,61
611,611,1,-1.2639800000000037,61
641,641,1,-1.5761230000000026,61
704,704,1,-3.8598089999999985,61
737,737,1,-5.554116999999998,61
786,786,1,-1.6001820000000038,61
795,795,1,-2.3180419999999984,61
797,798,2,-7.253214,61
804,804,1,-4.504107999999995,61
814,814,1,-4.118664999999993,61
850,850,1,-1.6435939999999931,61
875,875,1,-3.034105000000011,61
880,881,2,-15.063294999999997,61
926,926,1,-2.1905050000000017,61
954,954,1,-2.0063789999999955,61
978,978,1,-3.491913999999994,61
999,1000,2,-8.971600999999993,61
1011,1011,1,-8.447789999999998,61
1083,1083,1,-1.710802000000001,61
1107,1109,3,-15.005985999999979,61
1136,1136,1,-1.787274999999994,61
1158,1158,1,-3.120879000000002,61
1160,1160,1,-2.3359660000000133,61
1179,1179,1,-2.843996000000004,61
1181,1181,1,-2.763002,61
1278,1278,1,-2.3421579999999835,61
1382,1382,1,-2.4365410000000054,61
1515,1515,1,-1.7098629999999844,61
36,38,3,-7.602356000000002,62
73,73,1,-2.0277199999999986,62
214,214,1,-1.7623720000000027,62
483,483,1,-2.3132470000000005,62
519,519,1,-2.4075779999999973,62
559,559,1,-2.2876679999999965,62
617,617,1,-2.984172000000001,62
676,676,1,-2.2133109999999974,62
704,704,1,-2.182534000000004,62
722,722,1,-3.0694060000000007,62
731,731,1,-3.971605000000004,62
785,785,1,-2.293428999999996,62
798,798,1,-15.242428000000004,62
854,854,1,-2.0980050000000006,62
873,873,1,-10.741032000000004,62
902,902,1,-1.9095420000000018,62
942,943,2,-9.917372,62
969,969,1,-12.318014000000005,62
997,997,1,-2.6090969999999913,62
1002,1002,1,-2.4367459999999994,62
1010,1010,1,-3.9409199999999913,62
1078,1078,1,-1.463846000000018,62
1087,1087,1,-3.0230840000000114,62
1123,1124,2,-12.806697999999983,62
1162,1162,1,-2.1629369999999994,62
1167,1167,1,-4.722689000000003,62
1179,1179,1,-5.468242000000004,62
1238,1238,1,-3.0455010000000016,62
1240,1240,1,-1.6360149999999862,62
1284,1284,1,-1.9655480000000125,62
1370,1371,2,-6.379391999999996,62
1469,1469,1,-5.07100299999999,62
1503,1503,1,-1.576533000000012,62
35,35,1,-2.2749419999999994,63
38,38,1,-2.857692000000002,63
107,107,1,-1.959575000000001,63
158,158,1,-1.567736,63
184,184,1,-2.049420999999999,63
214,214,1,-1.791715,63
281,281,1,-1.8627819999999993,63
291,291,1,-2.3781479999999995,63
354,354,1,-1.9822710000000008,63
431,431,1,-1.6109720000000003,63
513,513,1,-1.7296189999999996,63
661,661,1,-2.8871759999999966,63
673,673,1,-2.5388579999999976,63
677,677,1,-2.0249979999999965,63
704,704,1,-3.4413800000000023,63
752,752,1,-3.3143710000000013,63
759,759,1,-5.575554000000004,63
786,786,1,-2.7463279999999983,63
801,802,2,-6.155405999999992,63
819,820,2,-9.009090999999998,63
877,877,1,-1.932239999999993,63
880,880,1,-1.5395149999999944,63
882,883,2,-8.425304999999994,63
886,886,1,-2.580830999999989,63
909,910,2,-7.496297999999996,63
925,925,1,-2.882441,63
962,962,1,-1.9389779999999917,63
989,989,1,-9.364398000000008,63
991,991,1,-2.3396410000000003,63
1030,1031,2,-10.826825999999997,63
1133,1133,1,-9.287094999999994,63
1198,1198,1,-1.7653640000000053,63
1207,1207,1,-7.0695770000000095,63
1212,1212,1,-3.666207000000014,63
1229,1229,1,-2.3616890000000126,63
1274,1274,1,-1.7029919999999947,63
