ti,tf,T,S,Archivo
619,623,5,2.21097,32
625,625,1,0.2402899999999999,32
650,652,3,1.244255,32
654,654,1,0.19371600000000003,32
677,682,6,16.629771,32
724,724,1,0.2403000000000013,32
755,756,2,0.5103000000000009,32
764,764,1,0.18070000000000164,32
767,768,2,0.7786000000000008,32
770,770,1,0.2589000000000006,32
832,834,3,1.0504999999999995,32
854,855,2,0.6276999999999973,32
883,883,1,0.22169999999999845,32
906,906,1,0.24959999999999738,32
953,953,1,0.232800000000001,32
382,386,5,6.3889,33
390,390,1,0.257000000000005,33
396,398,3,1.8216999999999999,33
414,414,1,0.2683,33
459,462,4,2.931799999999999,33
484,485,2,0.5271000000000008,33
516,519,4,4.7516,33
523,525,3,2.0153999999999996,33
537,537,1,0.2552000000000021,33
556,560,5,5.453900000000001,33
595,601,7,19.41626,33
626,626,1,0.21792999999999996,33
696,698,3,0.9201800000000002,33
718,718,1,0.21419999999999995,33
727,727,1,0.18254000000000126,33
738,741,4,5.256410000000001,33
814,814,1,0.4321999999999999,33
819,819,1,0.19740000000000002,33
857,859,3,0.7319999999999993,33
869,870,2,0.5197000000000003,33
335,335,1,0.28309999999999746,34
440,441,2,0.5773999999999972,34
451,455,5,10.261399999999998,34
510,514,5,1.6073999999999984,34
538,542,5,8.204899999999999,34
549,552,4,2.3917,34
575,583,9,21.44475,34
631,631,1,0.2160700000000002,34
637,637,1,0.24773000000000067,34
693,694,2,0.4936000000000007,34
698,699,2,0.7729999999999997,34
725,728,4,3.7384000000000004,34
730,730,1,0.3558000000000021,34
746,746,1,0.2737999999999978,34
872,872,1,0.2589000000000006,34
960,960,1,0.2682000000000002,34
434,440,7,15.743199999999998,35
517,517,1,0.3035999999999994,35
519,519,1,0.2179000000000002,35
542,545,4,3.2204999999999977,35
549,552,4,4.10524,35
584,586,3,1.0207299999999986,35
594,597,4,3.0119300000000004,35
640,643,4,4.299011,35
664,669,6,20.025367,35
685,687,3,1.0076999999999998,35
732,734,3,0.7879000000000005,35
746,746,1,0.21799999999999997,35
759,759,1,0.19369999999999976,35
831,832,2,0.40789999999999793,35
912,912,1,0.24019999999999797,35
987,987,1,0.18249999999999744,35
158,158,1,0.2942999999999998,36
207,208,2,0.5309000000000026,36
211,211,1,0.23100000000000165,36
232,232,1,0.28689999999999927,36
338,340,3,0.9947000000000017,36
362,362,1,0.2812000000000019,36
473,476,4,2.8237000000000023,36
481,484,4,5.3309,36
488,489,2,0.5978999999999992,36
506,509,4,10.32846,36
524,524,1,0.3483099999999997,36
527,531,5,4.64546,36
620,620,1,0.29616200000000004,36
632,636,5,7.953539999999999,36
645,645,1,0.3054699999999997,36
649,654,6,8.003800000000002,36
686,689,4,3.7215999999999987,36
732,732,1,0.2123999999999988,36
760,765,6,3.5092,36
776,776,1,0.21610000000000085,36
778,780,3,0.8289000000000009,36
809,809,1,0.18629999999999924,36
839,839,1,0.2383999999999986,36
943,944,2,0.8064999999999998,36
952,952,1,0.21419999999999817,36
987,987,1,0.18440000000000367,36
209,210,2,1.1232000000000006,37
319,320,2,1.110199999999999,37
385,386,2,0.6035000000000004,37
408,409,2,0.5868000000000002,37
417,417,1,0.2160999999999973,37
424,425,2,0.7860000000000014,37
461,461,1,0.2272999999999996,37
503,505,3,1.5869999999999997,37
526,531,6,23.98918,37
591,595,5,10.18685,37
636,636,1,0.3724999999999987,37
656,661,6,3.4086999999999996,37
665,668,4,7.264300000000002,37
745,745,1,0.182500000000001,37
785,786,2,0.49730000000000274,37
851,851,1,0.2514000000000003,37
345,345,1,0.2179000000000002,38
369,371,3,1.7117999999999967,38
439,443,5,12.2991,38
504,508,5,3.213000000000001,38
528,531,4,2.972900000000001,38
575,582,8,23.4247,38
605,608,4,3.458920000000001,38
642,644,3,0.7748000000000008,38
657,657,1,0.2254000000000005,38
698,701,4,1.646600000000003,38
964,965,2,0.7879000000000005,38
236,236,1,0.24959999999999383,39
348,350,3,0.9741999999999962,39
353,353,1,0.19930000000000092,39
369,371,3,1.5534000000000034,39
447,452,6,9.574099999999998,39
454,456,3,1.659600000000001,39
503,506,4,8.108200000000002,39
508,508,1,0.18440000000000012,39
516,518,3,1.441699999999999,39
521,524,4,1.249789999999999,39
526,526,1,0.24399999999999977,39
554,560,7,15.854949999999999,39
604,606,3,1.7471200000000007,39
629,631,3,1.7919,39
642,645,4,2.8946000000000005,39
653,653,1,0.2924999999999969,39
681,681,1,0.2589000000000006,39
702,702,1,0.22909999999999897,39
726,729,4,1.248000000000001,39
741,744,4,1.9259999999999984,39
784,784,1,0.2179000000000002,39
924,924,1,0.2254000000000005,39
306,307,2,0.5868000000000002,40
420,421,2,0.42279999999999873,40
452,453,2,0.7058999999999997,40
457,462,6,12.476,40
492,492,1,0.2961999999999989,40
503,503,1,0.21419999999999995,40
512,514,3,1.1567000000000007,40
536,539,4,5.539550000000001,40
541,544,4,4.77584,40
553,554,2,0.482427,40
584,584,1,0.214205,40
600,602,3,1.369055,40
604,610,7,22.48226,40
612,612,1,0.23290000000000077,40
631,631,1,0.1863000000000028,40
893,893,1,0.33340000000000103,40
902,902,1,0.27749999999999986,40
980,980,1,0.21800000000000352,40
269,269,1,0.22360000000000113,41
303,305,3,1.1120000000000019,41
337,337,1,0.3092000000000006,41
339,339,1,0.2589000000000006,41
365,368,4,1.7713999999999999,41
379,380,2,0.7189000000000014,41
425,428,4,3.621000000000002,41
448,450,3,2.721400000000001,41
476,483,8,5.94927,41
486,490,5,4.51322,41
525,525,1,0.2980299999999998,41
590,595,6,23.672530000000002,41
599,601,3,0.9649000000000001,41
642,645,4,1.952099999999998,41
659,659,1,0.19369999999999976,41
667,668,2,0.4748999999999981,41
691,694,4,2.4697999999999993,41
741,741,1,0.1863000000000028,41
793,796,4,2.848099999999995,41
828,829,2,0.8382000000000005,41
873,873,1,0.18249999999999744,41
895,896,2,0.6723999999999961,41
919,919,1,0.18999999999999773,41
974,974,1,0.18999999999999773,41
1002,1002,1,0.24210000000000065,41
298,300,3,1.093399999999999,42
336,336,1,0.2626000000000026,42
345,346,2,0.6220999999999997,42
389,389,1,0.20120000000000005,42
446,455,10,13.7855,42
547,549,3,1.3635000000000002,42
575,579,5,27.6288,42
610,611,2,0.5439000000000007,42
613,613,1,0.18999999999999773,42
626,626,1,0.2626999999999988,42
631,632,2,0.4750000000000014,42
669,674,6,4.4331,42
711,712,2,0.4562999999999988,42
716,716,1,0.24769999999999825,42
791,791,1,0.20679999999999765,42
816,817,2,0.8289000000000009,42
927,927,1,0.2104999999999997,42
56,56,1,0.1899000000000015,43
385,385,1,0.24219999999999686,43
446,446,1,0.35950000000000415,43
452,453,2,0.5793000000000035,43
465,470,6,5.861799999999999,43
506,511,6,14.4728,43
539,539,1,0.22910000000000075,43
559,562,4,6.387,43
621,623,3,2.2109799999999997,43
627,628,2,0.43586000000000014,43
638,640,3,0.6556589999999999,43
651,651,1,0.22723900000000008,43
660,661,2,0.560659,43
665,670,6,11.203909000000001,43
672,672,1,0.21039999999999992,43
705,707,3,1.1044999999999998,43
715,719,5,4.261800000000001,43
734,734,1,0.23840000000000217,43
754,755,2,0.8940999999999981,43
827,827,1,0.28500000000000014,43
954,954,1,0.21420000000000172,43
211,212,2,1.1511999999999993,44
253,253,1,0.22719999999999985,44
426,430,5,2.7550000000000026,44
433,433,1,0.24399999999999977,44
453,453,1,0.18260000000000076,44
465,467,3,1.8216,44
540,545,6,9.5553,44
554,554,1,0.30739999999999945,44
565,568,4,2.0321,44
587,592,6,11.99181,44
598,603,6,21.323637,44
618,618,1,0.232800000000001,44
716,716,1,0.2123999999999988,44
753,754,2,0.5754999999999981,44
756,756,1,0.2589000000000006,44
775,775,1,0.2458999999999989,44
921,922,2,0.49359999999999715,44
306,306,1,0.22539999999999694,45
329,332,4,1.035700000000002,45
413,416,4,1.642900000000001,45
437,439,3,0.871699999999997,45
491,494,4,8.775000000000002,45
557,557,1,0.21609999999999907,45
570,573,4,6.8285100000000005,45
579,582,4,1.54413,45
590,592,3,1.96325,45
613,620,8,22.40591,45
622,625,4,1.4528999999999996,45
679,683,5,5.7536999999999985,45
716,716,1,0.2887999999999984,45
745,746,2,0.5699000000000005,45
790,790,1,0.2254000000000005,45
965,965,1,0.19369999999999976,45
400,403,4,4.300799999999999,46
469,469,1,0.27569999999999695,46
480,480,1,0.2552000000000003,46
485,487,3,1.907399999999999,46
501,504,4,1.1640999999999995,46
535,535,1,0.2682000000000002,46
581,581,1,0.18440000000000012,46
585,586,2,0.5625999999999998,46
588,594,7,22.404,46
615,620,6,19.1929,46
623,624,2,0.5755999999999979,46
672,674,3,0.9945999999999984,46
745,749,5,2.091700000000003,46
850,850,1,0.18820000000000192,46
346,346,1,0.3260000000000005,47
349,349,1,0.21419999999999817,47
426,426,1,0.2104999999999997,47
444,444,1,0.18629999999999924,47
448,456,9,13.224799999999998,47
497,499,3,2.5760000000000005,47
510,513,4,3.1311099999999996,47
568,572,5,3.81473,47
576,577,2,0.4507600000000007,47
591,595,5,3.3863099999999995,47
606,609,4,2.5183099999999996,47
614,619,6,12.67906,47
622,622,1,0.2104999999999997,47
628,628,1,0.2234999999999996,47
651,651,1,0.21419999999999817,47
655,658,4,2.242600000000003,47
703,704,2,0.7058999999999997,47
726,729,4,4.8019,47
804,805,2,0.5792999999999999,47
384,388,5,7.657399999999999,48
474,477,4,6.448599999999999,48
504,508,5,4.937859999999999,48
548,548,1,0.21793000000000085,48
575,578,4,3.019380000000001,48
597,599,3,2.40097,48
604,606,3,1.7974659999999998,48
616,616,1,0.212342,48
622,622,1,0.206754,48
629,629,1,0.33155599999999996,48
637,639,3,1.0486699999999998,48
657,659,3,1.67267,48
663,663,1,0.2197899999999997,48
704,712,9,19.03077,48
722,722,1,0.2887000000000022,48
779,779,1,0.4061000000000021,48
805,806,2,0.5346000000000011,48
811,811,1,0.30549999999999855,48
873,873,1,0.19179999999999708,48
921,921,1,0.2757000000000005,48
416,418,3,1.009599999999999,49
469,474,6,10.0974,49
541,547,7,20.43517,49
563,563,1,0.1937199999999999,49
629,637,9,20.93246,49
747,747,1,0.22529999999999717,49
749,749,1,0.22730000000000317,49
800,801,2,0.6053999999999995,49
956,956,1,0.18999999999999773,49
983,983,1,0.1862999999999957,49
170,170,1,0.2068000000000012,50
355,357,3,2.0973000000000006,50
459,460,2,0.6687000000000012,50
492,493,2,1.1064000000000007,50
522,523,2,0.7021999999999995,50
549,550,2,0.644499999999999,50
552,554,3,3.282,50
558,558,1,0.3166999999999991,50
579,579,1,0.22162999999999933,50
583,588,6,36.72784,50
