ti,tf,S_MR,S_MO,T,Archivo,I,P,Tp,tp,Ip
702,706,8.760100000000001,5.687624,5,115,0,0,0,-1,0.0
721,722,0.6015999999999977,0.0,2,115,0,0,0,-1,0.0
806,807,0.4489000000000018,0.0,2,115,0,0,0,-1,0.0
826,827,0.6296000000000035,0.0,2,115,0,0,0,-1,0.0
250,251,0.4433000000000007,0.0,2,116,0,0,0,-1,0.0
386,387,0.5718000000000014,0.0,2,116,0,0,0,-1,0.0
423,426,1.2702999999999989,0.334149,4,116,0,0,0,-1,0.0
450,453,3.0137,0.4926089999999981,4,116,0,1,16,0,1.0263000000000009
480,480,0.3333999999999992,0.0,1,116,0,1,17,0,0.4862000000000002
487,491,12.39413,5.049240000000001,5,116,0,0,0,-1,0.0
497,497,0.2328300000000001,0.0,1,116,0,0,0,-1,0.0
534,537,2.7660399999999994,1.2219219999999993,4,116,0,0,0,-1,0.0
567,571,6.353549999999999,2.690714,5,116,0,0,0,-1,0.0
577,577,0.4004999999999992,0.0,1,116,0,0,0,-1,0.0
616,624,18.9003,8.598525000000002,9,116,0,1,30,0,0.44340000000000046
637,639,1.6969999999999992,0.0,3,116,0,0,0,-1,0.0
645,646,0.841899999999999,0.0,2,116,0,0,0,-1,0.0
678,678,0.2552000000000021,0.0,1,116,0,0,0,-1,0.0
693,693,0.2272999999999996,0.0,1,116,0,1,4,1,0.0
714,714,0.2364999999999995,0.0,1,116,0,1,11,2,0.0
745,750,1.9204000000000008,0.7213359999999938,6,116,0,0,0,-1,0.0
858,859,0.6873000000000005,0.0,2,116,0,0,0,-1,0.0
946,946,0.2421000000000006,0.0,1,116,0,1,8,0,0.0
257,257,0.1844000000000001,0.0,1,117,0,0,0,-1,0.0
293,293,0.1862999999999992,0.0,1,117,0,0,0,-1,0.0
412,414,0.9294000000000012,0.0,3,117,0,0,0,-1,0.0
430,434,9.682099999999998,3.9251679999999993,5,117,0,0,0,-1,0.0
455,459,6.11138,2.1273509999999973,5,117,0,1,11,0,0.3780999999999999
463,464,1.3355100000000002,0.7801800000000014,2,117,0,0,0,-1,0.0
496,496,0.3091900000000001,0.0,1,117,0,0,0,-1,0.0
499,499,0.1806700000000001,0.0,1,117,0,1,8,0,0.0
542,548,27.44994,12.935378,7,117,0,1,8,0,0.13410999999999973
553,553,0.2197999999999993,0.0,1,117,0,0,0,-1,0.0
590,593,1.181000000000001,0.6690289999999948,4,117,0,1,26,0,0.3948999999999998
634,634,0.2329000000000007,0.0,1,117,0,0,0,-1,0.0
639,640,0.8586999999999989,0.813566999999999,2,117,0,0,0,-1,0.0
642,645,1.6893999999999991,2.015570000000004,4,117,0,0,0,-1,0.0
949,950,0.6146999999999991,0.0,2,117,0,1,15,0,0.0
356,356,0.2308999999999983,0.0,1,118,0,0,0,-1,0.0
406,410,13.43538,4.618901999999999,5,118,0,1,2,1,0.012999999999998124
496,499,2.1588199999999995,0.8021659999999997,4,118,0,0,0,-1,0.0
524,525,0.6128099999999996,0.0,2,118,0,0,0,-1,0.0
529,533,6.52302,2.9744990000000016,5,118,0,1,13,4,0.2775400000000001
587,587,0.2495899999999995,0.0,1,118,0,1,25,0,0.0
605,609,8.871839999999999,2.3864470000000004,5,118,0,1,9,0,0.16390999999999956
617,622,15.9555,7.699179000000001,6,118,0,0,0,-1,0.0
631,631,0.1994000000000007,0.0,1,118,0,0,0,-1,0.0
639,642,1.1603999999999957,0.0,4,118,0,0,0,-1,0.0
692,693,0.6445000000000007,0.0,2,118,0,0,0,-1,0.0
723,726,2.3636999999999944,2.070819,4,118,0,1,6,0,0.0
746,748,0.9034000000000048,0.8242559999999983,3,118,0,0,0,-1,0.0
764,764,0.1807000000000016,0.0,1,118,0,1,6,0,0.0
777,777,0.2179999999999964,0.0,1,118,0,0,0,-1,0.0
858,858,0.3409000000000048,0.0,1,118,0,1,11,3,0.0
233,233,0.2422000000000004,0.0,1,119,0,0,0,-1,0.0
311,312,0.430200000000001,0.3312249999999999,2,119,0,1,66,2,0.5661999999999985
407,410,3.3826,1.5824770000000044,4,119,0,0,0,-1,0.0
412,415,2.4736199999999995,1.0309929999999987,4,119,0,1,11,4,0.24590000000000067
440,441,0.6724199999999998,0.0,2,119,0,1,11,3,0.0
481,481,0.2551899999999998,0.0,1,119,0,1,31,1,0.5606499999999999
504,505,0.8605399999999994,0.0,2,119,0,0,0,-1,0.0
519,519,0.2719500000000003,0.0,1,119,0,0,0,-1,0.0
537,543,32.385960000000004,14.266983999999997,7,119,0,1,8,0,0.18625999999999987
567,567,0.1880999999999986,0.0,1,119,0,0,0,-1,0.0
571,577,6.687099999999997,3.311748000000001,7,119,0,1,12,3,0.32789999999999964
616,616,0.2179000000000002,0.0,1,119,0,0,0,-1,0.0
621,621,0.2626000000000061,0.0,1,119,0,1,32,3,0.45819999999999794
673,673,0.2886999999999986,0.0,1,119,0,1,26,0,0.0
711,713,1.1659999999999968,0.0,3,119,0,0,0,-1,0.0
733,733,0.2364999999999995,0.0,1,119,0,0,0,-1,0.0
741,741,0.1936999999999997,0.0,1,119,0,0,0,-1,0.0
769,770,0.5364999999999966,0.6347919999999974,2,119,0,0,0,-1,0.0
880,880,0.2813000000000016,0.0,1,119,0,1,11,1,0.0
982,983,0.5960999999999999,0.0,2,119,0,0,0,-1,0.0
255,255,0.2291100000000003,0.0,1,120,0,0,0,-1,0.0
288,289,0.4433100000000003,0.0,2,120,0,0,0,-1,0.0
321,321,0.2719500000000003,0.0,1,120,0,0,0,-1,0.0
385,387,1.4454200000000004,0.3046550000000003,3,120,0,0,0,-1,0.0
454,455,0.6500599999999999,0.4346870000000002,2,120,0,0,0,-1,0.0
457,457,0.2179299999999999,0.0,1,120,0,1,26,2,0.5755599999999994
469,470,0.9760299999999996,0.0,2,120,0,1,2,0,0.03912000000000049
490,490,0.19557,0.0,1,120,0,0,0,-1,0.0
496,496,0.2272500000000006,0.0,1,120,0,1,13,1,0.54948
500,505,19.45359,6.993026999999998,6,120,0,0,0,-1,0.0
551,551,0.2271999999999998,0.3696200000000011,1,120,0,0,0,-1,0.0
560,564,3.4719999999999995,2.4880250000000004,5,120,0,0,0,-1,0.0
570,574,4.334399999999999,1.3242950000000029,5,120,0,0,0,-1,0.0
632,639,19.375400000000003,10.344562999999996,8,120,0,0,0,-1,0.0
706,706,0.2719999999999984,0.0,1,120,0,0,0,-1,0.0
709,709,0.1936999999999997,0.0,1,120,0,1,11,2,0.13220000000000454
733,734,0.9500000000000028,0.0,2,120,0,0,0,-1,0.0
759,759,0.2161000000000044,0.0,1,120,0,0,0,-1,0.0
880,881,0.5140999999999991,0.2718420000000066,2,120,0,0,0,-1,0.0
418,421,6.113300000000001,2.1306670000000025,4,121,0,0,0,-1,0.0
436,436,0.2254000000000005,0.0,1,121,0,0,0,-1,0.0
446,448,1.421199999999999,0.6678380000000033,3,121,0,0,0,-1,0.0
494,500,7.865989999999999,3.045970999999998,7,121,0,2,23,4,0.5717999999999996
515,517,0.9425,0.0,3,121,0,0,0,-1,0.0
532,535,6.05363,2.0713909999999984,4,121,0,1,6,0,0.27566999999999986
538,539,0.5308600000000001,0.0,2,121,0,0,0,-1,0.0
563,564,0.4060600000000001,0.0,2,121,0,0,0,-1,0.0
566,566,0.2272500000000001,0.0,1,121,0,0,0,-1,0.0
576,583,5.956760000000001,2.160999999999998,8,121,0,0,0,-1,0.0
623,623,0.2756699999999998,0.0,1,121,0,0,0,-1,0.0
656,661,19.3885,9.444236000000004,6,121,0,0,0,-1,0.0
674,677,1.557199999999998,0.0,4,121,0,0,0,-1,0.0
726,727,0.7002999999999986,1.092767000000002,2,121,0,0,0,-1,0.0
777,779,0.7654999999999959,0.7341540000000037,3,121,0,0,0,-1,0.0
813,813,0.3258999999999972,0.0,1,121,0,1,17,0,0.2458999999999989
908,908,0.2197999999999993,0.0,1,121,0,1,40,0,0.7209000000000003
918,918,0.2197000000000031,0.0,1,121,0,0,0,-1,0.0
938,939,0.5364999999999966,0.0,2,121,0,0,0,-1,0.0
338,339,0.551400000000001,0.0,2,122,0,0,0,-1,0.0
396,398,1.9557,0.7642160000000011,3,122,0,0,0,-1,0.0
403,406,2.100999999999999,0.7211479999999995,4,122,0,0,0,-1,0.0
451,453,0.9425000000000026,0.4345269999999992,3,122,0,0,0,-1,0.0
457,462,16.19586,5.907883000000002,6,122,0,0,0,-1,0.0
467,468,0.458214,0.0,2,122,0,0,0,-1,0.0
496,500,2.797708,1.184933000000001,5,122,0,0,0,-1,0.0
504,504,0.3650799999999998,0.0,1,122,0,0,0,-1,0.0
552,552,0.22167,0.0,1,122,0,1,9,0,0.0
579,582,1.5832499999999996,0.2845960000000005,4,122,0,1,15,0,0.0
587,590,2.2501,0.9931979999999996,4,122,0,0,0,-1,0.0
604,606,1.0449599999999997,0.4046529999999997,3,122,0,0,0,-1,0.0
608,613,3.3360000000000003,0.8873089999999983,6,122,0,0,0,-1,0.0
628,631,1.2498999999999985,1.1877080000000007,4,122,0,1,5,2,0.0
683,684,0.5905000000000005,0.0,2,122,0,1,20,0,0.16579999999999906
691,695,3.4738000000000007,2.6706670000000017,5,122,0,0,0,-1,0.0
701,705,4.934100000000001,1.8096049999999977,5,122,0,0,0,-1,0.0
713,718,7.098600000000001,4.747958000000004,6,122,0,0,0,-1,0.0
724,726,0.8399999999999963,0.0,3,122,0,0,0,-1,0.0
891,891,0.2590000000000003,0.363387000000003,1,122,0,0,0,-1,0.0
946,947,0.6518999999999977,0.0,2,122,0,1,16,0,0.0
987,987,0.2421000000000006,0.0,1,122,0,1,26,0,0.4414999999999978
212,212,0.2104999999999997,0.0,1,123,0,0,0,-1,0.0
333,333,0.2141999999999981,0.0,1,123,0,1,33,0,0.38000000000000256
346,348,2.0413999999999994,0.0,3,123,0,0,0,-1,0.0
412,412,0.283100000000001,0.0,1,123,0,0,0,-1,0.0
416,417,0.6835999999999984,0.0,2,123,0,1,56,2,1.0655000000000001
446,447,1.5105999999999984,1.1230709999999997,2,123,0,1,4,0,0.0
480,485,3.6079500000000007,1.2295380000000016,6,123,0,1,23,0,0.3371000000000013
498,500,1.3522800000000004,0.4722229999999996,3,123,0,0,0,-1,0.0
519,523,3.67131,1.0956620000000008,5,123,0,1,10,0,0.2980299999999998
569,573,12.70703,4.808868999999998,5,123,0,1,11,0,0.0
635,640,21.0351,10.655292999999997,6,123,0,1,43,3,0.5159099999999999
668,668,0.1863000000000028,0.0,1,123,0,0,0,-1,0.0
686,686,0.1824999999999974,0.0,1,123,0,0,0,-1,0.0
715,718,3.561399999999999,2.0799900000000022,4,123,0,1,11,0,0.34090000000000487
805,805,0.1806999999999945,0.0,1,123,0,0,0,-1,0.0
877,877,0.2180000000000035,0.0,1,123,0,0,0,-1,0.0
989,991,0.7413000000000025,0.0,3,123,0,0,0,-1,0.0
123,123,0.2104999999999997,0.0,1,124,0,0,0,-1,0.0
356,358,1.7172999999999998,0.6564009999999989,3,124,0,0,0,-1,0.0
391,397,6.30694,2.3112579999999987,7,124,0,1,15,0,0.42100000000000115
501,501,0.2123400000000002,0.2503980000000005,1,124,0,0,0,-1,0.0
517,519,2.3842,1.1305759999999978,3,124,0,0,0,-1,0.0
550,556,32.92433,14.967841000000004,7,124,0,1,19,0,0.24400000000000022
592,592,0.2179999999999999,0.0,1,124,0,0,0,-1,0.0
596,596,0.2178999999999966,0.0,1,124,0,1,16,2,0.4451999999999998
601,604,2.546199999999999,0.8515670000000028,4,124,0,0,0,-1,0.0
627,627,0.2403000000000048,0.0,1,124,0,0,0,-1,0.0
639,640,0.5643999999999991,0.4042110000000036,2,124,0,0,0,-1,0.0
651,653,1.525499999999994,1.4171249999999986,3,124,0,0,0,-1,0.0
724,724,0.2124000000000023,0.0,1,124,0,0,0,-1,0.0
734,734,0.2197999999999993,0.0,1,124,0,0,0,-1,0.0
789,791,1.191999999999993,0.7241459999999975,3,124,0,1,5,0,0.2364999999999995
847,847,0.355799999999995,0.0,1,124,0,0,0,-1,0.0
866,866,0.2179999999999964,0.0,1,124,0,1,2,0,0.0
898,898,0.3053999999999988,0.0,1,124,0,1,9,1,0.3166999999999973
965,965,0.2087000000000003,0.0,1,124,0,0,0,-1,0.0
318,318,0.2216000000000004,0.0,1,125,0,1,1,1,0.0
475,485,16.572060999999998,6.447870000000002,11,125,0,1,62,0,2.434599999999998
517,524,6.897403,2.193162000000001,8,125,0,0,0,-1,0.0
526,526,0.1974400000000002,0.0,1,125,0,0,0,-1,0.0
531,534,2.0712699999999997,0.997640999999998,4,125,0,0,0,-1,0.0
554,558,4.5336,3.0046820000000025,5,125,0,0,0,-1,0.0
614,615,0.7878999999999987,0.5724220000000031,2,125,0,0,0,-1,0.0
622,625,2.2073,0.386845000000001,4,125,0,0,0,-1,0.0
636,637,0.888499999999997,0.5543820000000039,2,125,0,0,0,-1,0.0
656,656,0.2664000000000008,0.0,1,125,0,0,0,-1,0.0
658,658,0.2196999999999995,0.0,1,125,0,1,2,1,0.0
682,682,0.2384000000000021,0.0,1,125,0,0,0,-1,0.0
689,689,0.2160999999999973,0.0,1,125,0,0,0,-1,0.0
709,709,0.2087000000000003,0.0,1,125,0,0,0,-1,0.0
717,717,0.2365999999999992,0.0,1,125,0,0,0,-1,0.0
719,723,14.163699999999997,7.765036999999999,5,125,0,1,52,0,2.121600000000001
749,749,0.2142000000000052,0.0,1,125,0,1,8,0,0.0
834,834,0.3855000000000004,0.0,1,125,0,1,28,0,1.370899999999999
843,844,0.5382999999999996,0.0,2,125,0,0,0,-1,0.0
1018,1019,0.4656999999999982,0.0,2,125,0,0,0,-1,0.0
313,313,0.2440000000000033,0.0,1,126,0,1,79,0,2.2090999999999994
334,335,0.5960000000000001,0.0,2,126,0,0,0,-1,0.0
371,371,0.2850000000000001,0.0,1,126,0,0,0,-1,0.0
392,393,0.4676000000000009,0.0,2,126,0,1,11,0,0.0
434,436,1.406299999999998,0.8563280000000013,3,126,0,1,17,0,0.3185000000000002
465,470,14.478440000000004,5.396019000000003,6,126,0,1,19,0,1.0188999999999986
516,519,2.8312300000000006,1.0394310000000004,4,126,0,0,0,-1,0.0
540,542,1.5255200000000002,0.440175,3,126,0,0,0,-1,0.0
547,553,19.43871,9.819731,7,126,0,0,0,-1,0.0
570,573,5.193100000000001,1.599108000000001,4,126,0,1,8,0,0.0
590,590,0.2067000000000014,0.0,1,126,0,0,0,-1,0.0
599,599,0.2551999999999985,0.0,1,126,0,0,0,-1,0.0
628,630,0.9723000000000006,0.0,3,126,0,0,0,-1,0.0
663,663,0.1826000000000007,0.0,1,126,0,1,8,2,0.0
675,677,2.188600000000001,2.09966,3,126,0,1,2,0,0.03170000000000073
687,687,0.2663999999999973,0.0,1,126,0,0,0,-1,0.0
731,732,0.4786999999999999,0.0,2,126,0,0,0,-1,0.0
769,771,1.2536000000000058,0.6475650000000002,3,126,0,1,9,1,0.0
812,812,0.2236000000000046,0.0,1,126,0,1,3,0,0.06150000000000233
823,823,0.1955999999999988,0.0,1,126,0,0,0,-1,0.0
960,960,0.1881000000000057,0.0,1,126,0,1,2,0,0.0
1037,1037,0.2366000000000028,0.0,1,126,0,0,0,-1,0.0
338,339,0.7711000000000006,0.0,2,127,0,0,0,-1,0.0
366,368,1.4528,0.0,3,127,0,0,0,-1,0.0
410,410,0.2290999999999989,0.0,1,127,0,0,0,-1,0.0
432,435,1.8272999999999997,0.3173460000000005,4,127,0,0,0,-1,0.0
448,450,1.3803,1.1774750000000012,3,127,0,0,0,-1,0.0
481,489,29.8751,10.796712,9,127,0,1,21,0,0.31479999999999997
512,514,2.041499999999999,1.4305999999999983,3,127,0,0,0,-1,0.0
525,525,0.3427000000000006,0.0,1,127,0,0,0,-1,0.0
544,544,0.3035999999999994,0.0,1,127,0,0,0,-1,0.0
555,559,5.418500000000002,2.0352919999999983,5,127,0,0,0,-1,0.0
587,589,1.195800000000002,1.2704020000000045,3,127,0,0,0,-1,0.0
614,615,0.5160000000000018,0.0,2,127,0,1,15,0,0.0
618,620,0.815999999999999,0.401208000000004,3,127,0,1,15,4,0.0
630,631,0.5773999999999972,0.4019919999999999,2,127,0,0,0,-1,0.0
636,637,0.8511999999999986,0.3592650000000006,2,127,0,0,0,-1,0.0
650,651,0.4786999999999963,0.0,2,127,0,0,0,-1,0.0
672,672,0.1993000000000009,0.0,1,127,0,0,0,-1,0.0
695,696,0.4191000000000002,0.0,2,127,0,0,0,-1,0.0
719,722,2.2686999999999955,0.4499059999999986,4,127,0,1,13,0,0.0
734,736,1.2013999999999996,1.068177999999996,3,127,0,1,2,0,0.19559999999999889
752,752,0.2104999999999961,0.0,1,127,0,0,0,-1,0.0
888,889,0.5085000000000051,0.0,2,127,0,0,0,-1,0.0
901,901,0.2290999999999954,0.0,1,127,0,0,0,-1,0.0
932,932,0.2197999999999993,0.0,1,127,0,0,0,-1,0.0
946,947,0.4339999999999975,0.0,2,127,0,0,0,-1,0.0
295,297,1.110199999999999,0.0,3,128,0,0,0,-1,0.0
391,392,0.6462999999999983,0.0,2,128,0,1,26,0,0.26260000000000083
458,462,18.65634,6.651335,5,128,0,1,36,0,0.8102
525,530,4.267320000000001,1.6976680000000002,6,128,0,1,9,0,0.0
564,566,1.872,0.4157679999999999,3,128,0,1,22,0,0.0
586,590,7.2269999999999985,3.773005000000001,5,128,0,0,0,-1,0.0
615,618,3.6134999999999984,1.778841,4,128,0,1,11,0,0.18249999999999744
667,670,3.6713999999999984,0.6173520000000039,4,128,0,1,1,0,0.0
677,678,0.4713000000000029,0.0,2,128,0,0,0,-1,0.0
680,684,1.3783999999999992,0.0,5,128,0,0,0,-1,0.0
730,734,10.270600000000002,6.037547000000004,5,128,0,1,14,4,0.0
859,860,0.4227999999999952,0.0,2,128,0,1,2,0,0.02240000000000464
934,935,0.6071999999999989,0.0,2,128,0,1,9,0,0.08570000000000277
983,983,0.204900000000002,0.0,1,128,0,0,0,-1,0.0
348,350,1.48639,0.9793509999999994,3,129,0,0,0,-1,0.0
361,365,5.146521,1.6953490000000002,5,129,0,1,1,0,0.0
481,485,2.106656,0.7853309999999993,5,129,0,0,0,-1,0.0
532,538,18.740166,6.996698999999996,7,129,0,1,32,0,1.033774
619,619,0.2197999999999993,0.0,1,129,0,0,0,-1,0.0
627,631,18.0771,8.262262000000003,5,129,0,0,0,-1,0.0
671,671,0.2682000000000002,0.0,1,129,0,0,0,-1,0.0
715,716,2.0135000000000005,1.9205649999999963,2,129,0,1,26,0,0.9498999999999995
723,723,0.1899999999999977,0.0,1,129,0,0,0,-1,0.0
742,742,0.2402000000000015,0.0,1,129,0,0,0,-1,0.0
755,757,1.175400000000003,0.6510280000000037,3,129,0,1,3,0,0.0
797,798,0.5960999999999999,0.4035390000000021,2,129,0,0,0,-1,0.0
878,879,0.5718000000000032,0.0,2,129,0,0,0,-1,0.0
889,889,0.2235000000000013,0.0,1,129,0,0,0,-1,0.0
294,295,0.8828999999999994,0.4503120000000002,2,130,0,0,0,-1,0.0
372,372,0.2123999999999988,0.0,1,130,0,0,0,-1,0.0
467,469,2.453099999999999,0.8990219999999987,3,130,0,1,87,0,1.4155999999999977
480,485,19.60452,6.993278,6,130,0,1,1,0,0.0
532,534,0.6835900000000006,0.3077499999999986,3,130,0,1,23,0,0.0
577,577,0.1993099999999996,0.0,1,130,0,0,0,-1,0.0
579,585,6.88066,2.847961000000001,7,130,0,1,20,0,0.0
599,604,11.961899999999998,3.836591000000002,6,130,0,1,4,2,0.0
630,633,3.132900000000003,1.9309070000000048,4,130,0,1,17,0,0.0
732,732,0.2738000000000014,0.0,1,130,0,0,0,-1,0.0
746,749,5.509799999999999,3.897714999999998,4,130,0,1,5,1,0.0
796,799,1.2890000000000017,0.3104639999999961,4,130,0,0,0,-1,0.0
827,827,0.2775999999999996,0.0,1,130,0,1,7,2,0.0
1025,1025,0.2161000000000044,0.0,1,130,0,0,0,-1,0.0
202,202,0.1900000000000012,0.0,1,131,0,0,0,-1,0.0
243,243,0.2087000000000003,0.0,1,131,0,0,0,-1,0.0
391,392,0.5364000000000004,0.0,2,131,0,0,0,-1,0.0
408,408,0.2570000000000014,0.3025699999999993,1,131,0,0,0,-1,0.0
417,419,1.2368000000000023,0.0,3,131,0,0,0,-1,0.0
442,447,15.41724,5.274445,6,131,0,1,13,0,0.3053999999999988
481,482,0.534581,0.0,2,131,0,0,0,-1,0.0
519,521,2.97466,0.740829999999999,3,131,0,0,0,-1,0.0
526,528,1.87198,0.5247850000000014,3,131,0,0,0,-1,0.0
551,553,2.5574400000000006,1.1170670000000025,3,131,0,1,13,0,0.20675000000000043
557,563,5.77791,1.2568629999999992,7,131,0,0,0,-1,0.0
609,609,0.2533999999999992,0.0,1,131,0,1,4,0,0.0
632,635,4.5169,2.225238000000001,4,131,0,0,0,-1,0.0
644,650,15.538300000000005,8.577389999999998,7,131,0,0,0,-1,0.0
686,687,0.5681000000000012,0.0,2,131,0,0,0,-1,0.0
692,692,0.2364999999999995,0.0,1,131,0,0,0,-1,0.0
715,717,0.921999999999997,0.5901309999999995,3,131,0,0,0,-1,0.0
791,791,0.2309999999999945,0.0,1,131,0,0,0,-1,0.0
824,824,0.2197999999999993,0.0,1,131,0,0,0,-1,0.0
879,879,0.2310000000000016,0.0,1,131,0,0,0,-1,0.0
950,950,0.2515,0.0,1,131,0,1,9,0,0.0
958,958,0.2310000000000016,0.0,1,131,0,0,0,-1,0.0
86,86,0.2514500000000002,0.0,1,132,0,0,0,-1,0.0
241,241,0.2515,0.0,1,132,0,0,0,-1,0.0
432,433,0.601700000000001,0.0,2,132,0,0,0,-1,0.0
473,476,2.0916999999999994,0.8087169999999979,4,132,0,0,0,-1,0.0
504,508,6.727849999999999,2.5410259999999987,5,132,0,1,18,0,0.38370000000000104
517,520,1.4491500000000004,0.0,4,132,0,0,0,-1,0.0
530,531,0.5569299999999999,0.0,2,132,0,0,0,-1,0.0
558,564,24.492071,9.061718,7,132,0,1,5,0,0.0
590,594,6.053599999999999,2.6530280000000026,5,132,0,1,11,0,0.3595000000000006
609,609,0.1806000000000018,0.0,1,132,0,0,0,-1,0.0
635,641,10.272499999999996,7.211658,7,132,0,0,0,-1,0.0
654,654,0.2999000000000009,0.0,1,132,0,0,0,-1,0.0
739,740,0.5271000000000043,0.0,2,132,0,0,0,-1,0.0
773,774,0.4526000000000039,0.0,2,132,0,1,3,1,0.03909999999999769
784,784,0.2812000000000054,0.0,1,132,0,0,0,-1,0.0
807,807,0.2569999999999979,0.0,1,132,0,1,13,0,0.3538999999999959
273,273,0.2328299999999998,0.0,1,133,0,0,0,-1,0.0
302,303,1.15857,0.0,2,133,0,0,0,-1,0.0
337,338,0.8940700000000001,0.3728870000000004,2,133,0,1,24,0,0.4898799999999994
345,346,0.6016300000000001,0.0,2,133,0,0,0,-1,0.0
399,402,3.753251,1.4167249999999996,4,133,0,0,0,-1,0.0
432,432,0.212341,0.0,1,133,0,0,0,-1,0.0
465,468,1.3932639999999998,0.3875199999999985,4,133,0,0,0,-1,0.0
499,499,0.212341,0.0,1,133,0,0,0,-1,0.0
505,510,11.60995,4.640722,6,133,0,1,6,4,0.0
531,531,0.182500000000001,0.0,1,133,0,1,11,1,0.0
538,544,22.3835,10.851926,7,133,0,0,0,-1,0.0
609,610,0.8101999999999947,0.0,2,133,0,0,0,-1,0.0
612,613,0.6500000000000057,0.0,2,133,0,0,0,-1,0.0
624,628,4.3232,1.8404839999999965,5,133,0,0,0,-1,0.0
665,665,0.2606999999999999,0.0,1,133,0,0,0,-1,0.0
681,683,2.2053999999999974,1.5301389999999984,3,133,0,1,2,0,0.0
687,689,2.0563999999999965,1.9438710000000012,3,133,0,0,0,-1,0.0
933,934,0.6444000000000045,0.0,2,133,0,1,7,0,0.0
392,395,2.071200000000001,0.728475999999997,4,134,0,0,0,-1,0.0
406,410,2.600299999999999,0.5561119999999988,5,134,0,0,0,-1,0.0
495,500,22.16185,8.584027000000003,6,134,0,1,26,0,0.7022199999999987
528,528,0.2179000000000002,0.0,1,134,0,0,0,-1,0.0
573,576,2.617000000000001,0.7307500000000005,4,134,0,1,4,0,0.0
608,608,0.2532999999999994,0.0,1,134,0,0,0,-1,0.0
665,669,16.1418,8.510552000000004,5,134,0,1,6,0,0.3501000000000012
672,675,3.1850999999999985,0.0,4,134,0,0,0,-1,0.0
684,686,1.2665999999999968,0.0,3,134,0,0,0,-1,0.0
709,709,0.1955999999999988,0.0,1,134,0,0,0,-1,0.0
716,717,0.5512999999999977,0.4160400000000024,2,134,0,1,1,4,0.0
724,724,0.2364999999999995,0.0,1,134,0,0,0,-1,0.0
744,744,0.2254000000000005,0.0,1,134,0,0,0,-1,0.0
777,778,0.4657000000000053,0.0,2,134,0,0,0,-1,0.0
829,830,0.4581999999999979,0.0,2,134,0,1,10,0,0.30170000000000385
847,847,0.2142000000000052,0.0,1,134,0,1,7,2,0.0
899,899,0.3185000000000002,0.0,1,134,0,1,18,0,0.7060000000000031
910,910,0.1899999999999977,0.0,1,134,0,0,0,-1,0.0
942,942,0.1899999999999977,0.0,1,134,0,0,0,-1,0.0
195,196,0.6780000000000008,0.0,2,135,0,0,0,-1,0.0
286,286,0.2364999999999995,0.0,1,135,0,0,0,-1,0.0
320,320,0.3130000000000006,0.0,1,135,0,0,0,-1,0.0
335,336,0.7451000000000008,0.0,2,135,0,0,0,-1,0.0
354,358,2.9597999999999995,0.6337699999999984,5,135,0,1,9,0,0.18069999999999986
378,381,3.8501600000000007,1.5069519999999983,4,135,0,1,4,0,0.20679999999999943
411,412,0.6277200000000001,0.0,2,135,0,1,21,0,0.4228499999999995
502,506,3.69924,0.7780559999999994,5,135,0,1,10,0,0.16390999999999956
532,533,0.5792900000000003,0.0,2,135,0,0,0,-1,0.0
559,561,1.21631,0.0,3,135,0,0,0,-1,0.0
591,596,13.75016,4.834916,6,135,0,1,16,0,0.0
628,633,20.2807,9.758686999999998,6,135,0,1,8,0,0.1191999999999993
654,654,0.1993000000000009,0.0,1,135,0,0,0,-1,0.0
686,687,0.4488999999999947,0.0,2,135,0,0,0,-1,0.0
723,728,6.6571,3.631349,6,135,0,1,15,0,0.0
787,787,0.2104999999999961,0.0,1,135,0,0,0,-1,0.0
969,969,0.1824999999999974,0.0,1,135,0,0,0,-1,0.0
318,318,0.2216000000000004,0.0,1,136,0,0,0,-1,0.0
434,434,0.2962000000000007,0.0,1,136,0,0,0,-1,0.0
440,443,3.710429999999999,1.4133980000000008,4,136,0,1,52,4,1.1957999999999984
449,451,1.02259,0.0,3,136,0,0,0,-1,0.0
477,480,8.47507,3.6805480000000017,4,136,0,1,17,0,0.46938000000000013
485,485,0.2551900000000002,0.0,1,136,0,0,0,-1,0.0
493,493,0.2160599999999997,0.0,1,136,0,0,0,-1,0.0
506,510,2.54439,0.9974330000000009,5,136,0,0,0,-1,0.0
525,530,9.36173,3.4303880000000007,6,136,0,1,2,0,0.0968599999999995
568,569,0.8325999999999993,0.0,2,136,0,0,0,-1,0.0
626,627,0.4750000000000014,0.0,2,136,0,1,10,0,0.0
653,658,23.5011,11.503884999999997,6,136,0,1,4,0,0.0
671,673,0.7730000000000032,0.0,3,136,0,1,1,0,0.0
694,694,0.2254000000000005,0.0,1,136,0,0,0,-1,0.0
732,732,0.2235000000000013,0.0,1,136,0,1,28,1,0.0
747,749,0.912700000000001,0.8263350000000003,3,136,0,0,0,-1,0.0
768,769,0.4581999999999979,0.0,2,136,0,0,0,-1,0.0
810,810,0.2105000000000032,0.0,1,136,0,0,0,-1,0.0
961,961,0.2216999999999984,0.0,1,136,0,0,0,-1,0.0
975,975,0.2272999999999996,0.0,1,136,0,0,0,-1,0.0
1021,1021,0.2272999999999996,0.0,1,136,0,0,0,-1,0.0
276,276,0.21421,0.0,1,137,0,0,0,-1,0.0
