ti,tf,T,S,Archivo,Corriente
534,534,1,0.008553328268254057,13,-0.028491
541,541,1,0.01368762983191013,13,-0.028538
572,573,2,0.22827824337574615,13,-0.028749
576,576,1,0.02424652318299947,13,-0.028776
636,636,1,0.009874774001042419,13,-0.029183
686,686,1,0.020149461055200213,13,-0.029522
713,713,1,0.008540319318685485,13,-0.029705
715,715,1,0.0893576054538675,13,-0.029718
745,745,1,0.00844886416029611,13,-0.029922
763,763,1,0.0648347822751828,13,-0.030044
786,786,1,0.026900180675805352,13,-0.0302
807,807,1,0.013104526096723967,13,-0.030342
847,847,1,0.01138874658013922,13,-0.030613
849,849,1,0.008677221690976733,13,-0.030627
1009,1009,1,0.008071969097688925,13,-0.031712
108,108,1,0.009588215027248895,14,-0.025602
239,239,1,0.007817692042664026,14,-0.026491
373,373,1,0.011289674266275862,14,-0.027399
413,413,1,0.023646303809154612,14,-0.02767
423,423,1,0.014076688237846496,14,-0.027738
467,467,1,0.01380166204849989,14,-0.028037
489,489,1,0.03825254592620386,14,-0.028186
544,545,2,0.12407987500048523,14,-0.028559
615,616,2,0.3722166409890844,14,-0.02904
663,663,1,0.0074088670644101295,14,-0.029366
744,745,2,0.03046548992433129,14,-0.029915
782,782,1,0.011526579949077242,14,-0.030173
805,805,1,0.009377784245696907,14,-0.030329
818,819,2,0.021575759870858247,14,-0.030417
945,945,1,0.006331606683840252,14,-0.031278
961,961,1,0.008471661201470582,14,-0.031386
969,969,1,0.008265782539014999,14,-0.031441
66,66,1,0.007800512854771319,15,-0.025317
134,134,1,0.00754694447997889,15,-0.025779
303,303,1,0.007912875358438626,15,-0.026925
366,366,1,0.01190215226675384,15,-0.027352
393,394,2,0.05315700365081058,15,-0.027535
423,423,1,0.01037860338782659,15,-0.027738
425,425,1,0.03995999523423149,15,-0.027752
447,447,1,0.022319673095745396,15,-0.027901
479,480,2,0.05023470621946863,15,-0.028118
535,535,1,0.010477880851622823,15,-0.028498
553,554,2,0.19668759391330104,15,-0.02862
585,585,1,0.010506330260890984,15,-0.028837
598,599,2,0.03660786127809157,15,-0.028925
611,611,1,0.096480585768553,15,-0.029013
689,689,1,0.005368046152539718,15,-0.029542
714,714,1,0.006367236681019461,15,-0.029712
726,727,2,0.12096460887859062,15,-0.029793
793,793,1,0.006135561125624078,15,-0.030247
796,796,1,0.005422468662455215,15,-0.030268
882,882,1,0.00431499591155815,15,-0.030851
887,887,1,0.0072051576105715,15,-0.030885
908,908,1,0.011128671641082999,15,-0.031027
947,947,1,0.008129017705212793,15,-0.031291
109,109,1,0.011516855157877967,16,-0.025609
248,248,1,0.010205105378040147,16,-0.026552
289,289,1,0.005582591526620995,16,-0.02683
312,312,1,0.011606348367156655,16,-0.026986
338,338,1,0.005463732912577429,16,-0.027162
350,350,1,0.007141694948925109,16,-0.027243
422,423,2,0.10533236691691214,16,-0.027731
467,467,1,0.009097972598199944,16,-0.028037
517,518,2,0.06129295535058632,16,-0.028376
548,548,1,0.018685748743837827,16,-0.028586
550,550,1,0.015685060538492557,16,-0.028599
593,595,3,0.14802550297022515,16,-0.028891
607,608,2,0.3088460544884494,16,-0.028986
658,658,1,0.008475368996980537,16,-0.029332
744,744,1,0.008883633653517964,16,-0.029915
761,761,1,0.018428302525365092,16,-0.03003
788,788,1,0.007168095303111688,16,-0.030213
845,845,1,0.0169517358475213,16,-0.0306
858,858,1,0.009681716930783901,16,-0.030688
998,998,1,0.006801854536500285,16,-0.031637
1033,1033,1,0.0064409166488075265,16,-0.031875
239,239,1,0.00751847324839508,17,-0.026491
273,273,1,0.009564139709441644,17,-0.026721
275,275,1,0.00881881804550988,17,-0.026735
304,304,1,0.015237959649815391,17,-0.026931
371,371,1,0.007509240435582432,17,-0.027386
430,430,1,0.007681614771087086,17,-0.027786
432,432,1,0.008131771388373676,17,-0.027799
459,459,1,0.02261549002113883,17,-0.027982
467,469,3,0.17801367487863617,17,-0.028037
483,483,1,0.04448899244963922,17,-0.028145
527,527,1,0.009017551491667719,17,-0.028443
557,557,1,0.028126339416835677,17,-0.028647
560,560,1,0.010275835697080682,17,-0.028667
568,568,1,0.013865034685312638,17,-0.028721
612,613,2,0.0823709669527708,17,-0.02902
637,638,2,0.05230619278665971,17,-0.029189
641,641,1,0.01979167411727123,17,-0.029216
651,652,2,0.08413041621662642,17,-0.029284
710,710,1,0.00878211476494628,17,-0.029684
722,722,1,0.034812434695303374,17,-0.029766
753,754,2,0.024114482775404178,17,-0.029976
859,859,1,0.00847489576824012,17,-0.030695
