ti,tf,S_MR,S_MO,T,Archivo,I,P,Tp,tp,Ip
524,528,4.6492,0.0473299647932456,5,76,0,0,0,-1,0.0
565,570,7.523200000000003,0.0823084344292851,6,76,0,0,0,-1,0.0
595,597,1.8794000000000004,0.0114790038521715,3,76,0,1,14,0,0.0
599,603,6.472800000000003,0.0864230856728908,5,76,0,1,14,4,0.0
622,624,4.604500000000002,0.0760565102765411,3,76,0,1,3,0,0.10620000000000118
628,633,2.350700000000004,0.012666519867493,6,76,0,0,0,-1,0.0
672,672,0.3035999999999959,0.0,1,76,0,0,0,-1,0.0
674,676,1.5906999999999982,0.0243751152313619,3,76,0,1,14,0,0.0
681,682,0.4731000000000023,0.00975944973397,2,76,0,0,0,-1,0.0
704,709,4.299,0.082899360998879,6,76,0,1,9,3,0.16210000000000235
747,747,0.2179000000000002,0.0,1,76,0,0,0,-1,0.0
749,750,0.4731000000000023,0.0,2,76,0,0,0,-1,0.0
771,773,1.272199999999998,0.011123549473336,3,76,0,0,0,-1,0.0
787,787,0.1955999999999988,0.0,1,76,0,1,3,0,0.061499999999995225
796,796,0.2682000000000002,0.0,1,76,0,0,0,-1,0.0
946,946,0.1862999999999957,0.0,1,76,0,0,0,-1,0.0
313,314,0.7338800000000001,0.0,2,77,0,1,46,0,0.0
319,321,1.9483400000000004,0.0186567490742694,3,77,0,0,0,-1,0.0
353,353,0.2011800000000001,0.0,1,77,0,0,0,-1,0.0
375,376,0.5513400000000002,0.0082210420213582,2,77,0,1,13,2,0.4153760000000001
468,472,5.92885,0.06898788155883359,5,77,0,1,80,0,0.0
538,541,2.62447,0.0341507101592595,4,77,0,1,34,0,0.0
543,545,0.9257400000000002,0.0144576547490474,3,77,0,0,0,-1,0.0
568,574,37.71315,0.5064356391173378,7,77,0,0,0,-1,0.0
577,577,0.2030000000000029,0.0,1,77,0,0,0,-1,0.0
609,609,0.204900000000002,0.0,1,77,0,0,0,-1,0.0
649,652,2.0023000000000053,0.008790377942752,4,77,0,0,0,-1,0.0
691,693,0.8977000000000004,0.0,3,77,0,0,0,-1,0.0
702,703,0.5382999999999996,0.0090000481499152,2,77,0,0,0,-1,0.0
721,721,0.2272000000000034,0.0,1,77,0,1,8,0,0.0
777,777,0.1825000000000045,0.0,1,77,0,1,8,4,0.046599999999997976
821,822,0.547699999999999,0.0,2,77,0,0,0,-1,0.0
246,247,0.4582109999999999,0.0,2,78,0,0,0,-1,0.0
257,257,0.2533269999999999,0.0,1,78,0,0,0,-1,0.0
264,264,0.2663500000000001,0.0,1,78,0,0,0,-1,0.0
364,364,0.232833,0.0,1,78,0,0,0,-1,0.0
400,403,3.498063,0.0392687353883861,4,78,0,1,28,0,0.6686899999999998
440,445,12.48538,0.131733956701168,6,78,0,1,28,0,0.0
472,474,1.4566,0.0166126032903011,3,78,0,0,0,-1,0.0
539,543,6.794899999999998,0.1120948264489531,5,78,0,1,4,0,0.0
548,550,2.246300000000001,0.0275589639007827,3,78,0,0,0,-1,0.0
572,574,1.0634999999999977,0.0174614255683405,3,78,0,1,8,0,0.0
577,577,0.1936999999999997,0.0,1,78,0,0,0,-1,0.0
591,591,0.2291000000000025,0.0,1,78,0,0,0,-1,0.0
620,620,0.2235000000000013,0.0,1,78,0,0,0,-1,0.0
624,624,0.2628000000000021,0.0,1,78,0,1,17,2,0.0
632,634,0.9556000000000004,0.0,3,78,0,0,0,-1,0.0
636,636,0.1993000000000009,0.0,1,78,0,0,0,-1,0.0
638,643,14.517499999999998,0.1619811772265402,6,78,0,0,0,-1,0.0
668,668,0.2179000000000002,0.0,1,78,0,1,9,0,0.0
713,717,5.170700000000004,0.1070855021326536,5,78,0,1,1,3,0.0
256,257,0.7338800000000001,0.0,2,79,0,0,0,-1,0.0
341,342,0.4898800000000003,0.0071726781403193,2,79,0,0,0,-1,0.0
345,346,0.5867300000000002,0.0,2,79,0,1,56,1,0.0
457,460,5.120409999999999,0.0515115565726608,4,79,0,1,74,0,0.0
495,507,22.0241,0.22418620776863152,13,79,0,1,25,0,0.0
511,516,14.435499999999998,0.19500943124585,6,79,0,0,0,-1,0.0
548,549,0.4395999999999986,0.0,2,79,0,0,0,-1,0.0
593,595,1.0877999999999943,0.0138038734096032,3,79,0,1,6,0,0.0
620,622,5.105499999999999,0.1274761109172549,3,79,0,1,15,0,0.0
271,271,0.1899999999999995,0.0,1,80,0,0,0,-1,0.0
357,358,0.5587999999999997,0.0,2,80,0,1,28,3,0.0
386,389,3.3919,0.0333619599945216,4,80,0,0,0,-1,0.0
411,412,0.6036000000000001,0.0,2,80,0,1,12,1,0.5104000000000006
461,461,0.2663000000000011,0.0,1,80,0,0,0,-1,0.0
466,467,0.4991999999999983,0.0,2,80,0,1,7,4,0.0
474,474,0.2236000000000011,0.0,1,80,0,0,0,-1,0.0
482,484,1.6615000000000002,0.0293540029053255,3,80,0,1,6,2,0.0
511,517,18.0324,0.1808573797287314,7,80,0,1,6,0,0.0
532,533,0.4414999999999978,0.0,2,80,0,0,0,-1,0.0
546,549,1.4025999999999996,0.0,4,80,0,0,0,-1,0.0
563,565,1.480800000000002,0.0159428611842681,3,80,0,1,5,0,0.0
585,585,0.2644999999999982,0.0,1,80,0,0,0,-1,0.0
600,601,0.566200000000002,0.0,2,80,0,0,0,-1,0.0
651,655,5.446399999999997,0.0582942382950634,5,80,0,1,7,3,0.0
664,664,0.2310000000000016,0.0,1,80,0,0,0,-1,0.0
701,703,1.1287999999999982,0.0,3,80,0,0,0,-1,0.0
710,711,5.7239,0.2220992211302928,2,80,0,0,0,-1,0.0
274,275,0.4526400000000001,0.0,2,81,0,0,0,-1,0.0
283,284,0.5438899999999993,0.0106725069091738,2,81,0,0,0,-1,0.0
379,380,0.5141,0.0,2,81,0,1,6,0,0.0
389,391,2.20166,0.0361285963202834,3,81,0,0,0,-1,0.0
415,419,3.32484,0.0208186085682848,5,81,0,0,0,-1,0.0
502,504,1.66148,0.0077105750405176,3,81,0,1,12,0,0.0
531,537,13.11497,0.1445419730124277,7,81,0,1,18,0,0.0
540,540,0.1880999999999986,0.0,1,81,0,0,0,-1,0.0
562,562,0.2868999999999992,0.0,1,81,0,0,0,-1,0.0
581,584,4.1965,0.0423655220509492,4,81,0,0,0,-1,0.0
588,591,5.629100000000001,0.0711911758431079,4,81,0,0,0,-1,0.0
607,610,2.808799999999998,0.0317969307949448,4,81,0,0,0,-1,0.0
622,627,5.560000000000002,0.0438643808393971,6,81,0,0,0,-1,0.0
637,642,9.043099999999995,0.1644416806971917,6,81,0,0,0,-1,0.0
647,647,0.2608000000000032,0.0,1,81,0,0,0,-1,0.0
650,650,0.2496000000000009,0.0,1,81,0,0,0,-1,0.0
656,658,0.754400000000004,0.0,3,81,0,0,0,-1,0.0
704,704,0.1993000000000009,0.0,1,81,0,0,0,-1,0.0
730,732,1.1584999999999963,0.0372283843060501,3,81,0,0,0,-1,0.0
262,264,0.8083900000000002,0.0,3,82,0,1,33,4,0.7264400000000002
403,405,1.35787,0.0132852385638123,3,82,0,1,28,0,0.0
495,504,37.67411,0.4380140354227882,10,82,0,1,28,0,0.0
538,539,0.5643999999999991,0.0,2,82,0,0,0,-1,0.0
562,563,0.7449999999999974,0.0,2,82,0,1,13,0,0.0
597,599,1.2199999999999989,0.0190036573981169,3,82,0,1,15,4,0.0
626,627,0.6332999999999984,0.0,2,82,0,0,0,-1,0.0
644,645,0.715200000000003,0.0,2,82,0,0,0,-1,0.0
656,658,1.123199999999997,0.0,3,82,0,0,0,-1,0.0
691,692,0.655699999999996,0.0095372319996577,2,82,0,1,13,0,0.0
703,704,0.4805999999999955,0.0102286964639016,2,82,0,0,0,-1,0.0
723,724,1.7657999999999987,0.0,2,82,0,0,0,-1,0.0
343,345,0.7972099999999998,0.0,3,83,0,0,0,-1,0.0
384,384,0.2309700000000001,0.0,1,83,0,1,27,4,0.8587100000000003
397,397,0.2514599999999998,0.0,1,83,0,1,3,0,0.0
479,485,11.88561,0.1226025536055983,7,83,0,0,0,-1,0.0
488,488,0.2215999999999987,0.0,1,83,0,0,0,-1,0.0
515,519,6.210000000000001,0.0769505332973312,5,83,0,1,20,0,0.0
531,534,4.554200000000002,0.065748198043915,4,83,0,0,0,-1,0.0
541,544,3.4868999999999986,0.0194702332844615,4,83,0,0,0,-1,0.0
593,596,1.519999999999996,0.0231782974723864,4,83,0,1,34,3,0.0
634,637,18.587399999999995,0.3167646838860081,4,83,0,0,0,-1,0.0
406,407,0.5699699999999996,0.0,2,84,0,0,0,-1,0.0
409,413,10.08627,0.1149988645432993,5,84,0,1,48,1,0.0
428,431,3.833400000000001,0.0296861150639906,4,84,0,1,5,0,0.0
465,465,0.2329000000000007,0.0,1,84,0,1,22,1,0.4209999999999994
515,516,0.6556999999999995,0.0,2,84,0,1,41,0,0.0
533,536,2.4922000000000004,0.0253949701399659,4,84,0,0,0,-1,0.0
539,545,8.653999999999996,0.0786993046811118,7,84,0,0,0,-1,0.0
580,583,6.673899999999996,0.0967936799708089,4,84,0,1,9,1,0.0
646,651,7.323900000000002,0.089724871525177,6,84,0,1,11,2,0.0
654,655,0.7785999999999973,0.0,2,84,0,0,0,-1,0.0
324,325,0.5066000000000006,0.0056122110477673,2,85,0,1,61,0,0.0
397,402,6.225000000000001,0.0484495364394522,6,85,0,1,61,0,0.0
430,430,0.2421000000000006,0.0,1,85,0,0,0,-1,0.0
436,441,10.101299999999998,0.1128935377266918,6,85,0,1,20,3,0.7917999999999985
547,549,2.658099999999997,0.0385120268752433,3,85,0,0,0,-1,0.0
554,557,2.4624000000000024,0.0128991092958142,4,85,0,0,0,-1,0.0
575,579,4.377199999999995,0.049599149588835,5,85,0,0,0,-1,0.0
581,589,14.347900000000005,0.1691681849010804,9,85,0,0,0,-1,0.0
165,165,0.2123399999999993,0.0,1,86,0,0,0,-1,0.0
295,295,0.2141999999999999,0.0,1,86,0,0,0,-1,0.0
318,318,0.2309600000000005,0.0,1,86,0,1,17,0,0.34086000000000016
368,368,0.2179200000000003,0.0,1,86,0,0,0,-1,0.0
408,411,4.107150000000001,0.0259867740232707,4,86,0,1,32,0,0.0
451,451,0.230970000000001,0.0,1,86,0,0,0,-1,0.0
466,472,4.11088,0.0341760845399501,7,86,0,1,4,0,0.18440000000000012
509,513,10.6134,0.1067985940553243,5,86,0,1,23,0,0.40419999999999945
518,523,7.659399999999998,0.0843921593706779,6,86,0,0,0,-1,0.0
594,595,0.5103000000000009,0.0,2,86,0,1,59,2,0.0
601,604,3.5334000000000003,0.0342321840273346,4,86,0,0,0,-1,0.0
636,638,0.7151999999999958,0.0102195696084617,3,86,0,0,0,-1,0.0
665,671,17.665399999999998,0.2977002628116923,7,86,0,0,0,-1,0.0
298,298,0.19185,0.0,1,87,0,0,0,-1,0.0
403,403,0.1974400000000002,0.0,1,87,0,0,0,-1,0.0
438,438,0.2570499999999995,0.0,1,87,0,0,0,-1,0.0
465,470,18.65077,0.201088967559047,6,87,0,1,16,0,0.0
473,476,2.3207999999999984,0.0,4,87,0,0,0,-1,0.0
484,485,0.5085000000000015,0.0,2,87,0,0,0,-1,0.0
490,492,2.0284000000000013,0.0204355293267954,3,87,0,0,0,-1,0.0
527,532,2.294800000000002,0.022087457930232597,6,87,0,0,0,-1,0.0
553,554,0.5905000000000058,0.0,2,87,0,1,9,0,0.0
571,577,18.3526,0.2765420739945765,7,87,0,1,8,0,0.0
650,650,0.2496000000000009,0.0,1,87,0,1,12,4,0.0
656,656,0.2570999999999941,0.0,1,87,0,0,0,-1,0.0
294,294,0.2533199999999995,0.0,1,88,0,0,0,-1,0.0
304,307,2.0694300000000005,0.0,4,88,0,0,0,-1,0.0
323,323,0.2961600000000004,0.0,1,88,0,0,0,-1,0.0
361,365,9.75475,0.0924364259789109,5,88,0,1,30,0,0.0
373,373,0.2179999999999999,0.0,1,88,0,0,0,-1,0.0
391,394,1.2554000000000016,0.0148277265872719,4,88,0,0,0,-1,0.0
397,397,0.2923999999999971,0.0,1,88,0,0,0,-1,0.0
432,435,3.0192999999999977,0.0509492955969794,4,88,0,1,22,3,0.0
458,458,0.2422000000000004,0.0,1,88,0,1,2,0,0.0
470,471,0.6091000000000015,0.0,2,88,0,1,4,0,0.24210000000000065
510,513,1.2666000000000004,0.0155334483925161,4,88,0,0,0,-1,0.0
537,537,0.2178999999999966,0.0,1,88,0,0,0,-1,0.0
547,550,2.758700000000001,0.0292828965098078,4,88,0,0,0,-1,0.0
554,554,0.212299999999999,0.0,1,88,0,0,0,-1,0.0
577,578,0.774799999999999,0.0112523007058365,2,88,0,0,0,-1,0.0
606,606,0.2216999999999984,0.0,1,88,0,0,0,-1,0.0
618,620,1.4435999999999964,0.0125802595138845,3,88,0,0,0,-1,0.0
649,651,17.503299999999996,0.3766341175323819,3,88,0,1,5,0,0.0
285,285,0.2515,0.0,1,89,0,0,0,-1,0.0
300,300,0.3222000000000005,0.0,1,89,0,0,0,-1,0.0
351,354,1.484600000000002,0.0,4,89,0,0,0,-1,0.0
448,448,0.2253000000000007,0.0,1,89,0,1,79,3,0.0
457,459,2.4308000000000014,0.0287462757643579,3,89,0,0,0,-1,0.0
477,480,3.3695999999999984,0.0245461772446192,4,89,0,1,3,0,0.09309999999999974
503,506,5.923199999999998,0.0650248515114885,4,89,0,1,14,0,0.3948999999999998
541,543,1.2666000000000004,0.0178219557094354,3,89,0,1,11,0,0.1583000000000041
551,554,8.2777,0.0906426339681069,4,89,0,0,0,-1,0.0
558,558,0.2346999999999965,0.0,1,89,0,0,0,-1,0.0
609,609,0.1824999999999974,0.0,1,89,0,2,15,4,0.0
626,627,1.3914000000000044,0.0,2,89,0,1,7,0,0.0
641,643,13.3887,0.3191940931474634,3,89,0,1,3,0,0.0
219,219,0.2216000000000022,0.0,1,90,0,0,0,-1,0.0
350,352,1.3542000000000003,0.0071095493933493,3,90,0,0,0,-1,0.0
387,389,0.944399999999998,0.0108783228600977,3,90,0,1,27,0,0.0
397,403,7.391000000000002,0.0772333115854135,7,90,0,0,0,-1,0.0
440,440,0.1861999999999994,0.0,1,90,0,0,0,-1,0.0
447,449,1.8832000000000024,0.0328689130513533,3,90,0,1,23,0,1.1268999999999991
504,505,0.5532000000000004,0.0101668764065521,2,90,0,1,45,0,0.0
512,512,0.3092000000000006,0.0,1,90,0,0,0,-1,0.0
517,519,2.1605999999999987,0.0315750086802495,3,90,0,0,0,-1,0.0
532,535,2.907600000000002,0.0221944463890785,4,90,0,1,3,0,0.17510000000000048
542,542,0.232800000000001,0.0,1,90,0,0,0,-1,0.0
550,552,2.060100000000002,0.0466476042429679,3,90,0,0,0,-1,0.0
583,584,0.5493999999999986,0.0,2,90,0,0,0,-1,0.0
588,595,6.0330999999999975,0.071410470360634,8,90,0,1,24,3,0.0
613,613,0.2757000000000005,0.0,1,90,0,0,0,-1,0.0
640,643,14.878799999999998,0.2446490259953447,4,90,0,1,16,1,0.0
183,183,0.2607699999999999,0.0,1,91,0,0,0,-1,0.0
245,245,0.2495899999999999,0.0,1,91,0,0,0,-1,0.0
313,313,0.3203800000000001,0.0,1,91,0,0,0,-1,0.0
399,400,1.02446,0.0,2,91,0,1,13,0,0.0
402,406,6.36098,0.0645472184540461,5,91,0,1,13,3,0.0
445,447,1.2461000000000002,0.0128067807633989,3,91,0,1,27,1,0.0
508,514,10.130900000000002,0.11615961476696,7,91,0,0,0,-1,0.0
532,533,0.6164999999999985,0.0,2,91,0,0,0,-1,0.0
582,582,0.2589000000000006,0.0,1,91,0,0,0,-1,0.0
584,588,23.4788,0.3425315420755402,5,91,0,1,36,1,0.0
622,622,0.2365999999999957,0.0,1,91,0,0,0,-1,0.0
700,705,5.118499999999997,0.0926362274649187,6,91,0,0,0,-1,0.0
224,224,0.2514599999999998,0.0,1,92,0,0,0,-1,0.0
273,273,0.2290999999999998,0.0,1,92,0,0,0,-1,0.0
303,305,0.9536800000000004,0.0,3,92,0,0,0,-1,0.0
361,363,2.12155,0.0136020837547037,3,92,0,1,47,0,0.0
425,429,8.387509999999999,0.0985569157989756,5,92,0,1,5,0,0.0
446,446,0.2254000000000005,0.0,1,92,0,0,0,-1,0.0
451,451,0.2533000000000012,0.0,1,92,0,1,6,2,0.0
490,492,1.0709999999999995,0.0,3,92,0,1,30,0,0.0
513,517,6.904799999999998,0.080927022192795,5,92,0,0,0,-1,0.0
549,549,0.1880999999999986,0.0,1,92,0,0,0,-1,0.0
554,556,2.4884999999999984,0.0480397361254817,3,92,0,1,27,0,0.0
583,587,9.125199999999996,0.1111822323680561,5,92,0,1,1,0,0.0
637,638,0.709699999999998,0.0,2,92,0,1,1,0,0.0
650,652,16.296299999999995,0.2753964485999852,3,92,0,1,2,0,0.0
188,188,0.2123000000000008,0.0,1,93,0,1,17,0,0.4433000000000007
259,260,0.5922999999999998,0.0,2,93,0,0,0,-1,0.0
314,314,0.2422000000000004,0.0,1,93,0,0,0,-1,0.0
316,316,0.1881000000000003,0.0,1,93,0,1,41,1,0.9573999999999998
392,395,1.7379000000000016,0.0159619788630039,4,93,0,0,0,-1,0.0
430,433,2.9708999999999985,0.0254470798957379,4,93,0,1,16,2,0.4731000000000023
473,477,6.631,0.074469369096337,5,93,0,1,24,2,0.0
539,540,0.7840999999999987,0.0,2,93,0,1,16,0,0.0
547,549,2.4829000000000008,0.0272746571336437,3,93,0,0,0,-1,0.0
597,600,26.0641,0.4186861817674467,4,93,0,1,5,0,0.0
283,283,0.2700999999999993,0.0,1,94,0,0,0,-1,0.0
322,322,0.2271999999999998,0.0,1,94,0,0,0,-1,0.0
367,368,0.8232999999999997,0.0,2,94,0,0,0,-1,0.0
399,401,1.8179000000000016,0.0192356618258645,3,94,0,1,7,0,0.4208999999999996
403,403,0.2663000000000011,0.0,1,94,0,1,7,4,0.4208999999999996
441,444,4.299,0.0559975750457437,4,94,0,0,0,-1,0.0
474,477,2.1754999999999995,0.0180566671378479,4,94,0,1,12,0,0.0
483,484,0.8735999999999997,0.0,2,94,0,0,0,-1,0.0
501,501,0.2347000000000001,0.0,1,94,0,0,0,-1,0.0
540,544,9.0247,0.093746532252634,5,94,0,1,6,0,0.0
578,582,5.217199999999998,0.0539703967643349,5,94,0,1,21,0,0.0
604,604,0.2550999999999987,0.0,1,94,0,2,10,4,0.20860000000000412
608,609,0.5493999999999986,0.0,2,94,0,1,1,4,0.0
671,673,8.463899999999995,0.1343992884752149,3,94,0,1,2,0,0.0
416,417,0.5960999999999999,0.0,2,95,0,0,0,-1,0.0
438,438,0.2607999999999997,0.0,1,95,0,0,0,-1,0.0
446,455,10.1142,0.060138208331986,10,95,0,0,0,-1,0.0
484,485,0.659399999999998,0.0,2,95,0,0,0,-1,0.0
506,506,0.2439999999999997,0.0,1,95,0,0,0,-1,0.0
512,513,0.5960999999999999,0.0,2,95,0,0,0,-1,0.0
541,546,17.445600000000002,0.2156334189600457,6,95,0,1,18,0,0.6612000000000009
611,611,0.2402000000000015,0.0,1,95,0,0,0,-1,0.0
620,622,13.0944,0.2720031582375986,3,95,0,1,4,0,0.0
147,147,0.1955799999999996,0.0,1,96,0,0,0,-1,0.0
243,244,0.4190899999999997,0.0,2,96,0,0,0,-1,0.0
256,257,0.6370199999999997,0.0,2,96,0,1,2,0,0.014899999999999913
320,321,0.4656599999999997,0.0,2,96,0,1,53,1,0.0
347,347,0.2682200000000003,0.0,1,96,0,1,10,0,0.0
419,423,3.72532,0.0439768287358392,5,96,0,1,7,0,0.0
472,476,4.673360000000001,0.0311571340326468,5,96,0,0,0,-1,0.0
478,482,6.6181,0.0739742491582629,5,96,0,0,0,-1,0.0
517,517,0.2197999999999993,0.0,1,96,0,0,0,-1,0.0
530,535,9.9522,0.1210711166956872,6,96,0,0,0,-1,0.0
575,577,1.723000000000006,0.0322529775412733,3,96,0,0,0,-1,0.0
584,584,0.2217000000000055,0.0,1,96,0,0,0,-1,0.0
620,620,0.2849999999999966,0.0,1,96,0,1,6,0,0.0
628,629,0.6612000000000009,0.0085340194286414,2,96,0,0,0,-1,0.0
679,682,14.985,0.2623510695451437,4,96,0,0,0,-1,0.0
197,198,0.5029000000000003,0.0,2,97,0,1,19,0,0.4712999999999994
202,202,0.2104999999999997,0.0,1,97,0,0,0,-1,0.0
370,373,4.164899999999999,0.0459155447078576,4,97,0,1,42,0,0.0
384,384,0.2626000000000026,0.0,1,97,0,0,0,-1,0.0
407,408,0.7301000000000002,0.0,2,97,0,0,0,-1,0.0
448,452,10.23349,0.1207478137859519,5,97,0,1,30,0,0.6146799999999999
504,504,0.1918500000000005,0.0,1,97,0,1,12,0,0.0
525,529,9.63923,0.1178040645873095,5,97,0,1,12,0,0.0
586,590,9.2853,0.1055841404036361,5,97,0,0,0,-1,0.0
609,611,0.8084999999999987,0.0,3,97,0,0,0,-1,0.0
613,613,0.1806999999999998,0.0,1,97,0,1,10,3,0.0
617,618,0.5178999999999974,0.0,2,97,0,0,0,-1,0.0
645,645,0.1861999999999994,0.0059706253487245,1,97,0,1,12,3,0.0
655,655,0.2104999999999997,0.0,1,97,0,0,0,-1,0.0
659,663,2.1270999999999987,0.0229343528218525,5,97,0,1,2,3,0.0
693,698,10.909700000000004,0.1907535898266135,6,97,0,0,0,-1,0.0
759,760,0.4972999999999956,0.0,2,97,0,0,0,-1,0.0
791,791,0.2235000000000013,0.0,1,97,0,0,0,-1,0.0
811,813,1.0653999999999968,0.0,3,97,0,1,8,3,0.0
973,973,0.2253000000000042,0.0,1,97,0,0,0,-1,0.0
135,136,0.5122,0.0,2,98,0,0,0,-1,0.0
377,378,0.9294999999999972,0.0,2,98,0,1,119,0,2.3692999999999955
418,419,0.7376000000000005,0.0,2,98,0,0,0,-1,0.0
489,492,8.7453,0.1066244233410628,4,98,0,1,60,0,0.0
517,522,26.198236,0.2987311397267794,6,98,0,1,15,0,0.8400559999999999
565,565,0.221656,0.0,1,98,0,1,33,0,0.7413329999999999
663,663,0.1825400000000001,0.007835177415013,1,98,0,0,0,-1,0.0
680,685,3.56326,0.0444479631196103,6,98,0,0,0,-1,0.0
694,700,12.735,0.201240788143282,7,98,0,0,0,-1,0.0
714,715,0.530899999999999,0.0,2,98,0,1,3,2,0.07639999999999958
769,769,0.2626000000000026,0.0,1,98,0,0,0,-1,0.0
845,845,0.2327999999999974,0.0,1,98,0,1,18,4,0.0
878,878,0.1919000000000004,0.0,1,98,0,0,0,-1,0.0
917,917,0.2290999999999989,0.0,1,98,0,1,29,2,0.0
998,998,0.2347000000000001,0.0,1,98,0,0,0,-1,0.0
347,348,0.623899999999999,0.0,2,99,0,1,107,4,0.0
388,389,0.5756000000000014,0.0,2,99,0,1,5,0,0.0
430,430,0.4283999999999999,0.0089265306420603,1,99,0,1,31,0,0.0
441,445,14.3946,0.1700570073851354,5,99,0,0,0,-1,0.0
486,489,3.799899999999999,0.050422624660059,4,99,0,1,30,0,0.0
498,499,0.6537999999999986,0.0,2,99,0,0,0,-1,0.0
526,528,1.2330000000000003,0.0,3,99,0,1,2,0,0.027939999999999188
633,638,28.379420000000003,0.3686939921884657,6,99,0,1,44,3,0.0
640,640,0.1956000000000024,0.0,1,99,0,0,0,-1,0.0
642,645,2.265000000000001,0.041339198739796,4,99,0,0,0,-1,0.0
719,719,0.2439999999999997,0.0,1,99,0,0,0,-1,0.0
727,727,0.2103999999999999,0.0,1,99,0,0,0,-1,0.0
776,779,1.0710000000000015,0.0,4,99,0,0,0,-1,0.0
878,878,0.204900000000002,0.0,1,99,0,1,2,1,0.04660000000000153
978,978,0.1992999999999973,0.0,1,99,0,1,19,0,0.0
387,387,0.2458999999999989,0.0,1,100,0,1,54,0,0.0
389,389,0.1807000000000016,0.0,1,100,0,1,54,2,0.0
483,487,11.8372,0.1302650300966303,5,100,0,0,0,-1,0.0
517,517,0.2961999999999989,0.0,1,100,0,0,0,-1,0.0
526,527,0.8529999999999998,0.0122058388036163,2,100,0,0,0,-1,0.0
533,533,0.2197999999999993,0.0,1,100,0,0,0,-1,0.0
559,559,0.2327999999999992,0.0,1,100,0,0,0,-1,0.0
567,572,22.7039,0.2566800693608659,6,100,0,0,0,-1,0.0
585,586,0.5643999999999991,0.0,2,100,0,0,0,-1,0.0
633,638,14.085300000000002,0.2711715997930942,6,100,0,1,6,0,0.0
642,643,0.4396000000000022,0.0,2,100,0,0,0,-1,0.0
672,674,0.8662000000000027,0.0098062112593753,3,100,0,0,0,-1,0.0
716,716,0.2179000000000002,0.0,1,100,0,0,0,-1,0.0
823,823,0.1807000000000016,0.0,1,100,0,1,19,4,0.0
861,862,0.4675000000000011,0.0,2,100,0,0,0,-1,0.0
963,963,0.2607999999999961,0.0,1,100,0,1,13,0,0.0
1023,1023,0.2346999999999965,0.0,1,100,0,0,0,-1,0.0
47,47,0.1938000000000013,0.0,1,101,0,0,0,-1,0.0
366,367,0.8735999999999997,0.0128597858427505,2,101,0,1,8,0,0.38000000000000256
408,408,0.186200000000003,0.0,1,101,0,0,0,-1,0.0
422,427,2.881500000000001,0.029365406548006803,6,101,0,0,0,-1,0.0
436,439,2.9467,0.0349395098254759,4,101,0,0,0,-1,0.0
473,473,0.2402999999999995,0.0,1,101,0,0,0,-1,0.0
482,484,1.7546099999999996,0.0178256455036113,3,101,0,1,1,0,0.0
501,503,1.7788199999999996,0.012061680180089,3,101,0,1,7,1,0.0
560,575,18.68617,0.1746105050359209,16,101,0,0,0,-1,0.0
586,586,0.1882000000000001,0.0,1,101,0,0,0,-1,0.0
613,616,4.777700000000001,0.0687866796288675,4,101,0,0,0,-1,0.0
621,622,0.6332999999999984,0.0,2,101,0,0,0,-1,0.0
628,633,15.7543,0.2339997042112818,6,101,0,0,0,-1,0.0
682,683,0.4376999999999995,0.0,2,101,0,0,0,-1,0.0
691,691,0.2012,0.0,1,101,0,0,0,-1,0.0
732,732,0.3166999999999973,0.0,1,101,0,0,0,-1,0.0
759,759,0.1862999999999957,0.0,1,101,0,0,0,-1,0.0
828,828,0.2291000000000025,0.0,1,101,0,1,6,0,0.0
936,936,0.2197999999999993,0.0057968947020373,1,101,0,0,0,-1,0.0
1025,1025,0.2310000000000016,0.0,1,101,0,0,0,-1,0.0
346,348,0.9723000000000006,0.0,3,102,0,0,0,-1,0.0
421,421,0.180699999999998,0.0,1,102,0,1,65,0,1.6149000000000022
467,467,0.3893000000000022,0.0,1,102,0,0,0,-1,0.0
504,506,1.0747999999999998,0.0111482771839296,3,102,0,0,0,-1,0.0
531,537,43.8525,0.5243409458164779,7,102,0,0,0,-1,0.0
554,555,0.4507000000000012,0.0,2,102,0,0,0,-1,0.0
613,614,0.5606000000000009,0.0162224633287564,2,102,0,1,30,2,0.0
616,616,0.212299999999999,0.0,1,102,0,0,0,-1,0.0
618,618,0.1881000000000021,0.0,1,102,0,0,0,-1,0.0
674,678,4.863299999999999,0.0808440906975507,5,102,0,1,5,0,0.3166999999999973
687,688,0.5997999999999983,0.0,2,102,0,0,0,-1,0.0
755,757,0.6668999999999983,0.0,3,102,0,0,0,-1,0.0
812,812,0.2271999999999998,0.0,1,102,0,1,21,0,0.0
833,833,0.2179000000000002,0.0,1,102,0,1,12,1,0.11359999999999815
904,904,0.2570999999999976,0.0,1,102,0,1,38,0,0.0
956,956,0.2272999999999996,0.0,1,102,0,0,0,-1,0.0
276,278,2.168199999999999,0.0,3,103,0,0,0,-1,0.0
466,472,18.8949,0.1981632446641315,7,103,0,1,39,0,0.0
522,522,0.1899999999999995,0.0,1,103,0,0,0,-1,0.0
561,565,9.85533,0.135391300834696,5,103,0,0,0,-1,0.0
615,618,4.053145,0.0557902792912232,4,103,0,1,24,0,0.0
636,637,0.532724,0.0,2,103,0,1,8,0,0.0
647,647,0.2235200000000001,0.0,1,103,0,0,0,-1,0.0
671,677,18.76812,0.2595548784488768,7,103,0,0,0,-1,0.0
