DIFF1,DIFF2,DIFF3,DIFF4,DIFF5,DIFF6,DIFF7,DIFF8,DIFF9,DIFF10,DIFF11,DIFF12,DIFF13,DIFF14,DIFF15,DIFF16,DIFF17,DIFF18,DIFF19,DIFF20,DIFF21,DIFF22,DIFF23,DIFF24,DIFF25,DIFF26,DIFF27,DIFF28,DIFF29,DIFF30,DIFF31,DIFF32,DIFF33,DIFF34,DIFF35,DIFF36,DIFF37,DIFF38,DIFF39,DIFF40,DIFF41,DIFF42,DIFF43,DIFF44,DIFF45,DIFF46,DIFF47,DIFF48,DIFF49,DIFF50
0.0004270000000000003,0.0004270000000000003,0.0004270000000000003,0.0004270000000000003,0.0004270000000000003,0.0019050000000000004,5.4999999999999494e-05,5.4999999999999494e-05,5.4999999999999494e-05,5.4999999999999494e-05,5.4999999999999494e-05,5.4999999999999494e-05,5.4999999999999494e-05,5.4999999999999494e-05,5.4999999999999494e-05,5.4999999999999494e-05,5.4999999999999494e-05,5.4999999999999494e-05,5.4999999999999494e-05,5.4999999999999494e-05,5.4999999999999494e-05,5.4999999999999494e-05,5.4999999999999494e-05,5.4999999999999494e-05,5.4999999999999494e-05,5.4999999999999494e-05,0.000501999999999999,0.000501999999999999,0.000501999999999999,0.000501999999999999,0.000501999999999999,0.000501999999999999,0.000501999999999999,0.000501999999999999,0.000501999999999999,0.000501999999999999,0.000501999999999999,0.000501999999999999,0.000501999999999999,0.000501999999999999,0.0009429999999999994,0.00014199999999999977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0019050000000000004,0.0019050000000000004,0.0019050000000000004,0.0019050000000000004,0.0019050000000000004,5.4999999999999494e-05,1.3000000000002593e-05,1.3000000000002593e-05,1.3000000000002593e-05,1.3000000000002593e-05,1.3000000000002593e-05,1.3000000000002593e-05,1.3000000000002593e-05,1.3000000000002593e-05,1.3000000000002593e-05,1.3000000000002593e-05,0.00033200000000000243,0.00033200000000000243,0.00033200000000000243,0.00033200000000000243,0.00033200000000000243,0.00033200000000000243,0.00033200000000000243,0.00033200000000000243,0.0004270000000000003,0.0004270000000000003,0.0003049999999999997,0.0003049999999999997,0.0003049999999999997,0.0007530000000000002,0.0007530000000000002,0.0007530000000000002,0.0007530000000000002,0.0007530000000000002,0.0007530000000000002,0.0007530000000000002,0.0005430000000000018,0.0005430000000000018,0.0005430000000000018,0.0005219999999999982,0.00014199999999999977,0.0005560000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.4999999999999494e-05,5.4999999999999494e-05,5.4999999999999494e-05,5.4999999999999494e-05,5.4999999999999494e-05,1.3000000000002593e-05,1.4000000000000123e-05,1.4000000000000123e-05,1.4000000000000123e-05,1.4000000000000123e-05,1.4000000000000123e-05,1.4000000000000123e-05,1.4000000000000123e-05,1.4000000000000123e-05,0.0003119999999999998,0.0003119999999999998,8.099999999999774e-05,8.099999999999774e-05,8.099999999999774e-05,8.099999999999774e-05,8.099999999999774e-05,8.099999999999774e-05,8.099999999999774e-05,8.099999999999774e-05,0.0003049999999999997,0.0003049999999999997,0.0005359999999999983,0.0005359999999999983,0.0007530000000000002,1.4000000000000123e-05,1.4000000000000123e-05,0.0005430000000000018,0.0005430000000000018,0.0005430000000000018,0.0005430000000000018,0.0005430000000000018,0.0006780000000000015,0.0006780000000000015,0.0005219999999999982,0.0003939999999999985,0.0005560000000000009,0.0006850000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3000000000002593e-05,1.3000000000002593e-05,1.3000000000002593e-05,1.3000000000002593e-05,1.3000000000002593e-05,1.4000000000000123e-05,0.0002909999999999996,0.0002909999999999996,0.0002909999999999996,0.0002909999999999996,0.0002909999999999996,0.0002909999999999996,0.0002909999999999996,0.0002909999999999996,8.099999999999774e-05,8.099999999999774e-05,0.0002239999999999985,0.0002239999999999985,0.0002239999999999985,0.0002239999999999985,0.0003049999999999997,0.0003049999999999997,0.0003049999999999997,0.0003049999999999997,0.00044099999999999695,0.00044099999999999695,0.00019000000000000267,0.00019000000000000267,1.4000000000000123e-05,0.0005090000000000025,0.0005090000000000025,0.0006299999999999986,0.0006780000000000015,0.0006780000000000015,0.0006780000000000015,0.0006780000000000015,0.0005219999999999982,0.0005219999999999982,0.0012819999999999984,0.000726000000000001,0.0010170000000000005,0.001349000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4000000000000123e-05,1.4000000000000123e-05,1.4000000000000123e-05,1.4000000000000123e-05,1.4000000000000123e-05,0.0002909999999999996,8.099999999999774e-05,8.099999999999774e-05,8.099999999999774e-05,8.099999999999774e-05,8.099999999999774e-05,8.099999999999774e-05,8.099999999999774e-05,8.099999999999774e-05,0.0002239999999999985,0.0002239999999999985,0.00041400000000000117,0.00041400000000000117,0.0003049999999999997,0.0003049999999999997,0.00044099999999999695,0.00044099999999999695,0.00044099999999999695,0.00044099999999999695,8.199999999999874e-05,8.199999999999874e-05,1.4000000000000123e-05,1.4000000000000123e-05,0.0005090000000000025,0.0006299999999999986,0.0006299999999999986,2.1000000000000185e-05,0.0005219999999999982,0.0005219999999999982,0.0005219999999999982,0.0005219999999999982,0.0013430000000000004,0.0012819999999999984,0.0003939999999999985,0.0009429999999999994,0.0009760000000000012,0.0008610000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0002439999999999977,0.0002439999999999977,0.0002439999999999977,0.0002439999999999977,0.0002439999999999977,8.099999999999774e-05,0.0002239999999999985,0.0002239999999999985,0.0002239999999999985,0.0002239999999999985,0.0002239999999999985,0.0002239999999999985,0.0002239999999999985,0.0002239999999999985,0.00041400000000000117,0.00041400000000000117,0.0014370000000000008,0.0014370000000000008,0.00044099999999999695,0.00044099999999999695,8.199999999999874e-05,8.199999999999874e-05,8.199999999999874e-05,8.199999999999874e-05,0.00019000000000000267,0.00019000000000000267,0.0005090000000000025,0.0005090000000000025,0.0006299999999999986,2.1000000000000185e-05,2.1000000000000185e-05,0.0005219999999999982,0.0013430000000000004,0.0013430000000000004,0.0013430000000000004,0.0013430000000000004,0.0012819999999999984,0.0003939999999999985,0.0005360000000000018,0.0015179999999999985,0.0006850000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.70000000000019e-05,4.70000000000019e-05,4.70000000000019e-05,4.70000000000019e-05,4.70000000000019e-05,0.0002239999999999985,0.00022400000000000198,0.00022400000000000198,0.00022400000000000198,0.00022400000000000198,0.00022400000000000198,0.00022400000000000198,0.00022400000000000198,0.00022400000000000198,0.0005420000000000008,0.0005420000000000008,0.0003049999999999997,0.0003049999999999997,8.199999999999874e-05,8.199999999999874e-05,0.00019000000000000267,0.00019000000000000267,0.00019000000000000267,0.00019000000000000267,1.4000000000000123e-05,1.4000000000000123e-05,0.0006299999999999986,0.0006299999999999986,2.1000000000000185e-05,0.0005219999999999982,0.0005219999999999982,0.0013430000000000004,0.0009429999999999994,0.0009429999999999994,0.0009429999999999994,0.0009429999999999994,0.0003939999999999985,0.0005360000000000018,0.000726000000000001,0.00014199999999999977,0.001349000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.099999999999774e-05,8.099999999999774e-05,8.099999999999774e-05,8.099999999999774e-05,8.099999999999774e-05,0.00022400000000000198,1.9999999999999185e-05,3.399999999999931e-05,0.00018299999999999914,0.00018299999999999914,0.00018299999999999914,0.00018299999999999914,0.00018299999999999914,0.00018299999999999914,0.0008879999999999999,0.0008879999999999999,0.00044099999999999695,0.00044099999999999695,0.00019000000000000267,0.00019000000000000267,1.4000000000000123e-05,1.4000000000000123e-05,1.4000000000000123e-05,1.4000000000000123e-05,0.0005090000000000025,0.0005090000000000025,2.1000000000000185e-05,2.1000000000000185e-05,0.0005219999999999982,0.0013430000000000004,0.0013430000000000004,0.0009429999999999994,0.0003119999999999998,0.0003119999999999998,0.0003119999999999998,0.0003119999999999998,0.0005360000000000018,0.0006379999999999997,0.0009429999999999994,0.0005560000000000009,0.0008610000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0002239999999999985,0.0002239999999999985,0.0002239999999999985,0.0002239999999999985,0.0002239999999999985,1.9999999999999185e-05,1.4000000000000123e-05,0.00014899999999999983,0.0005420000000000008,0.0005420000000000008,0.0005420000000000008,0.0005420000000000008,0.0005420000000000008,0.0005420000000000008,0.0003049999999999997,0.0003049999999999997,8.199999999999874e-05,8.199999999999874e-05,1.4000000000000123e-05,1.4000000000000123e-05,0.0005090000000000025,0.0005090000000000025,0.0005090000000000025,0.0005090000000000025,0.0006299999999999986,0.0006299999999999986,0.0005219999999999982,0.0005219999999999982,0.0013430000000000004,0.0009429999999999994,0.0009429999999999994,0.0003119999999999998,0.0003259999999999999,0.0003259999999999999,0.0003259999999999999,0.0003939999999999985,0.000670999999999998,0.001118000000000001,0.0015459999999999988,0.0005490000000000009,0.0006039999999999969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00022400000000000198,0.00022400000000000198,0.00022400000000000198,0.00022400000000000198,0.00022400000000000198,1.4000000000000123e-05,0.00014899999999999983,0.0005420000000000008,0.0004949999999999989,0.0004949999999999989,0.0004949999999999989,0.0004949999999999989,0.0004949999999999989,0.0008879999999999999,0.00044099999999999695,0.00044099999999999695,0.00019000000000000267,0.00019000000000000267,0.0005090000000000025,0.0005090000000000025,0.0006299999999999986,0.0006299999999999986,0.0006299999999999986,0.0006299999999999986,2.1000000000000185e-05,2.1000000000000185e-05,8.099999999999774e-05,0.0013430000000000004,0.0009429999999999994,0.0003119999999999998,0.0003119999999999998,0.0003259999999999999,0.0003939999999999985,0.0003939999999999985,0.0003939999999999985,0.0005360000000000018,0.0006379999999999997,6.1000000000002025e-05,0.0007050000000000008,0.0010170000000000005,0.0011189999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
