ti,tf,T,S,Archivo
229,229,1,0.3616849999999996,9
348,348,1,0.20585499999999968,9
391,391,1,0.32352200000000053,9
397,397,1,0.2778849999999977,9
433,434,2,1.58718,9
464,464,1,0.286800999999997,9
507,507,1,0.2848669999999984,9
526,526,1,0.33114499999999936,9
540,541,2,1.765317999999997,9
544,545,2,7.584671,9
570,570,1,0.4601440000000032,9
599,599,1,0.5682200000000002,9
607,607,1,0.3454899999999981,9
617,617,1,0.49085999999999785,9
649,650,2,4.4588250000000045,9
667,668,2,1.968995999999997,9
674,674,1,0.9358860000000035,9
732,732,1,0.920105999999997,9
764,764,1,0.24561800000000034,9
813,813,1,0.6938469999999981,9
828,828,1,0.4611319999999992,9
992,992,1,0.5062700000000007,9
25,25,1,0.3870140000000002,10
27,38,12,6.794267,10
123,123,1,0.27736799999999917,10
426,426,1,1.4942170000000026,10
480,481,2,4.530285999999997,10
527,527,1,1.3437279999999987,10
580,581,2,15.643337999999996,10
636,636,1,0.7062139999999957,10
694,694,1,0.37720500000000357,10
704,704,1,0.25869799999999543,10
780,780,1,0.295932999999998,10
895,895,1,0.748925000000007,10
924,924,1,0.23066999999999638,10
941,941,1,0.3109139999999968,10
1025,1025,1,0.27324500000000285,10
1038,1038,1,0.2906770000000023,10
28,28,1,0.5153460000000001,11
30,30,1,0.24241199999999985,11
32,38,7,5.480968,11
104,104,1,0.3068579999999983,11
182,182,1,0.347823,11
206,206,1,0.2882549999999995,11
313,313,1,0.3710740000000001,11
375,375,1,0.42257100000000136,11
412,413,2,1.039677000000001,11
422,422,1,0.6651939999999996,11
488,488,1,0.4076979999999999,11
517,517,1,1.0391469999999998,11
529,529,1,0.8397429999999986,11
548,549,2,14.502008,11
589,589,1,0.3542410000000018,11
644,645,2,3.7227430000000012,11
737,737,1,0.24503800000000098,11
741,741,1,0.2429519999999954,11
764,764,1,0.4159930000000003,11
785,785,1,0.4170179999999988,11
813,813,1,0.36238600000000076,11
845,846,2,0.9556480000000036,11
947,947,1,0.1646250000000009,11
952,952,1,0.2137739999999937,11
957,957,1,0.23660199999999776,11
992,992,1,0.4050810000000027,11
1037,1037,1,0.5228830000000002,11
24,24,1,0.36418799999999996,12
26,29,4,1.122627,12
31,38,8,5.831841000000001,12
169,169,1,0.22698900000000144,12
188,188,1,0.30624199999999924,12
261,261,1,0.2600080000000009,12
366,366,1,0.31416299999999886,12
403,403,1,0.3013980000000025,12
441,442,2,0.8405390000000033,12
454,455,2,1.569198,12
461,462,2,3.825969999999998,12
504,504,1,1.130310999999999,12
585,587,3,1.5780390000000004,12
598,600,3,13.524691000000004,12
645,645,1,0.26340600000000336,12
714,714,1,0.4904810000000026,12
748,748,1,0.7075659999999999,12
831,831,1,0.3821280000000016,12
24,24,1,0.5140920000000002,13
26,26,1,0.3918849999999998,13
28,28,1,0.4879389999999999,13
32,33,2,1.1406049999999999,13
35,38,4,4.2170950000000005,13
66,66,1,0.2324180000000009,13
98,98,1,0.26579899999999945,13
280,280,1,0.31276800000000016,13
305,305,1,0.3867130000000003,13
381,381,1,0.3102590000000003,13
417,418,2,1.135977999999998,13
425,425,1,0.8470259999999996,13
427,427,1,0.6462229999999991,13
498,498,1,1.0251490000000025,13
534,534,1,0.30507800000000174,13
541,541,1,0.4882070000000027,13
572,573,2,8.142171999999999,13
576,576,1,0.8648190000000007,13
636,636,1,0.35221100000000405,13
686,686,1,0.7186859999999982,13
713,713,1,0.30461400000000083,13
715,715,1,3.1871849999999995,13
745,745,1,0.3013519999999943,13
763,763,1,2.3125110000000006,13
786,786,1,0.9594689999999986,13
807,807,1,0.4674090000000035,13
847,847,1,0.406210999999999,13
849,849,1,0.30949700000000036,13
1009,1009,1,0.2879089999999991,13
24,26,3,0.6672419999999999,14
28,29,2,0.9278979999999994,14
31,38,8,5.778993000000001,14
108,108,1,0.3433299999999999,14
239,239,1,0.2799320000000005,14
373,373,1,0.40425499999999914,14
413,413,1,0.8467149999999997,14
423,423,1,0.5040510000000005,14
467,467,1,0.49420299999999884,14
489,489,1,1.3697279999999985,14
544,545,2,4.442989999999998,14
615,616,2,13.328147000000001,14
663,663,1,0.2652929999999998,14
744,745,2,1.0908930000000012,14
782,782,1,0.4127380000000045,14
805,805,1,0.3357950000000045,14
818,819,2,0.7725739999999988,14
945,945,1,0.22671900000000278,14
961,961,1,0.3033489999999972,14
969,969,1,0.2959770000000006,14
27,28,2,0.6615130000000002,15
30,30,1,0.525442,15
32,38,7,5.633045000000001,15
66,66,1,0.27720500000000037,15
134,134,1,0.26819400000000115,15
303,303,1,0.28119799999999984,15
366,366,1,0.42296400000000034,15
393,394,2,1.8890280000000015,15
423,423,1,0.36882200000000154,15
425,425,1,1.4200489999999988,15
447,447,1,0.7931689999999989,15
479,480,2,1.7851789999999994,15
535,535,1,0.37235000000000085,15
553,554,2,6.989640999999999,15
585,585,1,0.37336099999999917,15
598,599,2,1.3009249999999994,15
611,611,1,3.428607999999997,15
689,689,1,0.190763000000004,15
714,714,1,0.2262710000000041,15
726,727,2,4.298690999999998,15
793,793,1,0.21803799999999995,15
796,796,1,0.19269700000000256,15
882,882,1,0.1533409999999975,15
887,887,1,0.25604799999999983,15
908,908,1,0.39547699999999963,15
947,947,1,0.28887900000000144,15
24,24,1,0.3873199999999999,16
26,26,1,0.3706640000000001,16
28,29,2,0.8025980000000001,16
31,32,2,1.2594560000000001,16
34,38,5,4.394046000000001,16
109,109,1,0.4039570000000001,16
248,248,1,0.3579470000000011,16
289,289,1,0.19581099999999907,16
312,312,1,0.407096000000001,16
338,338,1,0.19164199999999987,16
350,350,1,0.2504969999999993,16
422,423,2,3.6945629999999987,16
467,467,1,0.319113999999999,16
517,518,2,2.1498680000000014,16
548,548,1,0.6554080000000013,16
550,550,1,0.5501579999999997,16
593,595,3,5.192036999999999,16
607,608,2,10.832863999999997,16
658,658,1,0.29727599999999654,16
744,744,1,0.31159600000000154,16
761,761,1,0.6463780000000057,16
788,788,1,0.2514229999999955,16
845,845,1,0.5945869999999971,16
858,858,1,0.3395890000000037,16
998,998,1,0.23857699999999937,16
1033,1033,1,0.2259170000000026,16
27,28,2,0.7230880000000002,17
31,38,8,5.787112999999999,17
239,239,1,0.2638400000000001,17
273,273,1,0.3356269999999988,17
275,275,1,0.3094720000000013,17
304,304,1,0.5347340000000003,17
371,371,1,0.2635159999999992,17
430,430,1,0.26956500000000005,17
432,432,1,0.2853619999999992,17
459,459,1,0.7936279999999982,17
467,469,3,6.246896999999997,17
483,483,1,1.5612179999999967,17
527,527,1,0.3164459999999991,17
557,557,1,0.9870160000000006,17
560,560,1,0.3606020000000001,17
568,568,1,0.4865549999999992,17
612,613,2,2.890581000000001,17
637,638,2,1.8355409999999992,17
641,641,1,0.6945340000000044,17
651,652,2,2.9523239999999973,17
710,710,1,0.30818400000000423,17
722,722,1,1.2216459999999998,17
753,754,2,0.8462310000000031,17
859,859,1,0.29740300000000275,17
897,897,1,0.34922399999999953,17
956,956,1,0.24335200000000157,17
1010,1010,1,0.22052599999999956,17
25,25,1,0.2859860000000003,18
28,28,1,0.438863,18
30,30,1,0.2894030000000001,18
32,38,7,5.654076,18
284,284,1,0.3973279999999999,18
338,338,1,0.41105400000000003,18
398,398,1,0.37690600000000174,18
437,438,2,2.6654449999999983,18
466,466,1,0.4046259999999968,18
476,476,1,1.1816320000000005,18
482,482,1,1.8706369999999986,18
563,563,1,0.43552199999999885,18
585,585,1,0.5217810000000007,18
627,627,1,13.587555000000002,18
631,631,1,0.4765559999999951,18
718,718,1,0.3570020000000014,18
740,740,1,0.30299300000000073,18
762,762,1,0.5458580000000026,18
809,809,1,0.27332900000000393,18
816,817,2,2.1607839999999996,18
873,873,1,0.26373999999999853,18
888,888,1,0.3557699999999997,18
1031,1031,1,0.2620719999999963,18
24,24,1,0.3405999999999998,19
27,28,2,0.7084220000000001,19
30,38,9,6.103503,19
161,161,1,0.24846400000000024,19
163,163,1,0.32914700000000074,19
267,267,1,0.3398979999999998,19
383,383,1,0.2161769999999983,19
472,472,1,1.3088140000000017,19
498,499,2,5.155431999999998,19
519,519,1,4.484600999999998,19
558,558,1,0.23938400000000115,19
606,606,1,0.4267409999999998,19
610,611,2,8.945727999999999,19
623,623,1,0.39041199999999776,19
681,681,1,0.4230629999999991,19
707,707,1,0.3329489999999993,19
717,718,2,2.254522999999999,19
929,929,1,0.2486239999999995,19
24,26,3,0.708761,20
28,28,1,0.6463830000000002,20
30,38,9,5.846295,20
96,96,1,0.22068200000000004,20
159,159,1,0.3481880000000004,20
239,239,1,0.3290140000000008,20
269,269,1,0.303704999999999,20
273,273,1,0.2648980000000005,20
321,321,1,0.38530900000000123,20
326,326,1,0.3183410000000002,20
370,370,1,0.27472600000000114,20
391,391,1,0.40717300000000023,20
415,415,1,0.4222009999999976,20
423,423,1,0.3834990000000005,20
499,499,1,0.24262299999999826,20
518,518,1,3.0815780000000004,20
545,545,1,0.20854300000000237,20
553,553,1,0.31162899999999993,20
560,561,2,17.769366,20
667,667,1,0.22085200000000071,20
700,700,1,0.20877799999999525,20
730,730,1,0.3474690000000038,20
784,784,1,0.6678269999999955,20
799,799,1,0.7857759999999985,20
867,867,1,0.5451649999999972,20
895,895,1,0.30560299999999785,20
971,971,1,0.3044569999999993,20
24,26,3,0.694833,21
28,38,11,6.600800999999999,21
147,147,1,0.2706729999999986,21
216,216,1,0.3279400000000017,21
234,234,1,0.32288100000000064,21
252,252,1,0.3740269999999999,21
277,277,1,0.359081999999999,21
379,379,1,0.31247199999999964,21
415,415,1,0.2810929999999985,21
429,430,2,1.3861550000000022,21
476,476,1,6.3029730000000015,21
485,485,1,0.35997199999999907,21
513,513,1,0.30577200000000104,21
578,578,1,0.7582719999999981,21
619,620,2,7.958333,21
641,641,1,1.390737999999999,21
660,660,1,0.41135099999999625,21
710,710,1,0.44808499999999896,21
715,715,1,0.2766250000000028,21
726,727,2,3.426445000000001,21
768,768,1,0.44602199999999925,21
826,826,1,0.23802200000000084,21
889,889,1,0.2600630000000024,21
895,895,1,0.295302999999997,21
899,899,1,0.3594200000000001,21
1006,1006,1,0.2678690000000046,21
24,24,1,0.40111399999999975,22
27,29,3,1.0710729999999997,22
31,38,8,5.515531000000001,22
133,133,1,0.2946460000000002,22
146,146,1,0.3214129999999997,22
224,224,1,0.30709799999999987,22
251,251,1,0.35274300000000025,22
312,312,1,0.2513489999999994,22
411,411,1,0.9189679999999996,22
417,417,1,0.28671500000000094,22
420,420,1,0.34028800000000103,22
444,444,1,0.324580000000001,22
459,459,1,0.3391990000000007,22
474,476,3,1.4098890000000033,22
481,481,1,0.29987600000000114,22
495,496,2,0.935886,22
504,504,1,0.4287050000000008,22
512,512,1,3.1995380000000004,22
579,579,1,13.207612000000001,22
590,590,1,0.24378300000000053,22
593,593,1,1.3829029999999989,22
658,658,1,0.33243799999999624,22
777,777,1,0.2595659999999995,22
804,804,1,0.351941999999994,22
807,807,1,0.9187560000000019,22
826,826,1,0.4107869999999991,22
832,832,1,0.3624110000000016,22
893,893,1,0.32223199999999963,22
924,924,1,0.21632900000000177,22
987,987,1,0.255155000000002,22
27,28,2,0.9288129999999999,23
31,38,8,5.852205,23
252,252,1,0.20842700000000036,23
262,262,1,0.3647759999999991,23
355,355,1,0.3298319999999997,23
359,359,1,0.6532240000000016,23
384,384,1,0.3585269999999987,23
438,438,1,0.5799020000000006,23
441,441,1,0.4872319999999988,23
496,497,2,1.8644700000000007,23
519,519,1,4.358695000000001,23
527,527,1,1.176832000000001,23
564,564,1,1.2241740000000014,23
570,570,1,0.44013900000000206,23
636,636,1,0.3240860000000012,23
662,663,2,8.388823000000002,23
736,736,1,0.4612589999999983,23
747,747,1,0.562891999999998,23
773,773,1,0.33914399999999745,23
822,823,2,0.7440479999999994,23
894,894,1,0.2667549999999963,23
936,936,1,0.42654199999999776,23
24,24,1,0.3757459999999999,24
26,38,13,7.034477,24
208,208,1,0.21939200000000092,24
344,344,1,0.20991600000000155,24
393,393,1,0.28191599999999895,24
395,396,2,2.717526000000003,24
425,425,1,0.5017980000000009,24
452,452,1,0.37760800000000216,24
461,462,2,0.9102309999999996,24
498,498,1,0.32345800000000224,24
523,524,2,3.545804999999998,24
576,576,1,0.4327419999999975,24
590,590,1,0.4270479999999992,24
614,614,1,4.611793000000002,24
646,646,1,0.3898590000000013,24
698,699,2,8.993015,24
752,752,1,0.24147399999999664,24
764,764,1,0.17961900000000242,24
769,769,1,0.30648699999999707,24
773,773,1,0.24337899999999735,24
830,830,1,0.576512000000001,24
843,843,1,0.34977100000000405,24
947,947,1,0.28929000000000116,24
24,28,5,1.3615940000000002,25
30,38,9,6.022867,25
302,302,1,0.27372899999999944,25
323,323,1,0.3901160000000008,25
401,401,1,0.24484700000000004,25
446,447,2,1.1688420000000015,25
501,502,2,4.253326000000001,25
587,588,2,2.5099690000000017,25
598,599,2,2.6097099999999998,25
617,618,2,11.116249,25
679,679,1,0.31966399999999595,25
695,695,1,0.356232999999996,25
748,748,1,0.3758539999999968,25
776,776,1,0.48638700000000057,25
799,799,1,0.564947999999994,25
807,807,1,0.4839020000000005,25
809,809,1,0.3367070000000041,25
852,852,1,0.295921000000007,25
907,907,1,0.4026500000000013,25
979,979,1,0.19567599999999885,25
24,25,2,0.5968170000000002,26
28,28,1,0.48944500000000035,26
30,38,9,5.977141,26
146,146,1,0.28593000000000046,26
155,155,1,0.264384999999999,26
184,184,1,0.3018350000000005,26
327,327,1,0.4267960000000013,26
359,359,1,0.2608169999999994,26
367,367,1,0.25928900000000077,26
371,371,1,0.3602620000000005,26
386,386,1,1.2782850000000003,26
400,400,1,0.33849500000000177,26
409,409,1,0.5111570000000007,26
430,430,1,0.2448440000000005,26
474,474,1,0.29635800000000145,26
478,478,1,0.3721759999999996,26
497,497,1,3.415465000000001,26
536,536,1,0.6538159999999991,26
571,572,2,9.000682999999999,26
602,602,1,0.3057769999999991,26
623,623,1,0.9730660000000029,26
683,683,1,0.5180840000000018,26
706,706,1,4.5202310000000026,26
711,711,1,0.4081899999999976,26
736,737,2,2.043644999999998,26
804,804,1,0.35515399999999886,26
975,975,1,0.3755750000000049,26
25,25,1,0.24067499999999997,27
28,29,2,0.7575569999999998,27
31,38,8,5.831935,27
147,147,1,0.2782429999999998,27
178,178,1,0.2577639999999999,27
357,357,1,0.27163999999999966,27
362,362,1,0.28385000000000105,27
426,427,2,0.5059100000000001,27
490,490,1,0.44342100000000073,27
494,495,2,3.803158,27
501,502,2,3.7550670000000004,27
546,546,1,0.8500939999999986,27
563,564,2,1.4800290000000018,27
590,590,1,0.26834699999999856,27
597,598,2,3.6479500000000016,27
622,624,3,7.038815,27
665,665,1,0.41758400000000506,27
686,686,1,0.35481300000000005,27
694,695,2,0.7499419999999972,27
748,748,1,0.2998699999999985,27
756,756,1,0.38525700000000285,27
785,787,3,1.796754,27
916,916,1,0.4032440000000008,27
959,959,1,0.3601099999999988,27
1015,1015,1,0.18586400000000225,27
1030,1030,1,0.4023289999999946,27
24,24,1,0.38507099999999994,28
26,26,1,0.28685700000000036,28
28,28,1,0.4703529999999998,28
30,38,9,6.137342,28
116,116,1,0.5227810000000002,28
237,237,1,0.23384800000000006,28
243,243,1,0.4089550000000006,28
293,293,1,0.40625299999999953,28
346,346,1,0.2888369999999991,28
397,397,1,0.23460700000000045,28
408,408,1,0.267237999999999,28
433,434,2,1.3572249999999997,28
488,489,2,3.7358309999999975,28
530,530,1,0.493977000000001,28
535,535,1,2.4608360000000005,28
562,562,1,0.3779430000000019,28
590,590,1,0.43425000000000225,28
618,619,2,11.568961999999996,28
672,672,1,4.300829,28
685,685,1,0.2797079999999994,28
757,757,1,0.25192099999999584,28
815,815,1,0.3485719999999972,28
915,915,1,0.28587000000000273,28
928,928,1,0.391528000000001,28
995,995,1,0.2623180000000005,28
1006,1006,1,0.23270899999999983,28
27,28,2,0.9173300000000002,29
31,38,8,5.984723,29
182,182,1,0.19777799999999957,29
184,184,1,0.23688600000000015,29
202,202,1,0.2791389999999989,29
307,307,1,0.3225440000000006,29
354,354,1,0.1912389999999995,29
361,361,1,0.2673679999999976,29
408,408,1,0.2748010000000001,29
459,459,1,1.832657000000001,29
470,471,2,5.221049000000001,29
536,536,1,0.4668039999999998,29
543,543,1,0.3705929999999995,29
555,556,2,4.654379000000002,29
561,561,1,0.7513320000000014,29
619,619,1,0.5946819999999988,29
622,622,1,0.39470099999999775,29
669,669,1,0.3267049999999969,29
672,672,1,0.3129119999999972,29
702,703,2,0.8723090000000013,29
705,706,2,8.109911000000004,29
763,763,1,0.27039199999999397,29
791,791,1,0.3223830000000021,29
820,820,1,0.3642320000000012,29
953,953,1,0.3241380000000049,29
1010,1010,1,0.3119750000000039,29
1020,1020,1,0.450298999999994,29
24,26,3,0.7034180000000001,30
28,38,11,6.650876,30
246,246,1,0.29920100000000005,30
321,321,1,0.33711599999999997,30
384,384,1,0.3804879999999997,30
445,445,1,0.43559099999999873,30
467,468,2,6.666687999999997,30
499,499,1,0.20260800000000145,30
544,545,2,0.7891360000000027,30
555,555,1,1.5809050000000013,30
563,563,1,0.44987199999999916,30
577,578,2,4.739545,30
665,665,1,0.28939499999999896,30
669,669,1,0.7140989999999974,30
696,696,1,0.3010439999999974,30
702,702,1,0.42690100000000086,30
718,718,1,0.6657049999999956,30
727,728,2,5.500453,30
799,799,1,0.5876629999999992,30
819,819,1,0.30529599999999846,30
901,901,1,0.3304630000000017,30
961,961,1,0.3308680000000024,30
1001,1001,1,0.4848140000000001,30
24,24,1,0.45889700000000033,31
27,29,3,0.9955129999999999,31
31,32,2,1.1205490000000005,31
34,38,5,4.5728040000000005,31
164,164,1,0.2802889999999998,31
189,189,1,0.2218119999999999,31
213,213,1,0.2824189999999991,31
352,352,1,0.31049400000000027,31
366,367,2,0.9623369999999998,31
416,416,1,0.27690099999999873,31
445,446,2,2.0742480000000008,31
480,480,1,1.7085710000000027,31
491,491,1,0.4994000000000014,31
526,526,1,3.50094,31
551,551,1,1.5730350000000008,31
611,611,1,2.1713559999999994,31
640,642,3,1.4823629999999994,31
670,670,1,0.2605220000000017,31
690,690,1,0.4684220000000039,31
717,718,2,7.458407999999999,31
755,755,1,0.8042720000000045,31
904,904,1,0.3855390000000014,31
24,24,1,0.3178829999999997,32
26,26,1,0.3559070000000002,32
28,28,1,0.3625419999999999,32
30,38,9,6.117278000000001,32
93,93,1,0.24704900000000052,32
122,122,1,0.3008670000000002,32
187,187,1,0.2880640000000003,32
190,190,1,0.35082599999999964,32
348,348,1,0.2822390000000006,32
371,371,1,0.26700699999999955,32
381,381,1,0.2098179999999985,32
445,445,1,0.2701419999999999,32
449,449,1,0.23513399999999862,32
466,466,1,0.6191470000000017,32
486,486,1,2.6967640000000017,32
497,497,1,4.979959999999998,32
537,537,1,0.37778800000000246,32
558,558,1,0.4045210000000026,32
585,585,1,1.3461259999999982,32
596,597,2,2.2255090000000024,32
621,621,1,0.4463480000000004,32
640,640,1,0.35690199999999805,32
679,680,2,9.186808999999997,32
757,757,1,0.474812,32
763,763,1,0.24511499999999842,32
769,769,1,0.28086299999999653,32
834,834,1,0.5023899999999983,32
937,937,1,0.3380200000000002,32
24,24,1,0.2941419999999999,33
28,30,3,1.0797909999999997,33
32,38,7,5.619474,33
236,236,1,0.3884540000000012,33
384,384,1,1.587486000000002,33
397,397,1,0.5489689999999996,33
449,449,1,0.4779289999999996,33
460,461,2,1.6217669999999984,33
518,518,1,2.0270200000000003,33
524,524,1,0.657546,33
558,558,1,2.0271690000000007,33
594,594,1,0.2397740000000006,33
597,598,2,8.564696000000001,33
630,630,1,0.2629360000000034,33
718,718,1,0.3027879999999996,33
740,740,1,3.1627570000000063,33
768,768,1,0.21804599999999397,33
776,776,1,0.501618999999998,33
815,815,1,0.9054189999999949,33
822,822,1,0.2616399999999999,33
870,870,1,0.20345100000000116,33
892,892,1,0.2956789999999998,33
958,958,1,0.43316499999999536,33
24,24,1,0.40913699999999986,34
28,28,1,0.46815000000000007,34
