ti,tf,T,S,Archivo
30,38,9,6.1678049999999995,34
204,204,1,0.39188200000000073,34
297,297,1,0.23191300000000048,34
340,340,1,0.16625799999999913,34
344,344,1,0.17818600000000195,34
351,351,1,0.2306860000000004,34
400,400,1,0.2785890000000002,34
417,417,1,0.32394199999999884,34
452,453,2,4.1839580000000005,34
512,512,1,0.532236000000001,34
539,540,2,3.2211180000000006,34
551,551,1,1.1869369999999968,34
577,578,2,9.607789,34
629,629,1,0.5682910000000021,34
702,702,1,0.35888299999999873,34
726,727,2,3.055749999999996,34
766,766,1,0.2871850000000009,34
791,791,1,0.26890000000000214,34
799,799,1,0.38728499999999855,34
849,849,1,0.31383399999999995,34
992,992,1,0.2752570000000034,34
24,24,1,0.42698100000000005,35
27,28,2,0.7333030000000003,35
30,38,9,5.858260999999999,35
93,93,1,0.2175779999999996,35
430,430,1,0.3006910000000005,35
436,437,2,5.575713,35
543,544,2,1.4246100000000013,35
551,551,1,1.392551000000001,35
586,586,1,0.40445700000000073,35
596,596,1,0.5109659999999998,35
622,622,1,0.22158199999999795,35
640,640,1,0.35320000000000107,35
642,642,1,1.5169679999999985,35
666,667,2,10.172704000000003,35
686,686,1,1.0681169999999938,35
717,717,1,0.3814519999999959,35
798,798,1,0.3780829999999966,35
828,828,1,0.45975100000000424,35
839,839,1,0.2941670000000016,35
951,951,1,0.2624219999999937,35
24,24,1,0.41667999999999994,36
27,30,4,1.2150000000000003,36
32,38,7,5.622541000000001,36
321,321,1,0.344142999999999,36
339,339,1,0.3668880000000012,36
392,392,1,0.33864100000000263,36
462,462,1,0.1897739999999999,36
472,472,1,0.18852700000000056,36
475,475,1,0.7341119999999997,36
483,483,1,1.2686779999999978,36
507,508,2,4.391655,36
529,529,1,1.3504070000000006,36
586,586,1,0.2856379999999987,36
633,635,3,4.488002999999999,36
651,651,1,2.4855349999999987,36
668,668,1,0.35291700000000503,36
688,688,1,1.7089309999999998,36
695,695,1,0.31476299999999924,36
748,748,1,0.32994899999999916,36
755,755,1,0.3156280000000038,36
761,762,2,1.6073029999999946,36
765,765,1,1.077660999999999,36
840,840,1,0.6179190000000006,36
960,960,1,0.3474469999999954,36
965,965,1,0.3548989999999961,36
27,29,3,0.9732320000000003,37
31,38,8,5.676321000000001,37
126,126,1,0.2613399999999988,37
320,320,1,0.469004,37
370,370,1,0.3223060000000011,37
374,374,1,0.3085489999999993,37
409,409,1,0.3068610000000014,37
426,426,1,0.2873669999999997,37
437,437,1,0.27351600000000076,37
471,471,1,0.38390200000000263,37
481,481,1,0.36012899999999703,37
505,505,1,0.9228869999999993,37
523,523,1,0.2941319999999976,37
527,528,2,8.343037000000002,37
572,572,1,0.22095799999999954,37
592,593,2,5.633792,37
656,656,1,0.3282300000000049,37
658,658,1,0.32562999999999676,37
660,660,1,2.008402000000004,37
666,667,2,4.464349000000006,37
722,722,1,0.2948909999999998,37
801,801,1,0.3255940000000024,37
828,828,1,0.25033099999999564,37
25,26,2,0.5870739999999999,38
28,28,1,0.6629749999999999,38
30,38,9,6.014702,38
69,69,1,0.25197799999999937,38
115,115,1,0.273593,38
138,138,1,0.35907100000000014,38
149,149,1,0.2891490000000001,38
200,200,1,0.31788799999999995,38
239,239,1,0.3369169999999997,38
267,267,1,0.27211299999999916,38
312,312,1,0.22860000000000014,38
321,321,1,0.2084829999999993,38
371,371,1,0.5429460000000006,38
440,441,2,4.396740000000001,38
506,506,1,1.3149639999999998,38
529,529,1,0.9248479999999972,38
577,578,2,7.877284999999997,38
580,580,1,1.9655369999999976,38
606,607,2,1.811903000000001,38
643,644,2,0.7481709999999993,38
699,700,2,1.7252009999999984,38
745,745,1,0.31463600000000014,38
761,761,1,0.37678499999999815,38
787,787,1,0.22139400000000364,38
789,789,1,0.28769099999999526,38
24,25,2,0.583021,39
27,30,4,1.2982650000000002,39
32,38,7,5.456795,39
211,211,1,0.24307899999999982,39
303,303,1,0.2177030000000002,39
350,350,1,0.5927500000000006,39
371,371,1,0.47473799999999855,39
378,378,1,0.464302,39
402,402,1,0.36428300000000036,39
423,423,1,0.4239139999999999,39
448,449,2,3.1871550000000006,39
504,505,2,3.9596789999999977,39
518,518,1,0.5420510000000007,39
523,523,1,0.3738419999999998,39
555,556,2,6.711251000000001,39
595,595,1,0.4521739999999994,39
603,603,1,0.36763400000000246,39
606,606,1,0.8305530000000019,39
631,631,1,1.2885630000000035,39
643,644,2,2.7835429999999945,39
730,730,1,0.3878120000000038,39
743,743,1,0.9462759999999975,39
941,941,1,0.2729530000000011,39
970,970,1,0.30917300000000125,39
1006,1006,1,0.2643150000000034,39
1031,1031,1,0.3244619999999969,39
24,24,1,0.28353499999999965,40
26,26,1,0.2800729999999998,40
28,29,2,0.7584079999999997,40
31,38,8,5.772488999999999,40
171,171,1,0.1884730000000001,40
214,214,1,0.2850380000000001,40
236,236,1,0.3425759999999993,40
307,307,1,0.2910529999999998,40
389,389,1,0.28999199999999803,40
458,459,2,4.494548999999999,40
490,490,1,0.17235600000000062,40
514,514,1,0.6683859999999981,40
538,538,1,2.8727620000000016,40
543,543,1,2.4680230000000023,40
597,597,1,0.28174700000000286,40
602,602,1,0.5733029999999992,40
606,608,3,11.640802,40
666,666,1,0.3504289999999983,40
749,749,1,0.519286000000001,40
836,836,1,0.30918100000000237,40
873,873,1,0.26690700000000334,40
924,924,1,0.412462000000005,40
1006,1006,1,0.19544100000000242,40
24,24,1,0.474475,41
27,38,12,6.855932999999999,41
78,78,1,0.2852389999999989,41
278,278,1,0.34272999999999954,41
341,341,1,0.30453999999999937,41
367,367,1,0.5468000000000011,41
381,381,1,0.30821200000000104,41
408,408,1,0.4072029999999991,41
426,426,1,0.9713530000000006,41
450,450,1,0.5977730000000001,41
478,481,4,2.7206860000000006,41
489,489,1,1.5138230000000021,41
526,526,1,0.41829600000000156,41
543,543,1,0.39541699999999835,41
592,592,1,10.820581,41
627,627,1,0.3414160000000024,41
644,644,1,1.3307920000000024,41
675,675,1,0.3121459999999985,41
692,693,2,2.083040000000004,41
795,795,1,0.8019239999999996,41
811,811,1,0.30832299999999435,41
899,899,1,0.2840440000000015,41
963,963,1,0.33916599999999875,41
997,997,1,0.31291799999999625,41
24,24,1,0.601934,42
28,28,1,0.511701,42
30,30,1,0.41087799999999985,42
32,33,2,1.2108030000000003,42
35,38,4,4.1094420000000005,42
66,66,1,0.22540599999999955,42
205,205,1,0.338495,42
258,258,1,0.2678440000000002,42
300,300,1,0.37016199999999877,42
305,305,1,0.22406600000000054,42
308,308,1,0.5740439999999989,42
367,367,1,0.31742399999999904,42
371,371,1,0.2832060000000034,42
417,417,1,0.27514400000000094,42
448,448,1,3.2462620000000015,42
452,453,2,1.1599409999999999,42
535,535,1,0.33720399999999984,42
543,543,1,0.27842000000000056,42
549,549,1,0.7258589999999998,42
577,577,1,13.104946000000002,42
618,618,1,0.2716180000000037,42
627,627,1,0.2871600000000001,42
639,639,1,0.3662739999999971,42
670,670,1,0.43847799999999637,42
672,673,2,2.390537000000002,42
764,764,1,0.38392499999999785,42
819,819,1,0.28498000000000445,42
873,873,1,0.37507199999999585,42
878,878,1,0.19829500000000166,42
960,960,1,0.18974599999999953,42
24,24,1,0.5326060000000004,43
28,29,2,0.7335739999999995,43
31,32,2,1.0609079999999995,43
34,38,5,4.249593999999999,43
112,112,1,0.2877680000000016,43
125,125,1,0.2512660000000011,43
187,187,1,0.315296,43
335,335,1,0.2550670000000004,43
447,447,1,0.49816900000000075,43
467,468,2,2.0841460000000005,43
508,509,2,5.5122839999999975,43
560,561,2,2.6241930000000018,43
614,614,1,0.26967600000000047,43
623,623,1,1.5404240000000016,43
667,668,2,5.289782000000002,43
706,706,1,0.6093030000000041,43
717,718,2,3.4370449999999977,43
748,748,1,0.572181999999998,43
756,756,1,0.6385859999999965,43
883,883,1,0.2666800000000009,43
954,954,1,0.33672099999999716,43
25,25,1,0.34439100000000034,44
27,28,2,0.8106180000000003,44
31,32,2,1.0724080000000002,44
34,38,5,4.6244119999999995,44
134,134,1,0.3840540000000008,44
212,212,1,0.7068159999999999,44
367,367,1,0.42807300000000126,44
428,428,1,0.3532970000000013,44
467,467,1,0.9636129999999987,44
530,530,1,0.23065300000000022,44
542,543,2,3.604172000000002,44
588,589,2,5.774096,44
600,600,1,9.227271000000002,44
639,639,1,0.34532499999999544,44
732,732,1,0.22370699999999744,44
757,758,2,0.7748749999999944,44
776,776,1,0.6747950000000031,44
837,837,1,0.23085499999999826,44
894,894,1,0.23390799999999956,44
24,24,1,0.4266169999999998,45
28,29,2,0.8078970000000001,45
31,38,8,5.965451,45
90,90,1,0.4060670000000002,45
143,143,1,0.24410699999999963,45
212,212,1,0.3141549999999995,45
275,275,1,0.3600329999999996,45
307,307,1,0.2767520000000001,45
332,332,1,0.4213450000000005,45
415,415,1,0.5245280000000001,45
438,438,1,0.3478729999999999,45
453,453,1,0.2913459999999972,45
492,493,2,3.639990000000001,45
522,522,1,0.255392999999998,45
558,558,1,0.3690810000000013,45
571,572,2,3.0897850000000027,45
581,581,1,0.9817889999999991,45
614,615,2,3.489059000000001,45
617,617,1,5.012065999999997,45
653,653,1,0.2654759999999996,45
681,681,1,4.404631000000002,45
709,709,1,0.3041419999999988,45
747,747,1,0.47902000000000555,45
790,790,1,0.3265580000000057,45
871,871,1,0.32511399999999924,45
892,892,1,0.24545200000000023,45
24,25,2,0.5590349999999997,46
27,29,3,1.0357559999999997,46
31,38,8,5.807358,46
259,259,1,0.29225800000000035,46
275,275,1,0.2865549999999999,46
366,366,1,0.2824189999999991,46
401,402,2,1.8498009999999994,46
427,427,1,0.34564299999999903,46
430,430,1,0.25676400000000044,46
487,487,1,0.37838700000000003,46
493,493,1,0.2361879999999985,46
504,505,2,0.8574850000000005,46
586,586,1,0.44735299999999967,46
591,592,2,7.936149,46
617,618,2,10.101025,46
748,749,2,1.3983669999999933,46
940,940,1,0.25117699999999843,46
947,947,1,0.3181449999999941,46
1017,1017,1,0.36975799999999737,46
24,24,1,0.3805900000000002,47
27,28,2,0.7180650000000002,47
30,38,9,5.924753999999999,47
70,70,1,0.3127840000000006,47
276,276,1,0.26512199999999986,47
354,354,1,0.21105499999999822,47
450,451,2,1.3928380000000011,47
453,454,2,3.7202940000000027,47
498,498,1,0.8960399999999993,47
512,512,1,1.026448000000002,47
545,545,1,0.4860129999999998,47
569,569,1,0.8894009999999994,47
593,593,1,2.0093940000000003,47
598,598,1,0.32292799999999744,47
608,608,1,0.8830330000000011,47
616,617,2,5.944683999999999,47
649,649,1,0.442573000000003,47
656,656,1,0.9675209999999979,47
658,658,1,0.9144199999999998,47
727,728,2,3.1967150000000046,47
777,777,1,0.3159309999999991,47
823,823,1,0.2559049999999985,47
918,918,1,0.3367289999999983,47
24,24,1,0.38326400000000005,48
27,29,3,1.07781,48
31,32,2,1.0510670000000006,48
34,38,5,4.458477,48
99,99,1,0.22245500000000007,48
118,118,1,0.3072999999999997,48
187,187,1,0.24422799999999967,48
289,289,1,0.3897050000000011,48
385,386,2,2.600072000000001,48
435,435,1,0.24947500000000034,48
475,476,2,3.1276089999999996,48
505,506,2,2.3699270000000006,48
555,555,1,0.29746899999999954,48
577,577,1,1.1047770000000021,48
598,598,1,1.2344800000000014,48
630,630,1,0.32153299999999874,48
639,639,1,0.34304800000000313,48
658,659,2,1.0511570000000034,48
666,666,1,0.44744999999999635,48
706,706,1,1.045447000000003,48
709,710,2,8.244681,48
740,740,1,0.27532100000000526,48
780,780,1,0.43963899999999967,48
813,813,1,0.3202749999999952,48
882,882,1,0.3960660000000047,48
921,921,1,0.37829700000000344,48
967,967,1,0.29394299999999873,48
24,25,2,0.40085099999999985,49
27,30,4,1.2236760000000002,49
32,38,7,5.488694,49
90,90,1,0.385942,49
125,125,1,0.1286000000000005,49
175,175,1,0.27540900000000157,49
252,252,1,0.4796309999999995,49
284,284,1,0.2657059999999998,49
393,393,1,0.2924539999999993,49
418,418,1,0.5549479999999996,49
471,473,3,3.6164759999999987,49
506,506,1,0.26031799999999805,49
543,543,1,7.13692,49
547,547,1,0.2937750000000001,49
594,594,1,0.2556560000000019,49
631,631,1,8.706899,49
635,635,1,2.774238000000004,49
663,663,1,0.2720430000000036,49
740,740,1,0.49202900000000227,49
791,791,1,0.29122200000000475,49
802,802,1,0.448919999999994,49
808,808,1,0.4558409999999995,49
899,899,1,0.2864189999999951,49
938,938,1,0.2525529999999989,49
25,25,1,0.4461010000000001,50
27,30,4,1.151755,50
32,38,7,5.609836999999999,50
102,102,1,0.17599499999999857,50
157,157,1,0.2572390000000002,50
198,198,1,0.21214599999999884,50
246,246,1,0.4664699999999993,50
325,325,1,0.32843200000000117,50
356,356,1,0.49408700000000216,50
423,423,1,0.23541099999999915,50
440,440,1,0.3064210000000003,50
481,481,1,0.354296999999999,50
493,493,1,0.4753450000000008,50
553,554,2,1.5044840000000015,50
585,585,1,16.572344,50
618,618,1,0.4381520000000023,50
681,681,1,0.21153599999999528,50
683,683,1,0.31744300000000436,50
691,691,1,0.29403100000000393,50
718,718,1,0.21390299999999485,50
736,738,3,2.797990999999996,50
803,803,1,0.43804500000000246,50
841,841,1,0.4039760000000001,50
868,868,1,0.32880699999999763,50
1000,1000,1,0.25528899999999766,50
1014,1014,1,0.46155500000000416,50
24,24,1,0.36576299999999984,51
28,28,1,0.3841450000000002,51
30,38,9,6.270897,51
225,225,1,0.20384600000000042,51
289,289,1,0.26184799999999875,51
363,363,1,0.355379000000001,51
407,407,1,0.28540000000000276,51
418,419,2,0.6618890000000022,51
430,430,1,4.286387000000001,51
467,467,1,0.8719049999999982,51
477,477,1,0.5039900000000017,51
503,503,1,0.34964899999999943,51
505,505,1,0.9400669999999991,51
555,555,1,1.3532960000000003,51
563,564,2,1.1738200000000028,51
591,591,1,0.4102899999999998,51
632,632,1,0.412821000000001,51
641,642,2,9.558480000000003,51
688,688,1,0.9468770000000006,51
707,707,1,0.34373899999999935,51
717,717,1,0.4384250000000023,51
770,770,1,0.3828500000000048,51
815,815,1,0.3437059999999974,51
859,859,1,0.3378840000000025,51
869,869,1,0.3685949999999991,51
982,982,1,0.24297899999999828,51
1001,1001,1,0.28533999999999793,51
24,24,1,0.3971870000000002,52
26,26,1,0.414266,52
28,29,2,0.8418710000000003,52
32,38,7,5.538376,52
97,97,1,0.2930529999999987,52
179,179,1,0.24805800000000033,52
237,237,1,0.3470770000000005,52
405,405,1,1.0028070000000007,52
467,467,1,0.27604200000000034,52
515,516,2,10.861439,52
589,589,1,0.5477510000000052,52
631,631,1,0.22109599999999574,52
635,635,1,0.28670199999999824,52
653,653,1,0.5141300000000015,52
668,668,1,7.0970960000000005,52
710,710,1,0.44132199999999955,52
740,740,1,0.4430399999999963,52
756,756,1,0.6848639999999975,52
794,794,1,0.4636390000000006,52
984,984,1,0.3169210000000007,52
987,987,1,0.3077419999999975,52
1034,1034,1,0.3370169999999959,52
24,25,2,0.658388,53
28,28,1,0.573267,53
31,32,2,1.328843,53
34,38,5,4.193531,53
204,204,1,0.39887799999999984,53
314,314,1,0.3497319999999995,53
328,328,1,0.32699199999999706,53
363,363,1,0.39269399999999877,53
371,372,2,0.690967999999998,53
451,452,2,5.271913000000001,53
497,497,1,0.398419999999998,53
522,522,1,0.26177900000000065,53
531,531,1,0.3534100000000002,53
535,536,2,1.9695460000000011,53
617,617,1,0.34562099999999774,53
619,620,2,11.02663,53
650,652,3,1.2823550000000026,53
698,698,1,1.1374290000000045,53
732,732,1,0.6730820000000008,53
748,748,1,0.8854559999999978,53
859,859,1,0.3049119999999945,53
1036,1036,1,0.3239799999999988,53
24,24,1,0.3022769999999997,54
26,38,13,7.188594,54
193,193,1,0.31377099999999913,54
254,254,1,0.38464600000000004,54
367,367,1,0.28709699999999927,54
373,373,1,0.448677,54
410,410,1,0.3891530000000003,54
456,456,1,0.17097399999999752,54
458,458,1,1.7197110000000002,54
463,464,2,4.023522000000003,54
509,509,1,0.34884999999999877,54
522,522,1,0.3732289999999985,54
569,570,2,0.6752370000000028,54
577,577,1,0.38153400000000204,54
606,607,2,14.398041000000003,54
757,757,1,0.3037270000000021,54
810,810,1,0.5077499999999944,54
824,824,1,0.3032439999999994,54
828,828,1,0.30247500000000116,54
845,845,1,0.44850499999999727,54
1032,1032,1,0.2643369999999976,54
24,24,1,0.315512,55
26,26,1,0.22067000000000014,55
28,38,11,6.879744,55
174,174,1,0.23098700000000072,55
223,223,1,0.38033500000000053,55
379,380,2,1.7340409999999977,55
408,408,1,1.2907769999999985,55
426,426,1,0.5611050000000013,55
481,482,2,1.3552630000000008,55
510,511,2,2.101489000000001,55
566,566,1,0.40604800000000196,55
580,581,2,16.274419,55
666,666,1,0.32392199999999605,55
700,700,1,0.270386000000002,55
716,716,1,0.3174240000000026,55
820,820,1,0.3609090000000066,55
828,828,1,0.557147999999998,55
861,861,1,0.4315950000000015,55
946,946,1,0.16718099999999936,55
957,957,1,0.3306699999999978,55
24,25,2,0.7666550000000001,56
28,29,2,0.696936,56
31,38,8,5.6975739999999995,56
288,288,1,0.21166600000000102,56
307,307,1,0.27270099999999964,56
329,329,1,0.537744,56
364,364,1,0.25660099999999986,56
371,371,1,0.192124999999999,56
408,408,1,0.6997459999999975,56
445,446,2,0.7650280000000009,56
473,474,2,3.9415060000000004,56
507,508,2,3.185765,56
532,533,2,8.325109999999999,56
598,598,1,0.32707200000000114,56
606,606,1,2.1291220000000024,56
634,635,2,3.2724469999999997,56
661,662,2,0.632877999999998,56
692,692,1,0.3768789999999953,56
743,743,1,0.27083100000000115,56
814,814,1,0.2851569999999981,56
828,828,1,0.3632459999999966,56
900,900,1,0.24026899999999785,56
24,24,1,0.4625520000000001,57
27,27,1,0.4354199999999997,57
29,29,1,0.3191419999999998,57
31,38,8,5.725958,57
105,105,1,0.28464899999999993,57
170,170,1,0.21535999999999866,57
203,203,1,0.18576199999999865,57
216,216,1,0.39349799999999924,57
293,293,1,0.20406999999999975,57
324,324,1,0.3132570000000019,57
435,435,1,0.1868149999999993,57
489,490,2,14.162825999999999,57
539,539,1,0.28743899999999556,57
552,552,1,0.3181650000000005,57
568,568,1,1.4225959999999986,57
596,596,1,0.9043399999999977,57
614,615,2,1.699218000000002,57
631,631,1,3.6325840000000014,57
636,636,1,0.9442370000000011,57
682,682,1,0.223433,57
709,709,1,0.18215899999999863,57
755,755,1,0.27564100000000025,57
758,758,1,0.24312799999999868,57
789,789,1,0.34308200000000255,57
24,25,2,0.623513,58
28,28,1,0.7762710000000004,58
30,38,9,5.952038999999999,58
271,271,1,0.31519100000000044,58
316,316,1,0.3517960000000002,58
358,358,1,0.20751199999999947,58
385,385,1,0.28436899999999987,58
424,424,1,0.596974000000003,58
436,436,1,0.5251410000000014,58
472,473,2,6.911884000000001,58
476,476,1,2.245259000000001,58
545,545,1,0.24987000000000137,58
581,582,2,1.7140140000000024,58
614,614,1,1.239255,58
695,696,2,7.029725000000006,58
855,855,1,0.32824899999999957,58
976,976,1,0.333556999999999,58
978,978,1,0.27532599999999974,58
24,24,1,0.32526500000000036,59
28,29,2,0.7397,59
31,33,3,1.5551339999999998,59
35,38,4,3.973497,59
122,122,1,0.22449999999999903,59
217,217,1,0.3288650000000004,59
371,371,1,0.2689439999999994,59
400,400,1,0.23530299999999826,59
406,406,1,0.3804489999999987,59
444,444,1,0.2671829999999993,59
469,469,1,0.5423190000000027,59
489,489,1,0.5210290000000022,59
492,493,2,4.779710999999999,59
540,540,1,0.42399699999999996,59
574,574,1,3.249555000000001,59
586,586,1,1.7414759999999987,59
614,615,2,5.295592999999997,59
643,643,1,0.36390600000000006,59
653,653,1,0.4159790000000001,59
695,696,2,0.7921469999999999,59
703,703,1,0.4389759999999967,59
710,710,1,0.5408679999999961,59
722,722,1,0.4100080000000048,59
726,726,1,2.7947419999999994,59
770,770,1,0.7389450000000011,59
894,894,1,0.37165099999999995,59
924,924,1,0.37389399999999995,59
1030,1030,1,0.27284199999999714,59
24,25,2,0.5486629999999999,60
28,28,1,0.5310100000000002,60
30,38,9,5.969822000000001,60
197,197,1,0.2899899999999995,60
255,255,1,0.25168000000000035,60
326,326,1,0.25139000000000067,60
365,365,1,0.2800450000000012,60
371,371,1,0.25199199999999955,60
376,376,1,0.2795039999999993,60
386,386,1,0.40824699999999936,60
415,415,1,0.5683490000000013,60
438,438,1,0.40925900000000226,60
465,465,1,0.36564399999999964,60
501,501,1,1.4093749999999972,60
510,511,2,2.701934999999999,60
555,555,1,0.39159000000000077,60
584,585,2,6.774074000000002,60
629,629,1,0.30784200000000084,60
631,631,1,0.5052230000000009,60
635,635,1,0.596191999999995,60
661,662,2,0.8675009999999972,60
665,666,2,2.984853000000001,60
669,669,1,3.724997000000002,60
739,739,1,0.2614110000000025,60
803,803,1,0.6982229999999987,60
805,805,1,0.24024400000000412,60
847,847,1,0.4057940000000002,60
877,877,1,0.2949600000000032,60
24,24,1,0.41728200000000015,61
28,38,11,6.548105,61
138,138,1,0.2496539999999996,61
279,279,1,0.24545999999999957,61
304,304,1,0.3546779999999998,61
374,374,1,0.20140099999999883,61
408,408,1,0.24421099999999996,61
420,421,2,1.9449129999999997,61
480,481,2,1.725632000000001,61
490,490,1,0.7208550000000002,61
514,514,1,0.5075149999999979,61
565,565,1,0.5200899999999997,61
576,576,1,1.2005750000000006,61
580,580,1,1.1413489999999982,61
585,585,1,1.0135110000000012,61
617,618,2,3.9173519999999975,61
631,631,1,1.527083999999995,61
665,666,2,2.865793999999994,61
698,698,1,0.29927299999999946,61
709,710,2,4.1280280000000005,61
761,761,1,0.5035510000000016,61
782,782,1,0.487950000000005,61
870,870,1,0.3437939999999955,61
1010,1010,1,0.3922190000000043,61
24,24,1,0.35450899999999974,62
28,28,1,0.7254559999999999,62
31,38,8,5.993064,62
129,129,1,0.24740000000000073,62
210,210,1,0.3901659999999989,62
242,242,1,0.32284500000000094,62
307,307,1,0.3353670000000015,62
371,371,1,0.3317750000000004,62
430,430,1,1.4168629999999993,62
494,494,1,0.42557199999999895,62
512,512,1,0.381810999999999,62
526,526,1,3.7694019999999995,62
541,542,2,1.055485000000001,62
548,548,1,11.830896,62
589,589,1,0.33286300000000324,62
618,618,1,0.28040699999999674,62
677,677,1,0.3446259999999981,62
700,701,2,2.6442419999999984,62
841,841,1,0.38257099999999866,62
25,25,1,0.20406999999999975,63
28,28,1,0.41818299999999997,63
30,30,1,0.5410369999999998,63
32,34,3,1.8524650000000005,63
36,38,3,3.3930540000000002,63
175,175,1,0.3323689999999999,63
220,220,1,0.2247950000000003,63
315,315,1,0.290794,63
356,356,1,0.3052519999999994,63
362,362,1,0.3117239999999999,63
398,398,1,0.24098100000000144,63
400,400,1,0.40716700000000117,63
436,437,2,1.165344000000001,63
466,466,1,0.5555480000000017,63
469,469,1,3.2972750000000026,63
512,513,2,1.1790780000000005,63
518,518,1,0.8913600000000024,63
570,570,1,0.4980519999999977,63
577,577,1,3.232248000000002,63
605,606,2,2.854517999999999,63
644,644,1,0.7398150000000001,63
648,648,1,6.173859,63
680,680,1,0.43319199999999825,63
736,736,1,0.46466900000000066,63
740,740,1,0.7649570000000026,63
815,815,1,0.3784509999999983,63
24,24,1,0.47751399999999977,64
27,28,2,0.6930650000000003,64
30,38,9,6.088357,64
205,205,1,0.4076399999999989,64
262,262,1,0.32451399999999886,64
274,274,1,0.32023700000000055,64
352,352,1,0.29565599999999925,64
385,385,1,0.3434570000000008,64
434,434,1,1.512240000000002,64
459,459,1,0.26470199999999977,64
473,474,2,1.9147210000000001,64
526,526,1,4.950782,64
531,531,1,0.23612400000000022,64
556,556,1,0.2532960000000024,64
582,583,2,10.526722,64
627,627,1,2.4374950000000055,64
659,659,1,0.3074539999999999,64
677,677,1,0.8925009999999958,64
723,723,1,0.24501000000000062,64
735,735,1,0.4776550000000057,64
796,796,1,0.2596590000000063,64
847,847,1,0.21472099999999728,64
936,936,1,0.2891659999999945,64
1037,1037,1,0.2614499999999964,64
25,26,2,0.467581,65
28,38,11,6.796370000000001,65
123,123,1,0.19803000000000104,65
138,138,1,0.27637099999999926,65
179,179,1,0.322654,65
342,342,1,0.4718890000000009,65
344,344,1,0.3175370000000015,65
385,385,1,0.2303580000000025,65
397,397,1,2.2812719999999977,65
400,401,2,0.6808520000000016,65
459,460,2,1.1818200000000019,65
516,516,1,0.31047700000000233,65
519,520,2,8.462779000000001,65
543,543,1,3.9786740000000016,65
563,563,1,0.276169000000003,65
599,599,1,0.19870399999999933,65
619,619,1,0.30398699999999934,65
637,638,2,4.172041,65
711,711,1,0.32422400000000096,65
713,714,2,0.7159320000000022,65
736,736,1,0.40134600000000376,65
777,777,1,0.6166640000000001,65
914,914,1,0.2734880000000004,65
950,950,1,0.3715650000000039,65
1032,1032,1,0.2109829999999988,65
24,24,1,0.2762520000000004,66
27,38,12,6.926202000000001,66
312,312,1,0.3263460000000009,66
353,353,1,0.2946340000000003,66
387,387,1,0.30689100000000025,66
422,422,1,0.2540200000000006,66
426,426,1,0.6007660000000001,66
473,473,1,0.3441539999999996,66
480,480,1,0.3660589999999999,66
485,485,1,4.083819999999999,66
555,556,2,13.461644,66
593,594,2,2.0960110000000043,66
604,604,1,0.469420999999997,66
662,662,1,0.3588140000000024,66
679,679,1,2.1530810000000002,66
699,699,1,0.2828750000000042,66
736,736,1,0.39528400000000374,66
828,828,1,0.18548299999999784,66
892,892,1,0.23174099999999953,66
1018,1018,1,0.256062,66
24,24,1,0.26119600000000043,67
27,38,12,6.90933,67
293,293,1,0.27378700000000045,67
371,371,1,0.24861300000000064,67
384,384,1,0.3155979999999996,67
413,413,1,0.28411200000000036,67
430,430,1,0.3889749999999985,67
442,442,1,1.2615739999999995,67
444,444,1,1.2546120000000016,67
492,492,1,2.634107,67
564,564,1,4.775085999999998,67
598,599,2,7.634353000000004,67
658,658,1,0.30552899999999994,67
710,710,1,0.619800000000005,67
749,749,1,0.3156280000000038,67
771,771,1,0.5161739999999995,67
797,798,2,1.7492400000000004,67
800,800,1,0.3451859999999982,67
810,810,1,0.7018099999999947,67
862,862,1,0.3439960000000042,67
937,937,1,0.4002929999999978,67
25,29,5,1.254852,68
31,38,8,5.784405,68
186,186,1,0.3148230000000005,68
232,232,1,0.23340800000000073,68
237,237,1,0.34480800000000045,68
298,298,1,0.21958699999999887,68
307,307,1,0.28145999999999916,68
341,341,1,2.6051589999999987,68
371,371,1,0.35300900000000013,68
408,408,1,0.5223890000000004,68
423,423,1,1.2917330000000007,68
456,456,1,0.40553999999999846,68
491,491,1,1.9381880000000002,68
497,497,1,0.4843060000000001,68
533,533,1,0.40988399999999814,68
555,555,1,0.44046399999999863,68
557,557,1,0.5786589999999983,68
581,581,1,0.8952029999999986,68
585,585,1,1.4534570000000002,68
627,627,1,0.30413899999999927,68
646,647,2,3.492245000000004,68
650,650,1,0.31730800000000414,68
660,660,1,8.483333000000002,68
735,735,1,0.6653300000000044,68
836,836,1,0.5621500000000026,68
921,921,1,0.19401299999999821,68
24,24,1,0.37286100000000033,69
27,28,2,0.6486100000000001,69
30,30,1,0.34146299999999963,69
32,38,7,5.517105999999999,69
76,76,1,0.2956479999999999,69
138,138,1,0.2750860000000017,69
209,209,1,0.3279749999999986,69
303,303,1,0.2463090000000001,69
313,313,1,0.21526800000000001,69
377,377,1,0.21480700000000041,69
380,380,1,0.9649400000000021,69
462,462,1,0.6608469999999969,69
489,489,1,4.655586999999997,69
518,518,1,0.7509840000000025,69
541,541,1,0.35604000000000013,69
543,544,2,0.9208479999999994,69
579,579,1,11.060787000000001,69
648,649,2,3.6255689999999987,69
734,734,1,0.26562799999999953,69
848,848,1,0.2648620000000008,69
857,857,1,0.31400799999999407,69
27,28,2,0.952766,70
31,32,2,1.06502,70
34,38,5,4.5622489999999996,70
289,289,1,0.20878899999999945,70
