	-0.071022	0.003450	115.161951	-12.934300
	-0.068270	0.448058	115.161951	-12.934300
	-0.065518	1.001722	115.161951	-12.993900
	-0.062767	-0.014371	115.161951	-13.172700
	-0.060015	0.417284	115.161951	-13.411100
	-0.057264	0.361416	115.161951	-13.649500
	-0.054512	0.496938	115.161951	-13.887900
	-0.051760	-0.282790	115.161951	-14.066800
	-0.049009	-0.596477	115.161951	-14.364800
	-0.046257	-0.265092	115.161951	-14.722400
	-0.043506	-1.655110	115.161951	-14.841600
	-0.040754	-0.189661	115.161951	-15.139600
	-0.038002	-1.035812	115.161951	-15.616500
	-0.035251	-1.352891	115.161951	-15.914600
	-0.032499	-2.515706	115.161951	-16.212600
	-0.029748	-1.139391	115.161951	-16.570200
	-0.026996	-3.464244	115.161951	-16.987400
	-0.024245	-3.004769	115.161951	-17.523900
	-0.021493	-2.865081	115.161951	-17.941100
	-0.018741	-2.851997	115.161951	-18.358300
	-0.015990	-2.878571	115.161951	-19.014000
	-0.013238	-2.864215	115.161951	-19.610000
	-0.010487	-1.996500	115.161951	-20.206100
	-0.007735	-3.361114	115.161951	-20.802100
	-0.004984	-4.171771	115.161951	-21.577000
	-0.002232	-3.813724	115.161951	-22.351900
	0.000520	-4.993373	115.161951	-23.186300
	0.003271	-6.104917	115.161951	-24.259200
	0.006023	-5.686050	115.161951	-25.332100
	0.008774	-6.087207	115.161951	-26.345400
	0.011526	-6.574119	115.161951	-27.716300
	0.014278	-7.991841	115.161951	-29.087200
	0.017029	-8.749378	115.161951	-30.696600
	0.019781	-9.000185	115.161951	-32.663600
	0.022532	-10.216341	115.161951	-34.511300
	0.025284	-10.451411	115.161951	-37.849200
	0.028036	-12.284757	115.161951	-40.412200
	0.030787	-13.825452	115.161951	-43.869300
	0.033539	-15.600346	115.161951	-48.339600
	0.036290	-19.069365	115.161951	-54.836500
	0.036290	-20.706425	115.161951	-59.783700
	0.036300	-21.814918	115.161951	-61.572100
	0.036309	-20.673349	115.161951	-61.989300
	0.036319	-21.547381	115.161951	-62.048900
	0.036328	-21.369259	115.161951	-62.108500
	0.036338	-21.741303	115.161951	-62.168100
	0.036347	-21.222614	115.161951	-62.168100
	0.036357	-20.719386	115.161951	-62.108500
	0.036366	-21.182102	115.161951	-62.108500
	0.036376	-21.101446	115.161951	-62.108500
	0.036385	-21.517363	115.161951	-62.108500
	0.036394	-21.189702	115.161951	-62.168100
	0.036404	-20.029272	115.161951	-62.168100
	0.036413	-20.023377	115.161951	-62.168100
	0.036423	-20.855415	115.161951	-62.168100
	0.036432	-21.269417	115.161951	-62.108500
	0.036442	-19.810985	115.161951	-62.168100
	0.036451	-19.740667	115.161951	-62.227700
	0.036461	-21.900636	115.161951	-62.227700
	0.036470	-21.024390	115.161951	-62.227700
	0.036480	-20.823973	115.161951	-62.227700
	0.036489	-20.784269	115.161951	-62.287300
	0.036499	-20.893560	115.161951	-62.287300
	0.036508	-20.968808	115.161951	-62.287300
	0.036518	-20.858051	115.161951	-62.287300
	0.036527	-19.075535	115.161951	-62.346900
	0.036537	-19.786883	115.161951	-62.406500
	0.036546	-19.929041	115.161951	-62.406500
	0.036555	-20.106409	115.161951	-62.406500
	0.036565	-20.073727	115.161951	-62.406500
	0.036574	-21.033324	115.161951	-62.406500
	0.036584	-20.345143	115.161951	-62.466100
	0.036593	-20.080428	115.161951	-62.466100
	0.036603	-19.558094	115.161951	-62.525700
