	-0.071022	0.436166	115.161951	-26.285800
	-0.068270	0.812531	115.161951	-26.285800
	-0.065518	1.356559	115.161951	-26.405000
	-0.062767	0.713321	115.161951	-26.583800
	-0.060015	0.787189	115.161951	-26.822200
	-0.057264	0.598848	115.161951	-27.001000
	-0.054512	-0.647369	115.161951	-27.239400
	-0.051760	-0.222175	115.161951	-27.418300
	-0.049009	0.801523	115.161951	-27.597100
	-0.046257	1.115196	115.161951	-27.835500
	-0.043506	0.459105	115.161951	-28.133500
	-0.040754	1.189331	115.161951	-28.371900
	-0.038002	0.061277	115.161951	-28.789200
	-0.035251	-0.460859	115.161951	-29.146800
	-0.032499	-0.409657	115.161951	-29.504400
	-0.029748	-1.023958	115.161951	-29.981300
	-0.026996	-1.917469	115.161951	-30.398500
	-0.024245	-0.893768	115.161951	-30.875400
	-0.021493	-0.677668	115.161951	-31.233100
	-0.018741	-0.518186	115.161951	-31.829100
	-0.015990	-2.141825	115.161951	-32.365600
	-0.013238	-2.796827	115.161951	-33.021200
	-0.010487	-1.627969	115.161951	-33.557600
	-0.007735	-1.803070	115.161951	-34.332500
	-0.004984	-3.567146	115.161951	-34.988200
	-0.002232	-3.027222	115.161951	-35.643800
	0.000520	-4.630571	115.161951	-36.418700
	0.003271	-4.636447	115.161951	-37.372300
	0.006023	-4.262222	115.161951	-38.683600
	0.008774	-5.008559	115.161951	-39.637300
	0.011526	-4.703594	115.161951	-40.889000
	0.014278	-5.837189	115.161951	-42.140700
	0.017029	-6.039109	115.161951	-43.750000
	0.019781	-7.287904	115.161951	-45.538200
	0.022532	-7.970255	115.161951	-47.505100
	0.025284	-9.166950	115.161951	-50.545000
	0.028036	-10.954899	115.161951	-54.121300
	0.030787	-12.589460	115.161951	-57.876300
	0.033539	-13.305926	115.161951	-62.227700
	0.036290	-14.395141	115.161951	-67.174900
	0.036290	-17.869217	115.161951	-72.598900
	0.036300	-18.893723	115.161951	-73.612200
	0.036309	-18.555626	115.161951	-73.731400
	0.036319	-19.095476	115.161951	-73.731400
	0.036328	-18.741093	115.161951	-73.671800
	0.036338	-18.679301	115.161951	-73.731400
	0.036347	-19.276158	115.161951	-73.791000
	0.036357	-19.226408	115.161951	-73.850600
	0.036366	-19.400402	115.161951	-73.850600
	0.036376	-18.870488	115.161951	-73.910200
	0.036385	-19.011170	115.161951	-73.969800
	0.036394	-18.896227	115.161951	-73.910200
	0.036404	-18.635904	115.161951	-73.910200
	0.036413	-18.990854	115.161951	-73.910200
	0.036423	-19.295509	115.161951	-73.969800
	0.036432	-18.527424	115.161951	-73.969800
	0.036442	-19.641169	115.161951	-74.029400
	0.036451	-17.285834	115.161951	-74.029400
	0.036461	-17.177514	115.161951	-73.969800
	0.036470	-17.600391	115.161951	-74.089000
	0.036480	-16.858947	115.161951	-74.089000
	0.036489	-18.321392	115.161951	-74.148600
	0.036499	-18.670426	115.161951	-74.148600
	0.036508	-17.502105	115.161951	-74.148600
	0.036518	-18.483424	115.161951	-74.208200
	0.036527	-18.107462	115.161951	-74.267900
	0.036537	-19.118804	115.161951	-74.267900
	0.036546	-17.924082	115.161951	-74.267900
	0.036555	-19.371390	115.161951	-74.387100
	0.036565	-18.569724	115.161951	-74.387100
	0.036574	-19.491483	115.161951	-74.446700
	0.036584	-18.692154	115.161951	-74.506300
	0.036593	-19.679860	115.161951	-74.565900
	0.036603	-19.990386	115.161951	-74.625500
	0.036612	-19.526176	115.161951	-74.625500
	0.036622	-20.385236	115.161951	-74.625500
	0.036631	-18.770966	115.161951	-74.685100
	0.036641	-20.533265	115.161951	-74.744700
	0.036650	-19.498751	115.161951	-74.744700
	0.036660	-19.929700	115.161951	-74.804300
	0.036669	-18.789394	115.161951	-74.804300
	0.036679	-19.621146	115.161951	-74.863900
	0.036688	-17.928058	115.161951	-74.983100
	0.036697	-19.570140	115.161951	-74.983100
