	0.049617	0.030429	51.763100
	0.047700	0.046751	51.673700
	0.045783	0.074917	51.522900
	0.043866	0.084419	51.269500
	0.041949	0.089406	50.789000
	0.040033	0.239174	50.289800
	0.038116	0.313097	49.945200
	0.036199	0.330891	49.524200
	0.034282	0.548873	48.991500
	0.032365	0.557441	48.432700
	0.030448	0.560605	47.721200
	0.028531	0.510400	46.922100
	0.026614	0.742584	46.344700
	0.024698	0.908386	45.584700
	0.022781	1.123627	44.741000
	0.020864	1.174105	43.874800
	0.018947	1.267045	43.066500
	0.017030	1.339072	42.274800
	0.015113	1.521701	41.557700
	0.013196	1.525975	40.723200
	0.011279	1.804678	39.702500
	0.009363	1.930510	38.445200
	0.007446	1.960146	37.214000
	0.005529	2.267429	36.144900
	0.003612	2.324547	35.008600
	0.001695	2.803951	33.807200
	-0.000222	2.970673	32.550000
	-0.002139	3.130280	30.931300
	-0.004056	2.990241	29.206400
	-0.005972	3.628313	27.369800
	-0.007889	3.693874	25.510900
	-0.009806	4.182438	23.426600
	-0.011723	4.374516	21.074100
	-0.013640	5.037768	18.209300
	-0.015557	5.447160	15.109800
	-0.017474	5.848309	11.494400
	-0.019391	6.484626	6.973770
	-0.021307	7.912964	1.600020
	-0.023224	8.947010	-4.509490
	-0.025141	10.062425	-10.494200
	-0.025141	11.433568	-14.642300
	-0.025148	13.570377	-16.471500
	-0.025155	13.688713	-17.306000
	-0.025161	13.717479	-17.661700
	-0.025168	13.689658	-17.797700
	-0.025175	13.573362	-18.004400
	-0.025182	13.729048	-18.140400
	-0.025189	13.779761	-18.168400
	-0.025195	13.769024	-18.164600
	-0.025202	13.834952	-18.326700
	-0.025209	13.687934	-18.423500
	-0.025216	13.737373	-18.432900
	-0.025223	13.754203	-18.412400
	-0.025229	13.585638	-18.393700
	-0.025236	13.759629	-18.473800
	-0.025243	13.656134	-18.457100
	-0.025250	13.692382	-18.479400
	-0.025256	13.752929	-18.498000
	-0.025263	13.759502	-18.527800
	-0.025270	13.781278	-18.516700
	-0.025277	13.814288	-18.511100
	-0.025284	13.825928	-18.486900
	-0.025290	13.791205	-18.419800
	-0.025297	13.879468	-18.416100
	-0.025304	13.787503	-18.628400
	-0.025311	13.799052	-18.935800
	-0.025317	13.883831	-19.096000
	-0.025324	13.896159	-19.248700
	-0.025331	13.743308	-19.271000
	-0.025338	13.738666	-19.163000
	-0.025345	13.836931	-19.118300
	-0.025351	13.920703	-19.135100
	-0.025358	13.869565	-19.109000
	-0.025365	13.715429	-19.088500
	-0.025372	13.966841	-19.096000
	-0.025378	13.772256	-19.254300
	-0.025385	13.793601	-19.319500
	-0.025392	14.018510	-19.347400
	-0.025399	13.964078	-19.481500
	-0.025406	14.027017	-19.436800
	-0.025412	13.860530	-19.449900
	-0.025419	14.027763	-19.539300
	-0.025426	13.970085	-19.584000
	-0.025433	14.088492	-19.567200
	-0.025439	14.022820	-19.695700
	-0.025446	13.865045	-19.708800
	-0.025453	13.896030	-19.623100
	-0.025460	13.974121	-19.552300
	-0.025467	14.007969	-19.544900
	-0.025473	13.909698	-19.492700
	-0.025480	14.008477	-19.520600
	-0.025487	13.960298	-19.516900
	-0.025494	13.917786	-19.539300
	-0.025501	13.916216	-19.544900
	-0.025507	14.116451	-19.457300
	-0.025514	13.956728	-19.461000
	-0.025521	13.994084	-19.537400
	-0.025528	14.144162	-19.667800
	-0.025534	13.985566	-19.738600
	-0.025541	14.078686	-19.665900
	-0.025548	13.986735	-19.645400
	-0.025555	14.020828	-19.623100
	-0.025562	14.208502	-19.587700
	-0.025568	14.008237	-19.509500
	-0.025575	14.146734	-19.505700
	-0.025582	14.136221	-19.662200
	-0.025589	14.158717	-19.746000
	-0.025595	14.151138	-19.718100
	-0.025602	13.878807	-19.809300
	-0.025609	13.987511	-19.880100
	-0.025616	14.148549	-19.852200
	-0.025623	14.025937	-19.766500
	-0.025629	14.073469	-19.733000
	-0.025636	14.135091	-19.628700
	-0.025643	14.050572	-19.570900
	-0.025650	13.924271	-19.520600
	-0.025656	14.059165	-19.464800
	-0.025663	14.028758	-19.397700
	-0.025670	14.045615	-19.302700
	-0.025677	13.999168	-19.364200
	-0.025684	14.088959	-19.576500
	-0.025690	14.019543	-19.719900
	-0.025697	13.941015	-19.803800
	-0.025704	13.840094	-19.824200
	-0.025711	14.090324	-19.962100
	-0.025718	14.025547	-20.008700
	-0.025724	14.209502	-20.126000
	-0.025731	14.019557	-20.334600
	-0.025738	13.947685	-20.468700
	-0.025745	13.981526	-20.522700
	-0.025751	13.986312	-20.621500
	-0.025758	13.973759	-20.565600
	-0.025765	13.989992	-20.632600
	-0.025772	13.954987	-20.617700
	-0.025779	13.854136	-20.606600
	-0.025785	13.924188	-20.621500
	-0.025792	14.003056	-20.647500
	-0.025799	13.875282	-20.714600
	-0.025806	14.037249	-20.817000
	-0.025812	14.058380	-20.841300
	-0.025819	14.080617	-20.811500
	-0.025826	14.017482	-20.792800
	-0.025833	14.100459	-20.854300
	-0.025840	14.060991	-20.951100
	-0.025846	14.159256	-21.066600
	-0.025853	13.926417	-20.874800
	-0.025860	14.117540	-20.731400
	-0.025867	14.138898	-20.701600
	-0.025873	13.943476	-20.783500
	-0.025880	14.105250	-20.705300
	-0.025887	14.163431	-20.725800
	-0.025894	14.045002	-20.779800
	-0.025901	14.005700	-20.841300
	-0.025907	14.121121	-20.900900
	-0.025914	14.103117	-21.033100
	-0.025921	14.113326	-21.061000
	-0.025928	14.174458	-21.115100
